"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"44533","South Asia","November 05, 2017","2017","Nov","1","","1","","","1","","Vehicle Accident","Iranshahr, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.201200000000, 60.686581700000","","","Southern Asia","4"
"43924","Mediterranean","November 04, 2017","2017","Nov","1","","1","","1","","","Fuel burns","Mohamed V Hospital, Tangiers, Morocco","Caminando Fronteras","35.778176000000, -5.827966600000","Western Mediterranean","http://bit.ly/2zilYWb, http://bit.ly/2yIuEZ6","Uncategorized","4"
"44250","North Africa","November 04, 2017","2017","Nov","5","","5","","","","","Unknown","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.062500000000, 25.195311080000","","","Northern Africa","2"
"44251","North Africa","November 04, 2017","2017","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.578613280000, 25.215191680000","","","Northern Africa","2"
"43921","Mediterranean","November 03, 2017","2017","Nov","3","7","10","15","1","","","Drowning","Off Kalymnos Island, Greece","IOM Turkey, Reuters","37.031187012469, 27.126068793164","Eastern Mediterranean","http://reut.rs/2h0CFxe","Uncategorized","4"
"43922","Mediterranean","November 03, 2017","2017","Nov","23","53","76","64","23","","","Drowning","Unspecified location between Libya and Italy","IOM Italy, EUNAVFORMED","34.000148459845, 13.053526312500","Central Mediterranean","https://goo.gl/vcLquk, http://bit.ly/2y65sHj","Uncategorized","4"
"43923","Mediterranean","November 03, 2017","2017","Nov","3","11","14","","3","","","Unknown","Unspecified location between Libya and Italy","IOM Italy","34.078380455797, 13.081475018750","Central Mediterranean","http://bit.ly/2y65sHj","Uncategorized","4"
"44055","US-Mexico Border","November 03, 2017","2017","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.117359800000, -113.190520300000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"43963","Sub-Saharan Africa","November 02, 2017","2017","Nov","3","3","6","12","","","","Presumed drowning","North-west off Mtsamboro Island - en route to Mayotte (France)","Le Parisien","-12.626542185194, 45.063276784375","","http://bit.ly/2iCAIaK","Eastern Africa","1"
"44249","North Africa","November 02, 2017","2017","Nov","3","","3","","","3","","Starvation","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa","2"
"43912","Mediterranean","November 01, 2017","2017","Nov","8","","8","142","","","","Unknown","Unspecified location off the coast of Libya","IOM Italy","33.690138498642, 12.661743164062","Central Mediterranean","http://bit.ly/2z7vknw","Uncategorized","4"
"43916","Europe","November 01, 2017","2017","Nov","1","","1","","","1","","Hit by train","Train tracks near Oltrisarco, Bolzano, South Tyrol, Italy","ANSA","46.484368743783, 11.341695839148","","http://bit.ly/2il8KA1","Southern Europe","1"
"43920","US-Mexico Border","November 01, 2017","2017","Nov","1","","1","","","","","Unknown (skeletal remains)","Ranch near Falfurrias, Brooks County, Texas ","U.S. Border Patrol","27.152473267425, -98.213522596289","Central America to US","http://bit.ly/2Angycv","Northern America","5"
"43914","Southeast Asia","October 31, 2017","2017","Oct","4","","4","36","2","2","3","Drowning","Bay of Bengal, near Baillakhali Sea Point, Jaliapalong Union, Ukhiya Upazila, Bangladesh ","IOM Bangladesh","21.239646011184, 92.028997869531","","http://bit.ly/2h2Ol6c","South-eastern Asia","4"
"43917","North Africa","October 31, 2017","2017","Oct","1","","1","","","1","","Presumed drowning","900m off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain","La Provincia","28.045125339503, -14.351981153442","Western African","http://bit.ly/2zdUO4Q","Western Africa","1"
"44248","North Africa","October 31, 2017","2017","Oct","3","","3","","","","","Suffocation, Excessive Physical Abuse","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa","2"
"43911","Mediterranean","October 30, 2017","2017","Oct","2","","2","12","","2","","Presumed drowning","Off the coast of Mostaganem, Algeria","Agenzia Nova","36.076415421565, 0.045381019922","Western Mediterranean","http://bit.ly/2ijciCX","Uncategorized","1"
"43913","Southeast Asia","October 30, 2017","2017","Oct","2","1","3","","","","1","Drowning","Off the coast of Sabrang Union, Teknaf, Bangladesh","IOM Bangladesh","20.827424385757, 92.277615941064","","","South-eastern Asia","4"
"43915","Europe","October 30, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","A23 motorway Palmanova-Tarvisio, near Pagnacco, Udine, Italy","ANSA","46.125889800191, 13.202502908057","","http://bit.ly/2z53pqK, http://bit.ly/2zR73RY, http://bit.ly/2k5xH3a","Southern Europe","3"
"43954","US-Mexico Border","October 30, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.179197800000, -112.947334100000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"44243","Sub-Saharan Africa","October 30, 2017","2017","Oct","2","","2","","1","1","1","Starvation, Dehydration","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa","2"
"44244","North Africa","October 30, 2017","2017","Oct","2","","2","","","2","","Dehydration","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.856858600000, 23.311238900000","","","Northern Africa","2"
"44245","North Africa","October 30, 2017","2017","Oct","5","","5","","","","","Unknown","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.665039060000, 27.887942670000","","","Northern Africa","2"
"44246","North Africa","October 30, 2017","2017","Oct","3","","3","","","3","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.741699220000, 29.277115800000","","","Northern Africa","2"
"44247","North Africa","October 30, 2017","2017","Oct","5","","5","","","5","","Starvation, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.677734380000, 24.956491290000","","","Northern Africa","2"
"43910","Mediterranean","October 29, 2017","2017","Oct","2","3","5","48","","","","Presumed drowning","Off the coast of Tangiers, Morocco","Caminando Fronteras","35.839661046921, -5.787262405469","Western Mediterranean","http://bit.ly/2iMyQzH, http://bit.ly/2xyQfyp, http://bit.ly/2inlupO","Uncategorized","4"
"44241","Sub-Saharan Africa","October 29, 2017","2017","Oct","2","","2","","","2","1","Vehicle Accident","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-8.002889200000, 12.639231600000","","","Western Africa","2"
"44242","North Africa","October 29, 2017","2017","Oct","1","","1","","","1","","Shot, Stabbed","Benghazi, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.086790900000, 32.119424200000","","","Northern Africa","2"
"44239","North Africa","October 28, 2017","2017","Oct","6","","6","","","","","Unknown","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.773925780000, 18.948180500000","","","Northern Africa","2"
"44240","Sub-Saharan Africa","October 28, 2017","2017","Oct","1","","1","","","1","","Dehydration","Tunduma, on the Tanzania-Zambia border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.768947900000, 9.309564800000","","","Eastern Africa","2"
"51453","Caribbean","October 28, 2017","2017","Oct","","2","2","4","","2","","Presumed drowning","Off the coast of Cayo Caguama, south of Camagüey, Cuba","14ymedio","20.335552654920, -78.685347496875","","https://bit.ly/2MJbTHM, https://bit.ly/2P5RwpM","Caribbean","3"
"44238","US-Mexico Border","October 27, 2017","2017","Oct","1","","1","","","1","","Drowning","Irrigation canal, Calexico, Imperial County, California","Imperial County Coroner's Office","32.665566240836, -115.550772584910","Central America to US","","Northern America","5"
"43899","Mediterranean","October 26, 2017","2017","Oct","1","","1","","","1","","Unknown","Body found under truck in ferry in Port of Melilla, Spain","Público","35.291156590870, -2.927625956006","Western Mediterranean","http://bit.ly/2zRCBbm, http://bit.ly/2lpGctQ","Uncategorized","3"
"44237","North Africa","October 26, 2017","2017","Oct","4","","4","","","","","Unknown","Sahara desert, Sudan, near the border with Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.717285160000, 21.851620760000","","","Northern Africa","2"
"43903","Middle East","October 25, 2017","2017","Oct","1","","1","","","1","","Violence","Syrian/Turkish border, Ras al-Ayn, Hasaka governorate, Syria","Syrian Observatory for Human Rights","36.858546875103, 40.080746636523","","http://www.syriahr.com/en/?p=77073","Western Asia","4"
"44235","Sub-Saharan Africa","October 25, 2017","2017","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Beitbridge, South Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)","29.989149250000, -22.225581760000","","","Southern Africa","2"
"44236","Sub-Saharan Africa","October 25, 2017","2017","Oct","3","","3","","1","1","1","Vehicle Accident","Mopti, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-4.197462700000, 14.487428400000","","","Western Africa","2"
"43919","US-Mexico Border","October 24, 2017","2017","Oct","1","","1","","","","","Unknown (skeletal remains)","Ranch near Sarita, Kenedy County, Texas, USA","KZTV Action 10 News","27.218799736744, -97.794112418555","Central America to US","http://bit.ly/2z9uA3X","Northern America","1"
"44231","North Africa","October 24, 2017","2017","Oct","1","","1","","","1","","Dehydration","Egypt-Libya border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.981536870000, 30.664494070000","","","Northern Africa","2"
"44232","Sub-Saharan Africa","October 24, 2017","2017","Oct","4","","4","","","4","","Dehydration, Harsh weather/lack of adequate shelter","Madamma, Niger, near the border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.626142400000, 21.935449900000","","","Western Africa","2"
"44233","Sub-Saharan Africa","October 24, 2017","2017","Oct","4","","4","","","","","Dehydration, Harsh weather/lack of adequate shelter, Suffocation","Outside Dirkou, Niger, near the border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.081790300000, 19.004818100000","","","Western Africa","2"
"44234","North Africa","October 24, 2017","2017","Oct","3","","3","","","3","","Starvation, Dehydration","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.839355470000, 18.365278460000","","","Northern Africa","2"
"43907","US-Mexico Border","October 23, 2017","2017","Oct","8","","8","","","","","Unknown","Starr County, Texas, USA","Webb County Office of the Medical Examiner","26.621516700000, -98.748116700000","Central America to US","","Northern America","5"
"44223","Sub-Saharan Africa","October 23, 2017","2017","Oct","3","","3","","1","2","2","Vehicle Accident","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-8.002889200000, 12.639231600000","","","Western Africa","2"
"44224","North Africa","October 23, 2017","2017","Oct","10","","10","","","","","Starvation, Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44225","North Africa","October 23, 2017","2017","Oct","8","","8","","","","","Starvation, Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44226","Sub-Saharan Africa","October 23, 2017","2017","Oct","2","","2","","1","1","","Vehicle Accident","Outside Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.085411953000, 17.022760830000","","","Western Africa","2"
"44227","North Africa","October 23, 2017","2017","Oct","4","","4","","","","","Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.773925780000, 29.621519570000","","","Northern Africa","2"
"44228","North Africa","October 23, 2017","2017","Oct","2","","2","","","2","","Starvation","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.106445310000, 29.051517840000","","","Northern Africa","2"
"44229","North Africa","October 23, 2017","2017","Oct","7","","7","","","","","Starvation, Dehydration","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.534667970000, 24.297353380000","","","Northern Africa","2"
"44230","North Africa","October 23, 2017","2017","Oct","3","","3","","","","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.609863280000, 29.200423170000","","","Northern Africa","2"
"43893","Mediterranean","October 22, 2017","2017","Oct","8","","8","","","","","Presumed drowning","Bodies retrieved in Al Khums, Libya","IOM Libya","32.679837405805, 14.299608421484","Central Mediterranean","","Uncategorized","4"
"43894","Mediterranean","October 22, 2017","2017","Oct","1","","1","17","","1","","Drowning","Off the coast of Melilla, Spain, near Beni Ensar","El Mundo, Cuatro","35.282888789154, -2.913308348535","Central Mediterranean","http://bit.ly/2yGH6GS, http://bit.ly/2xgGUeF","Uncategorized","3"
"43901","Caribbean","October 22, 2017","2017","Oct","1","","1","","","1","","Unknown","Beach near Barrio Ensenada, Rincón, Puerto Rico","Telemundo PR","18.340314341796, -67.258700630225","","http://bit.ly/2yJ7tdK, http://bit.ly/2z3RWIE","Caribbean","3"
"43902","Central America","October 22, 2017","2017","Oct","1","","1","","","1","","Hit by train","Unspecified location in Mexico","ONCE Noticias","26.185058635351, -102.684619937500","Central America to US","http://bit.ly/2z4kj9t","Central America","1"
"44217","North Africa","October 22, 2017","2017","Oct","2","","2","","","2","","Excessive Physical Abuse","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa","2"
"44218","North Africa","October 22, 2017","2017","Oct","2","","2","","1","1","","Starvation","Al Sharif, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.685997000000, 32.737298700000","","","Northern Africa","2"
"44219","Sub-Saharan Africa","October 22, 2017","2017","Oct","3","","3","","","3","","Dehydration","Gao, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-0.027986700000, 16.263980700000","","","Western Africa","2"
"44220","Sub-Saharan Africa","October 22, 2017","2017","Oct","2","","2","","","2","","Dehydration","Gao, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-0.027986700000, 16.263980700000","","","Western Africa","2"
"44221","Sub-Saharan Africa","October 22, 2017","2017","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Kano, Nigeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.591956100000, 12.002179400000","","","Western Africa","2"
"44222","North Africa","October 22, 2017","2017","Oct","6","","6","","","6","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.853759770000, 28.464013180000","","","Northern Africa","2"
"44603","Mediterranean","October 22, 2017","2017","Oct","1","","1","17","","1","","Drowning","Off the coast of Melilla, Spain, near Beni Ensar","El Mundo, Cuatro","35.286041628488, -2.901978697656","Western Mediterranean","http://bit.ly/2yGH6GS,, http://bit.ly/2xgGUeF","Uncategorized","1"
"43909","North Africa","October 21, 2017","2017","Oct","6","","6","13","","","","Vehicle Accident","Motorway between Asilah and Tanger, near Akouas Briech, Morocco","Le360","35.514650438339, -5.988293378516","","http://bit.ly/2xzHO5U, http://bit.ly/2yWcFO2","Northern Africa","3"
"44211","Sub-Saharan Africa","October 21, 2017","2017","Oct","3","","3","","","3","","Shot, Stabbed","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa","2"
"44212","Sub-Saharan Africa","October 21, 2017","2017","Oct","2","","2","","2","","","Starvation","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Northern Africa","2"
"44213","Horn of Africa","October 21, 2017","2017","Oct","1","","1","","","1","","Dehydration","Eritrea, near the border with Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","36.506691600000, 15.139950330000","","","Eastern Africa","2"
"44214","North Africa","October 21, 2017","2017","Oct","1","","1","","","1","","Excessive Physical Abuse","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.856858600000, 23.311238900000","","","Northern Africa","2"
"44215","Sub-Saharan Africa","October 21, 2017","2017","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Ougadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-1.519660300000, 12.371427700000","","","Western Africa","2"
"44216","North Africa","October 21, 2017","2017","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Sahara desert, near Egypt-Libya border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.916992190000, 29.430328420000","","","Northern Africa","2"
"43896","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Drowning","Río Bravo, near Kickapoo Casino, Eagle Pass, Maverick County, Texas","Zócalo","28.608024008241, -100.444028174620","Central America to US","http://bit.ly/2xYUPdm","Northern America","1"
"43955","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.836883100000, -111.322463400000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"43957","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.967683100000, -113.013308300000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"44207","North Africa","October 20, 2017","2017","Oct","1","","1","","","1","","Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa","2"
"44208","North Africa","October 20, 2017","2017","Oct","3","","3","","","3","","Starvation, Dehydration","Egypt-Libya border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.981536870000, 30.664494070000","","","Northern Africa","2"
"44209","North Africa","October 20, 2017","2017","Oct","2","","2","","","2","","Harsh weather/lack of adequate shelter","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.856858600000, 23.311238900000","","","Northern Africa","2"
"44210","Sub-Saharan Africa","October 20, 2017","2017","Oct","5","","5","","","","","Vehicle Accident","Unspecified location in the Sahara desert, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.875976560000, 21.678486370000","","","Western Africa","2"
"43891","Mediterranean","October 19, 2017","2017","Oct","1","","1","","","1","","Presumed drowning","Body retrieved in Al Maya, west of Tripoli, Libya","IOM Libya","32.826545914138, 12.898626708984","Central Mediterranean","","Uncategorized","4"
"43959","US-Mexico Border","October 19, 2017","2017","Oct","1","","1","","","1","","Hyperthermia","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.482611200000, -111.445179800000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"44204","Sub-Saharan Africa","October 19, 2017","2017","Oct","2","","2","","1","1","2","Vehicle Accident, Harsh weather/lack of adequate shelter","Malanville, Benin, near border with Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","3.384247300000, 11.863333200000","","","Western Africa","2"
"44205","North Africa","October 19, 2017","2017","Oct","1","","1","","1","","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.238281250000, 24.557428430000","","","Northern Africa","2"
"44206","North Africa","October 19, 2017","2017","Oct","3","","3","","","3","","Unknown","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.487792970000, 17.529148060000","","","Northern Africa","2"
"43871","Central America","October 18, 2017","2017","Oct","1","","1","","","1","","Fall from train","Train tracks between Calle Cristobal Colón and 20 de Noviembre, Coatzacoalcos, Veracruz, Mexico","Presencia","18.126359983090, -94.470228552818","Central America to US","http://bit.ly/2kZzvyB","Central America","1"
"44202","Sub-Saharan Africa","October 18, 2017","2017","Oct","6","","6","","","","","Vehicle Accident","Dao, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.533333000000, 20.566667000000","","","Western Africa","2"
"44203","North Africa","October 18, 2017","2017","Oct","3","","3","","","","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.312500000000, 28.623404920000","","","Northern Africa","2"
"44201","North Africa","October 17, 2017","2017","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Sahara desert, Sudan, near the border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.114746090000, 20.828330650000","","","Northern Africa","2"
"49509","South Asia","October 17, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Nimruz province, Afghanistan","Mixed Migration Monitoring Mechanism Initiative (4mi)","30.438965000000, 61.805300000000","","http://www.mixedmigration.org/4mi/","South Asia","2"
"49510","South Asia","October 17, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Nimruz province, Afghanistan","Mixed Migration Monitoring Mechanism Initiative (4mi)","30.165527000000, 61.831769000000","","http://www.mixedmigration.org/4mi/","South Asia","2"
"43866","Southeast Asia","October 16, 2017","2017","Oct","11","30","41","24","5","1","6","Drowning","Naf River, near Shah Porir Dwip, Bangladesh","IOM Bangladesh","20.762367521413, 92.350844010742","","http://bit.ly/2kS9ocH, http://bit.ly/2ztSLr8, https://twitter.com/IOMBangladesh/status/919911895926063105","South-eastern Asia","4"
"43870","Mediterranean","October 16, 2017","2017","Oct","1","","1","","","","","Presumed drowning","Off the coast of Tunisia","IOM Tunisia","34.594243427134, 10.653553136719","Central Mediterranean","","Uncategorized","4"
"43982","Europe","October 16, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","N-II motorway, near La Jonquera, Girona, Spain, at the border with France","Diari de Girona","42.418132400000, 2.873921900000","","http://bit.ly/2zSM4lu, http://bit.ly/2iy4yh5","Southern Europe","3"
"44199","North Africa","October 16, 2017","2017","Oct","6","","6","","","","","Starvation, Dehydration","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.429023600000, 27.036540600000","","","Northern Africa","2"
"44200","North Africa","October 16, 2017","2017","Oct","2","","2","","2","","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.919921880000, 24.537441720000","","","Northern Africa","2"
"43864","Mediterranean","October 15, 2017","2017","Oct","1","","1","23","","","","Presumed drowning","Off the coast of Sidi Hmed beach, Sfax, Tunisia","IOM Tunisia","34.277715802156, 12.123413085938","Central Mediterranean","","Uncategorized","4"
"43865","Caribbean","October 15, 2017","2017","Oct","","37","37","13","","","","Presumed drowning","Near La Tortue Island, Haiti","IOM Haiti, Haitian Directorate for Civil Protection, Ministry of Interior","20.183817495247, -72.641399188282","","http://bit.ly/2kXAX4n, http://bit.ly/2zvI87f, http://bit.ly/2yknQ2D, http://bit.ly/2xIpdE1","Caribbean","4"
"43869","Middle East","October 15, 2017","2017","Oct","2","","2","","","2","","Shot","Syrian/Turkish border, Al-Dorriyeh, near Darkoush, Jisr al-Shughur district, Idlib province","Syrian Observatory for Human Rights","36.003232158569, 36.369436184473","","http://www.syriahr.com/en/?p=76290","Western Asia","4"
"44196","Sub-Saharan Africa","October 15, 2017","2017","Oct","2","","2","","","2","1","Starvation, Dehydration","Gao, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-0.027986700000, 16.263980700000","","","Western Africa","2"
"44197","Sub-Saharan Africa","October 15, 2017","2017","Oct","7","","7","","","","","Dehydration, Harsh weather/lack of adequate shelter","Outside Séguédine, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.611181640000, 20.319033320000","","","Western Africa","2"
"44198","Sub-Saharan Africa","October 15, 2017","2017","Oct","15","","15","","","","","Vehicle Accident","Séguédine, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.583000000000, 20.113100000000","","","Western Africa","2"
"44193","Sub-Saharan Africa","October 14, 2017","2017","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa","2"
"44194","Sub-Saharan Africa","October 14, 2017","2017","Oct","1","","1","","","1","","Harsh weather/lack of adequate shelter","Diffa, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.615880300000, 13.313247200000","","","Western Africa","2"
"44195","North Africa","October 14, 2017","2017","Oct","3","","3","","","3","","Starvation, Dehydration","Egypt-Libya border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.981536870000, 30.664494070000","","","Northern Africa","2"
"43898","Mediterranean","October 13, 2017","2017","Oct","28","","28","","","","","Presumed drowning","Bodies retrieved in Al Khums, Libya","IOM Libya","32.657872602092, 14.283128929297","Central Mediterranean","","Uncategorized","4"
"44191","Sub-Saharan Africa","October 13, 2017","2017","Oct","1","","1","","1","","","Vehicle Accident","Unspecified location in the Sahara desert, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.260742190000, 22.452283420000","","","Western Africa","2"
"44192","Sub-Saharan Africa","October 13, 2017","2017","Oct","1","","1","","1","","","Vehicle Accident","Séguédine, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.583000000000, 20.113100000000","","","Western Africa","2"
"44532","South Asia","October 13, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"44524","South Asia","October 12, 2017","2017","Oct","1","","1","","","1","1","Vehicle Accident","Sarwan, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.352603300000, 62.344781500000","","","Southern Asia","4"
"44526","South Asia","October 12, 2017","2017","Oct","1","","1","","","1","","Shot","Kerman province, Iran","IOM Afghanistan","29.485008900000, 57.643904800000","","","Southern Asia","4"
"44595","Mediterranean","October 11, 2017","2017","Oct","4","","4","","","","","Presumed drowning","Bodies recovered off the coast of Sfax, Tunisia","IOM Tunisia","34.830052608625, 10.869882881250","Central Mediterranean","","Uncategorized","4"
"43862","US-Mexico Border","October 11, 2017","2017","Oct","1","","1","","","1","","Drowning","Rio Bravo, El Patinadero, Parque Viveros, Nuevo Laredo, Tamaulipas, Mexico","Periódico Correo","27.477238680755, -99.480783750757","Central America to US","http://bit.ly/2hCyd7D","Central America","1"
"43863","Sub-Saharan Africa","October 10, 2017","2017","Oct","1","","1","","","1","","Killed by hippoptamus","Border of Zimbabwe and South Africa, near Beitbridge, Zimbabwe","The Chronicle","-22.225918768020, 29.993859147021","","http://bit.ly/2z4R8PD","Southern Africa","1"
"44190","Sub-Saharan Africa","October 10, 2017","2017","Oct","1","","1","","","1","1","Dehydration","Unspecified location in Chad","Mixed Migration Monitoring Mechanism Initiative (4Mi)","18.732207000000, 15.454166000000","","","Central Africa","2"
"43895","Sub-Saharan Africa","October 09, 2017","2017","Oct","11","","11","7","","","","Vehicle Accident","Tsangano, Tete province, Mozambique, at the border with Malawi","Agence de Presse Africaine (APA)","-15.366579791470, 34.449139427344","","http://bit.ly/2itCC0L","Eastern Africa","1"
"43855","Southeast Asia","October 08, 2017","2017","Oct","15","16","31","19","7","8","11","Drowning","Naf River, near Golar Para Char, Bangladesh","IOM Bangladesh","20.774733035647, 92.345774132324","","http://bit.ly/2y9SRW3","South-eastern Asia","4"
"43856","Central America","October 08, 2017","2017","Oct","1","","1","","","1","","Train Accident","Train tracks, Bulevar Vito Alessio Robles, Saltillo, Coahuila, Mexico","Zócalo","25.454966059163, -100.999726805530","Central America to US","http://bit.ly/2g45ufg","Central America","1"
