person,month,violence_tweets,assault_tweets,comandos_tweets,rebelion_tweets,total_tweets
@ppopular,2018-07-19,0,0,0,1,89
@psoe,2018-07-19,1,0,0,0,130
@socialistes_cat,2018-07-19,0,0,0,0,55
@societatcc,2018-07-19,0,0,0,2,118
@vox_es,2018-07-19,0,0,0,0,18
@ciudadanoscs,2018-07-26,2,1,0,0,189
@ciutadanscs,2018-07-26,1,0,0,0,43
@ppcatalunya,2018-07-26,0,0,0,0,27
@ppopular,2018-07-26,1,1,0,0,143
@psoe,2018-07-26,1,0,0,0,100
@socialistes_cat,2018-07-26,0,0,0,0,51
@societatcc,2018-07-26,0,0,0,0,104
@vox_es,2018-07-26,2,5,0,0,26
@ciudadanoscs,2018-08-02,2,0,0,0,162
@ciutadanscs,2018-08-02,0,0,0,0,67
@ppcatalunya,2018-08-02,0,0,0,0,1
@ppopular,2018-08-02,0,0,0,0,139
@psoe,2018-08-02,0,0,0,0,104
@socialistes_cat,2018-08-02,0,0,0,0,57
@societatcc,2018-08-02,1,0,0,1,106
@vox_es,2018-08-02,1,1,0,0,24
@ciudadanoscs,2018-08-09,1,0,0,0,139
@ciutadanscs,2018-08-09,0,0,0,0,32
@ppopular,2018-08-09,0,0,0,0,78
@psoe,2018-08-09,0,0,0,0,125
@socialistes_cat,2018-08-09,0,0,0,0,26
@societatcc,2018-08-09,1,0,0,0,94
@vox_es,2018-08-09,0,0,0,0,11
@ciudadanoscs,2018-08-16,0,0,0,0,101
@ciutadanscs,2018-08-16,0,0,0,0,41
@ppcatalunya,2018-08-16,0,0,0,0,8
@ppopular,2018-08-16,1,0,0,0,69
@psoe,2018-08-16,0,0,0,0,74
@socialistes_cat,2018-08-16,0,0,0,0,18
@societatcc,2018-08-16,0,0,0,0,67
@vox_es,2018-08-16,0,0,0,0,9
@ciudadanoscs,2018-08-23,0,0,0,0,120
@ciutadanscs,2018-08-23,0,0,0,0,37
@ppcatalunya,2018-08-23,0,0,0,0,22
@ppopular,2018-08-23,3,0,0,0,144
@psoe,2018-08-23,1,0,0,0,89
@socialistes_cat,2018-08-23,0,0,0,0,21
@societatcc,2018-08-23,0,0,0,0,65
@vox_es,2018-08-23,1,4,0,0,37
@ciudadanoscs,2018-08-30,6,0,2,1,154
@ciutadanscs,2018-08-30,3,0,0,0,57
@ppcatalunya,2018-08-30,0,0,0,0,19
@ppopular,2018-08-30,2,0,0,0,125
@psoe,2018-08-30,0,0,0,0,62
@socialistes_cat,2018-08-30,0,0,0,0,43
@societatcc,2018-08-30,3,0,0,0,85
@vox_es,2018-08-30,0,0,0,0,7
@ciudadanoscs,2018-09-06,0,1,0,2,308
@ciutadanscs,2018-09-06,0,0,1,0,114
@ppcatalunya,2018-09-06,0,0,0,0,43
@ppopular,2018-09-06,0,0,0,0,110
@psoe,2018-09-06,1,0,0,0,126
@socialistes_cat,2018-09-06,0,0,0,0,105
@societatcc,2018-09-06,0,0,0,2,101
@vox_es,2018-09-06,0,0,0,0,29
@ciudadanoscs,2018-09-13,1,0,0,0,181
@ciutadanscs,2018-09-13,0,0,0,0,94
@ppcatalunya,2018-09-13,0,0,0,0,17
@ppopular,2018-09-13,0,0,0,0,123
@psoe,2018-09-13,0,0,0,0,139
@socialistes_cat,2018-09-13,0,0,0,0,55
@societatcc,2018-09-13,0,0,0,1,71
@vox_es,2018-09-13,0,0,0,0,30
@ciudadanoscs,2018-09-20,0,0,3,0,243
@ciutadanscs,2018-09-20,0,0,1,0,65
@ppcatalunya,2018-09-20,0,0,0,0,6
@ppopular,2018-09-20,0,0,0,0,123
@psoe,2018-09-20,0,0,0,0,123
@socialistes_cat,2018-09-20,0,0,0,0,83
@societatcc,2018-09-20,0,0,0,1,65
@vox_es,2018-09-20,0,0,0,0,31
@ciudadanoscs,2018-09-27,0,0,0,1,190
@ciutadanscs,2018-09-27,0,0,0,0,63
@ppcatalunya,2018-09-27,0,0,0,0,7
@ppopular,2018-09-27,1,0,0,1,109
@psoe,2018-09-27,0,0,0,0,103
@socialistes_cat,2018-09-27,0,0,0,0,55
@societatcc,2018-09-27,3,0,0,1,102
@vox_es,2018-09-27,0,0,0,1,24
@ciudadanoscs,2018-10-04,9,7,15,0,130
@ciutadanscs,2018-10-04,3,7,11,0,83
@ppcatalunya,2018-10-04,0,0,0,0,36
@ppopular,2018-10-04,8,0,0,0,151
@psoe,2018-10-04,0,0,0,0,129
@socialistes_cat,2018-10-04,1,0,0,0,105
@societatcc,2018-10-04,4,1,0,3,175
@vox_es,2018-10-04,0,1,0,0,46
@ciudadanoscs,2018-10-11,0,1,3,0,172
@ciutadanscs,2018-10-11,5,1,5,0,107
@ppcatalunya,2018-10-11,0,0,0,0,28
@ppopular,2018-10-11,0,1,0,0,128
@psoe,2018-10-11,0,0,0,1,116
@socialistes_cat,2018-10-11,0,0,0,0,87
@societatcc,2018-10-11,0,0,0,1,153
@vox_es,2018-10-11,0,0,0,1,40
@ciudadanoscs,2018-10-18,2,0,1,0,206
@ciutadanscs,2018-10-18,3,1,1,0,56
@ppcatalunya,2018-10-18,0,0,0,0,9
@ppopular,2018-10-18,0,0,0,0,107
@psoe,2018-10-18,0,0,0,0,178
@socialistes_cat,2018-10-18,0,0,0,0,87
@societatcc,2018-10-18,0,1,0,1,126
@vox_es,2018-10-18,0,0,0,0,17
@ciudadanoscs,2018-10-25,1,1,1,0,209
@ciutadanscs,2018-10-25,1,0,0,1,72
@ppcatalunya,2018-10-25,0,0,0,0,1
@ppopular,2018-10-25,1,0,0,0,127
@psoe,2018-10-25,0,0,0,0,170
@socialistes_cat,2018-10-25,0,0,0,0,90
@societatcc,2018-10-25,2,0,0,0,105
@vox_es,2018-10-25,2,0,0,0,22
@ciudadanoscs,2018-11-01,0,0,0,4,188
@ciutadanscs,2018-11-01,0,0,0,1,65
@ppcatalunya,2018-11-01,0,0,0,0,11
@ppopular,2018-11-01,0,0,0,4,122
@psoe,2018-11-01,1,0,0,0,92
@socialistes_cat,2018-11-01,0,0,0,0,81
@societatcc,2018-11-01,0,0,0,7,113
@vox_es,2018-11-01,1,0,0,1,31
@ciudadanoscs,2018-11-08,3,0,0,0,139
@ciutadanscs,2018-11-08,1,0,0,1,96
@ppcatalunya,2018-11-08,0,0,0,0,32
@ppopular,2018-11-08,1,0,0,0,88
@psoe,2018-11-08,0,0,0,0,123
@socialistes_cat,2018-11-08,0,0,0,0,81
@societatcc,2018-11-08,1,1,0,0,104
@vox_es,2018-11-08,0,0,0,0,36
@ciudadanoscs,2018-11-15,0,0,1,0,238
@ciutadanscs,2018-11-15,0,0,2,0,69
@ppcatalunya,2018-11-15,0,0,0,0,7
@ppopular,2018-11-15,2,0,0,1,144
@psoe,2018-11-15,1,0,0,0,175
@socialistes_cat,2018-11-15,1,0,0,0,89
@societatcc,2018-11-15,4,0,0,0,99
@vox_es,2018-11-15,0,0,0,0,60
@ciudadanoscs,2018-11-22,0,1,0,2,207
@ciutadanscs,2018-11-22,0,0,0,0,70
@ppcatalunya,2018-11-22,0,0,0,0,9
@ppopular,2018-11-22,1,0,0,1,91
@psoe,2018-11-22,1,0,0,0,155
@socialistes_cat,2018-11-22,0,0,0,0,80
@societatcc,2018-11-22,3,0,0,2,137
@vox_es,2018-11-22,0,0,0,0,49
@ciudadanoscs,2018-11-29,0,0,0,0,206
@ciutadanscs,2018-11-29,0,0,1,0,70
@ppcatalunya,2018-11-29,0,0,0,0,5
@ppopular,2018-11-29,0,0,0,0,154
@psoe,2018-11-29,0,0,0,0,156
@socialistes_cat,2018-11-29,1,0,0,0,66
@societatcc,2018-11-29,1,1,0,0,116
@vox_es,2018-11-29,0,0,0,0,65
@ciudadanoscs,2018-12-06,1,0,0,0,82
@ciutadanscs,2018-12-06,1,0,0,0,21
@ppcatalunya,2018-12-06,0,0,0,0,2
@ppopular,2018-12-06,0,0,0,1,54
@psoe,2018-12-06,0,0,0,0,38
@socialistes_cat,2018-12-06,0,0,0,0,25
@societatcc,2018-12-06,2,0,0,0,67
@vox_es,2018-12-06,1,0,0,0,26
@sanchezcastejon,2009-08-27,0,0,0,0,6
@sanchezcastejon,2009-09-03,0,0,0,0,14
@sanchezcastejon,2009-09-10,0,0,0,0,15
@sanchezcastejon,2009-09-17,0,0,0,0,11
@miqueliceta,2009-09-24,0,0,0,0,2
@sanchezcastejon,2009-09-24,0,0,0,0,1
@miqueliceta,2009-10-01,0,0,0,0,5
@sanchezcastejon,2009-10-01,0,0,0,0,6
@miqueliceta,2009-10-08,0,0,0,0,1
@sanchezcastejon,2009-10-08,0,0,0,0,1
@miqueliceta,2009-10-15,0,0,0,0,2
@miqueliceta,2009-10-22,0,0,0,0,1
@sanchezcastejon,2009-10-22,0,0,0,0,3
@miqueliceta,2009-11-05,0,0,0,0,2
@miqueliceta,2009-11-19,0,0,0,0,1
@miqueliceta,2009-11-26,0,0,0,0,2
@miqueliceta,2009-12-10,0,0,0,0,2
@miqueliceta,2010-01-14,0,0,0,0,2
@albert_rivera,2010-02-04,0,0,0,0,3
@sanchezcastejon,2010-02-04,0,0,0,0,2
@albert_rivera,2010-02-11,0,0,0,0,9
@miqueliceta,2010-02-11,0,0,0,0,2
@albert_rivera,2010-02-18,0,0,0,0,5
@albert_rivera,2010-02-25,0,0,0,0,6
@miqueliceta,2010-02-25,0,0,0,0,2
@albert_rivera,2010-03-04,0,0,0,0,4
@miqueliceta,2010-03-04,0,0,0,0,4
@albert_rivera,2010-03-11,0,0,0,0,3
@miqueliceta,2010-03-11,0,0,0,0,4
@albert_rivera,2010-03-18,0,0,0,0,2
@miqueliceta,2010-03-18,0,0,0,0,4
@albert_rivera,2010-03-25,0,0,0,0,1
@miqueliceta,2010-03-25,0,0,0,0,13
@albert_rivera,2010-04-01,0,0,0,0,2
@miqueliceta,2010-04-01,0,0,0,0,4
@albert_rivera,2010-04-08,0,0,0,0,2
@miqueliceta,2010-04-08,0,0,0,0,6
@albert_rivera,2010-04-15,0,0,0,0,4
@miqueliceta,2010-04-15,0,0,0,0,5
@albert_rivera,2010-04-22,0,0,0,0,1
@miqueliceta,2010-04-22,0,0,0,0,4
@albert_rivera,2010-04-29,0,0,0,0,1
@miqueliceta,2010-04-29,0,0,0,0,6
@miqueliceta,2010-05-06,0,0,0,0,4
@albert_rivera,2010-05-13,0,0,0,0,2
@miqueliceta,2010-05-13,0,0,0,0,3
@miqueliceta,2010-05-20,0,0,0,0,33
@albert_rivera,2010-05-27,0,0,0,0,1
@miqueliceta,2010-05-27,0,0,0,0,6
@albert_rivera,2010-06-03,0,0,0,0,8
@miqueliceta,2010-06-03,0,0,0,0,4
@albert_rivera,2010-06-10,0,0,0,0,37
@miqueliceta,2010-06-10,0,0,0,0,37
@albert_rivera,2010-06-17,0,0,0,0,23
@miqueliceta,2010-06-17,0,0,0,0,4
@albert_rivera,2010-06-24,0,0,0,0,11
@miqueliceta,2010-06-24,0,0,0,0,2
@albert_rivera,2010-07-01,0,0,0,1,44
@miqueliceta,2010-07-01,0,0,0,0,5
@albert_rivera,2010-07-08,0,0,0,0,58
@miqueliceta,2010-07-08,0,0,0,0,9
@albert_rivera,2010-07-15,0,0,0,0,42
@miqueliceta,2010-07-15,0,0,0,0,10
@albert_rivera,2010-07-22,0,0,0,0,22
@miqueliceta,2010-07-22,0,0,0,0,2
@albert_rivera,2010-07-29,0,0,0,0,13
@miqueliceta,2010-07-29,0,0,0,0,2
@albert_rivera,2010-08-05,0,0,0,0,8
@miqueliceta,2010-08-05,0,0,0,0,2
@albert_rivera,2010-08-12,0,0,0,0,4
@miqueliceta,2010-08-12,0,0,0,0,12
@albert_rivera,2010-08-19,0,0,0,0,2
@miqueliceta,2010-08-19,0,0,0,0,32
@albert_rivera,2010-08-26,0,0,0,0,28
@miqueliceta,2010-08-26,0,0,0,0,8
@albert_rivera,2010-09-02,0,0,0,0,1
@miqueliceta,2010-09-02,0,0,0,0,8
@albert_rivera,2010-09-09,0,0,0,0,72
@miqueliceta,2010-09-09,0,0,0,0,4
@albert_rivera,2010-09-16,0,0,0,0,33
@miqueliceta,2010-09-16,0,0,0,0,4
@albert_rivera,2010-09-23,0,0,0,0,3
@miqueliceta,2010-09-23,0,0,0,0,12
@albert_rivera,2010-09-30,0,0,0,0,14
@miqueliceta,2010-09-30,0,0,0,0,5
@albert_rivera,2010-10-07,0,0,0,0,8
@miqueliceta,2010-10-07,0,0,0,0,3
@albert_rivera,2010-10-14,0,0,0,1,23
@miqueliceta,2010-10-14,0,0,0,0,6
@albert_rivera,2010-10-21,0,0,0,4,27
@miqueliceta,2010-10-21,0,0,0,0,11
@albert_rivera,2010-10-28,0,0,0,2,15
@miqueliceta,2010-10-28,0,0,0,0,7
@albert_rivera,2010-11-04,0,0,0,1,16
@miqueliceta,2010-11-04,0,0,0,0,9
@albert_rivera,2010-11-11,0,0,0,0,16
@miqueliceta,2010-11-11,0,0,0,0,10
@sanchezcastejon,2010-11-11,1,0,0,0,72
@albert_rivera,2010-11-18,0,0,0,0,36
@miqueliceta,2010-11-18,0,0,0,0,11
@sanchezcastejon,2010-11-18,0,0,0,0,55
@albert_rivera,2010-11-25,0,0,0,4,18
@miqueliceta,2010-11-25,0,0,0,0,9
@sanchezcastejon,2010-11-25,0,0,0,0,22
@albert_rivera,2010-12-02,0,0,0,1,10
@miqueliceta,2010-12-02,0,0,0,0,7
@sanchezcastejon,2010-12-02,0,0,0,0,56
@miqueliceta,2010-12-09,0,0,0,0,5
@sanchezcastejon,2010-12-09,0,0,0,0,18
@albert_rivera,2010-12-16,0,0,0,0,5
@miqueliceta,2010-12-16,0,0,0,0,5
@sanchezcastejon,2010-12-16,0,0,0,0,43
@albert_rivera,2010-12-23,0,0,0,0,58
@miqueliceta,2010-12-23,0,0,0,0,4
@sanchezcastejon,2010-12-23,0,0,0,0,14
@albert_rivera,2010-12-30,0,0,0,0,25
@miqueliceta,2010-12-30,0,0,0,0,4
@sanchezcastejon,2010-12-30,0,0,0,0,31
@albert_rivera,2011-01-06,0,0,0,0,6
@miqueliceta,2011-01-06,0,0,0,0,2
@sanchezcastejon,2011-01-06,0,0,0,0,4
@albert_rivera,2011-01-13,0,1,0,0,4
@miqueliceta,2011-01-13,0,0,0,0,17
@sanchezcastejon,2011-01-13,0,0,0,0,28
@albert_rivera,2011-01-20,0,0,0,0,25
@alevysoler,2011-01-20,0,0,0,0,1
@miqueliceta,2011-01-20,0,0,0,0,10
@sanchezcastejon,2011-01-20,0,0,0,0,28
@albert_rivera,2011-01-27,0,0,0,0,55
@albiol_xg,2011-01-27,0,0,0,0,9
@miqueliceta,2011-01-27,0,0,0,0,9
@sanchezcastejon,2011-01-27,0,0,0,0,50
@albert_rivera,2011-02-03,0,0,0,0,49
@albiol_xg,2011-02-03,0,0,0,0,10
@alevysoler,2011-02-03,0,0,0,0,1
@miqueliceta,2011-02-03,0,0,0,0,8
@sanchezcastejon,2011-02-03,0,0,0,0,59
@albert_rivera,2011-02-10,0,0,0,0,136
@albiol_xg,2011-02-10,0,0,0,0,5
@alevysoler,2011-02-10,0,0,0,0,25
@miqueliceta,2011-02-10,0,0,0,0,5
@sanchezcastejon,2011-02-10,0,0,0,0,21
@albert_rivera,2011-02-17,1,0,0,0,191
@albiol_xg,2011-02-17,0,0,0,0,9
@alevysoler,2011-02-17,0,0,0,0,5
@miqueliceta,2011-02-17,0,0,0,0,5
@sanchezcastejon,2011-02-17,0,0,0,0,59
@albert_rivera,2011-02-24,0,0,0,0,126
@albiol_xg,2011-02-24,0,0,0,0,9
@alevysoler,2011-02-24,0,0,0,0,1
@miqueliceta,2011-02-24,0,0,0,0,16
@sanchezcastejon,2011-02-24,0,0,0,0,38
@albert_rivera,2011-03-03,0,0,0,0,125
@albiol_xg,2011-03-03,0,0,0,0,4
@miqueliceta,2011-03-03,0,0,0,0,5
@sanchezcastejon,2011-03-03,0,0,0,0,24
@santi_abascal,2011-03-03,0,0,0,0,5
@albert_rivera,2011-03-10,0,0,0,0,154
@albiol_xg,2011-03-10,0,0,0,0,3
@alevysoler,2011-03-10,0,0,0,0,16
@miqueliceta,2011-03-10,0,0,0,0,4
@sanchezcastejon,2011-03-10,0,0,0,0,28
@albert_rivera,2011-03-17,0,0,0,0,124
@albiol_xg,2011-03-17,0,0,0,0,2
@alevysoler,2011-03-17,0,0,0,0,2
@carrizosacarlos,2011-03-17,0,0,0,0,3
@miqueliceta,2011-03-17,0,0,0,0,25
@sanchezcastejon,2011-03-17,0,0,0,0,50
@albert_rivera,2011-03-24,0,0,0,0,197
@albiol_xg,2011-03-24,0,0,0,0,3
@alevysoler,2011-03-24,0,0,0,0,11
@carrizosacarlos,2011-03-24,0,0,0,0,8
@miqueliceta,2011-03-24,0,0,0,0,4
@sanchezcastejon,2011-03-24,0,0,0,0,37
@albert_rivera,2011-03-31,0,0,0,0,235
@albiol_xg,2011-03-31,0,0,0,0,7
@alevysoler,2011-03-31,0,0,0,0,6
@carrizosacarlos,2011-03-31,0,0,0,0,9
@miqueliceta,2011-03-31,0,0,0,0,22
@sanchezcastejon,2011-03-31,0,0,0,0,26
@albert_rivera,2011-04-07,0,0,0,1,380
@albiol_xg,2011-04-07,0,0,0,0,4
@alevysoler,2011-04-07,0,0,0,0,2
@miqueliceta,2011-04-07,0,0,0,0,6
@sanchezcastejon,2011-04-07,0,0,0,0,48
@albert_rivera,2011-04-14,5,0,0,0,435
@alevysoler,2011-04-14,0,0,0,0,2
@carrizosacarlos,2011-04-14,0,0,0,0,3
@miqueliceta,2011-04-14,0,0,0,0,8
@sanchezcastejon,2011-04-14,0,0,0,0,94
@albert_rivera,2011-04-21,0,0,0,0,320
@alevysoler,2011-04-21,0,0,0,0,38
@carrizosacarlos,2011-04-21,0,0,0,0,10
@miqueliceta,2011-04-21,0,0,0,0,2
@sanchezcastejon,2011-04-21,0,0,0,0,64
@santi_abascal,2011-04-21,0,0,0,0,1
@albert_rivera,2011-04-28,0,0,0,0,157
@alevysoler,2011-04-28,0,0,0,0,1
@carrizosacarlos,2011-04-28,0,0,0,0,4
@miqueliceta,2011-04-28,0,0,0,0,7
@sanchezcastejon,2011-04-28,0,0,0,0,52
@albert_rivera,2011-05-05,0,0,0,2,324
@miqueliceta,2011-05-05,0,0,0,0,10
@sanchezcastejon,2011-05-05,0,0,0,0,37
@albert_rivera,2011-05-12,2,0,0,0,283
@albiol_xg,2011-05-12,0,0,0,0,1
@carrizosacarlos,2011-05-12,0,0,0,0,14
@miqueliceta,2011-05-12,0,0,0,0,4
@sanchezcastejon,2011-05-12,0,0,0,0,41
@albert_rivera,2011-05-19,1,0,0,3,486
@miqueliceta,2011-05-19,0,0,0,0,6
@sanchezcastejon,2011-05-19,0,0,0,0,56
@albert_rivera,2011-05-26,1,0,0,0,453
@carrizosacarlos,2011-05-26,0,0,0,0,4
@miqueliceta,2011-05-26,0,0,0,0,6
@sanchezcastejon,2011-05-26,1,0,0,0,52
@albert_rivera,2011-06-02,1,0,0,1,275
@miqueliceta,2011-06-02,0,0,0,0,2
@sanchezcastejon,2011-06-02,0,0,0,0,41
@albert_rivera,2011-06-09,1,0,0,0,303
@miqueliceta,2011-06-09,0,0,0,0,1
@sanchezcastejon,2011-06-09,0,0,0,0,13
@santi_abascal,2011-06-09,0,0,0,0,10
@albert_rivera,2011-06-16,22,0,0,0,246
@carrizosacarlos,2011-06-16,0,0,0,0,10
@miqueliceta,2011-06-16,0,0,0,0,9
@sanchezcastejon,2011-06-16,4,0,0,0,67
@santi_abascal,2011-06-16,0,0,0,0,11
@albert_rivera,2011-06-23,2,0,0,0,207
@albiol_xg,2011-06-23,0,0,0,0,2
@carrizosacarlos,2011-06-23,1,0,0,0,6
@miqueliceta,2011-06-23,0,0,0,0,3
@sanchezcastejon,2011-06-23,0,0,0,0,31
@santi_abascal,2011-06-23,0,0,0,0,24
@albert_rivera,2011-06-30,0,0,0,0,282
@albiol_xg,2011-06-30,0,0,0,0,2
@carrizosacarlos,2011-06-30,0,0,0,0,6
@miqueliceta,2011-06-30,0,0,0,0,4
@sanchezcastejon,2011-06-30,0,0,0,0,14
@santi_abascal,2011-06-30,0,0,0,0,66
@albert_rivera,2011-07-07,0,0,0,0,174
@albiol_xg,2011-07-07,0,0,0,0,5
@carrizosacarlos,2011-07-07,0,0,0,0,5
@miqueliceta,2011-07-07,0,0,0,0,15
@sanchezcastejon,2011-07-07,0,0,0,0,80
@santi_abascal,2011-07-07,0,0,0,0,11
@albert_rivera,2011-07-14,1,0,0,0,116
@albiol_xg,2011-07-14,0,0,0,0,8
@miqueliceta,2011-07-14,0,0,0,0,7
@sanchezcastejon,2011-07-14,0,0,0,0,57
@santi_abascal,2011-07-14,0,0,0,0,2
@albert_rivera,2011-07-21,0,0,0,0,253
@albiol_xg,2011-07-21,0,0,0,0,1
@miqueliceta,2011-07-21,0,0,0,0,5
@sanchezcastejon,2011-07-21,0,0,0,0,53
@santi_abascal,2011-07-21,0,0,0,0,6
@albert_rivera,2011-07-28,0,0,0,0,235
@albiol_xg,2011-07-28,0,0,0,0,11
@miqueliceta,2011-07-28,0,0,0,0,4
@sanchezcastejon,2011-07-28,0,0,0,0,76
@santi_abascal,2011-07-28,0,0,0,0,10
@albert_rivera,2011-08-04,0,0,0,0,295
@albiol_xg,2011-08-04,0,0,0,0,5
@miqueliceta,2011-08-04,0,0,0,0,3
@sanchezcastejon,2011-08-04,0,0,0,1,22
@santi_abascal,2011-08-04,0,0,0,0,5
@albert_rivera,2011-08-11,0,0,0,0,46
@albiol_xg,2011-08-11,0,0,0,0,10
@miqueliceta,2011-08-11,0,0,0,0,2
@sanchezcastejon,2011-08-11,0,0,0,0,159
@santi_abascal,2011-08-11,0,0,0,0,33
@albert_rivera,2011-08-18,0,0,0,0,23
@albiol_xg,2011-08-18,0,0,0,0,20
@sanchezcastejon,2011-08-18,0,0,0,0,55
@santi_abascal,2011-08-18,0,0,0,0,3
@albert_rivera,2011-08-25,0,0,0,0,118
@albiol_xg,2011-08-25,0,0,0,0,6
@sanchezcastejon,2011-08-25,0,0,0,0,55
@santi_abascal,2011-08-25,0,0,0,0,51
@albert_rivera,2011-09-01,0,0,0,0,344
@albiol_xg,2011-09-01,0,0,0,0,11
@carrizosacarlos,2011-09-01,0,0,0,0,1
@miqueliceta,2011-09-01,0,0,0,0,5
@sanchezcastejon,2011-09-01,0,0,0,0,50
@santi_abascal,2011-09-01,0,0,0,0,8
@albert_rivera,2011-09-08,0,0,0,0,306
@albiol_xg,2011-09-08,0,0,0,0,26
@miqueliceta,2011-09-08,0,0,0,0,6
@sanchezcastejon,2011-09-08,0,0,0,0,52
@santi_abascal,2011-09-08,0,0,0,0,5
@albert_rivera,2011-09-15,0,0,0,0,265
@albiol_xg,2011-09-15,0,0,0,0,26
@carrizosacarlos,2011-09-15,0,0,0,0,12
@miqueliceta,2011-09-15,0,0,0,0,3
@sanchezcastejon,2011-09-15,0,0,0,0,36
@santi_abascal,2011-09-15,0,0,0,0,16
@albert_rivera,2011-09-22,0,0,0,0,227
@albiol_xg,2011-09-22,0,0,0,0,11
@carrizosacarlos,2011-09-22,0,0,0,0,1
@miqueliceta,2011-09-22,0,0,0,0,6
@sanchezcastejon,2011-09-22,0,0,0,0,23
@santi_abascal,2011-09-22,0,0,0,0,80
@albert_rivera,2011-09-29,0,0,0,0,216
@albiol_xg,2011-09-29,0,0,0,0,27
@carrizosacarlos,2011-09-29,0,0,0,0,1
@miqueliceta,2011-09-29,0,0,0,0,3
@sanchezcastejon,2011-09-29,0,0,0,0,51
@santi_abascal,2011-09-29,0,0,0,0,76
@albert_rivera,2011-10-06,0,0,0,0,188
@albiol_xg,2011-10-06,0,0,0,0,22
@carrizosacarlos,2011-10-06,0,0,0,0,4
@miqueliceta,2011-10-06,0,0,0,0,7
@sanchezcastejon,2011-10-06,0,0,0,0,160
@santi_abascal,2011-10-06,2,0,0,0,51
@albert_rivera,2011-10-13,0,0,0,0,76
@albiol_xg,2011-10-13,0,0,0,0,13
@carrizosacarlos,2011-10-13,0,0,0,0,2
@miqueliceta,2011-10-13,0,0,0,0,3
@sanchezcastejon,2011-10-13,0,0,0,0,64
@santi_abascal,2011-10-13,0,0,0,0,9
@albert_rivera,2011-10-20,1,0,0,3,331
@albiol_xg,2011-10-20,0,0,0,0,15
@carrizosacarlos,2011-10-20,0,0,0,0,3
@miqueliceta,2011-10-20,0,0,0,0,13
@sanchezcastejon,2011-10-20,0,0,0,0,84
@santi_abascal,2011-10-20,0,0,0,0,23
@albert_rivera,2011-10-27,1,0,0,0,193
@albiol_xg,2011-10-27,0,0,0,0,17
@miqueliceta,2011-10-27,0,0,0,0,7
@sanchezcastejon,2011-10-27,0,0,0,0,82
@santi_abascal,2011-10-27,0,0,0,0,21
@albert_rivera,2011-11-03,0,1,0,0,330
@albiol_xg,2011-11-03,0,0,0,0,8
@carrizosacarlos,2011-11-03,0,0,0,0,3
@miqueliceta,2011-11-03,0,0,0,0,18
@sanchezcastejon,2011-11-03,0,0,0,0,140
@santi_abascal,2011-11-03,0,0,0,0,116
@albert_rivera,2011-11-10,0,0,0,0,249
@albiol_xg,2011-11-10,0,0,0,0,32
@carrizosacarlos,2011-11-10,0,0,0,0,2
@miqueliceta,2011-11-10,0,0,0,0,22
@sanchezcastejon,2011-11-10,0,0,0,0,116
@santi_abascal,2011-11-10,0,0,0,0,83
@albert_rivera,2011-11-17,0,0,0,0,281
@albiol_xg,2011-11-17,0,0,0,0,10
@carrizosacarlos,2011-11-17,0,0,0,0,1
@miqueliceta,2011-11-17,0,0,0,0,24
@sanchezcastejon,2011-11-17,0,0,0,0,57
@santi_abascal,2011-11-17,0,0,0,0,40
@albert_rivera,2011-11-24,0,0,0,0,205
@albiol_xg,2011-11-24,0,0,0,0,21
@carrizosacarlos,2011-11-24,0,0,0,0,1
@miqueliceta,2011-11-24,0,0,0,0,4
@sanchezcastejon,2011-11-24,0,0,0,0,62
@santi_abascal,2011-11-24,0,0,0,0,11
@albert_rivera,2011-12-01,0,0,0,0,151
@albiol_xg,2011-12-01,0,0,0,0,8
@carrizosacarlos,2011-12-01,0,0,0,0,1
@miqueliceta,2011-12-01,0,0,0,0,9
@sanchezcastejon,2011-12-01,0,0,0,0,59
@santi_abascal,2011-12-01,0,0,0,0,8
@albert_rivera,2011-12-08,0,0,0,0,281
@albiol_xg,2011-12-08,0,0,0,0,21
@carrizosacarlos,2011-12-08,0,0,0,0,1
@miqueliceta,2011-12-08,0,0,0,0,7
@sanchezcastejon,2011-12-08,0,0,0,0,65
@santi_abascal,2011-12-08,0,0,0,0,7
@albert_rivera,2011-12-15,0,0,0,0,224
@albiol_xg,2011-12-15,0,0,0,0,12
@carrizosacarlos,2011-12-15,0,0,0,0,1
@miqueliceta,2011-12-15,0,0,0,0,38
@sanchezcastejon,2011-12-15,0,0,0,0,71
@santi_abascal,2011-12-15,0,0,0,0,7
@albert_rivera,2011-12-22,0,0,0,0,264
@albiol_xg,2011-12-22,0,0,0,0,10
@alevysoler,2011-12-22,0,0,0,0,1
@carrizosacarlos,2011-12-22,0,0,0,0,1
@miqueliceta,2011-12-22,0,0,0,0,36
@sanchezcastejon,2011-12-22,0,0,0,0,47
@santi_abascal,2011-12-22,0,0,0,0,10
@albert_rivera,2011-12-29,0,0,0,0,142
@albiol_xg,2011-12-29,0,0,0,0,1
@carrizosacarlos,2011-12-29,0,0,0,0,2
@miqueliceta,2011-12-29,0,0,0,0,37
@sanchezcastejon,2011-12-29,0,0,0,0,21
@albert_rivera,2012-01-05,0,0,0,0,68
@albiol_xg,2012-01-05,0,0,0,0,17
@carrizosacarlos,2012-01-05,0,0,0,0,2
@miqueliceta,2012-01-05,0,0,0,0,54
@sanchezcastejon,2012-01-05,0,0,0,0,45
