person,month,violence_tweets,assault_tweets,comandos_tweets,rebelion_tweets,total_tweets
@ciudadanoscs,2012-01-26,0,0,0,0,102
@ppcatalunya,2012-01-26,0,0,0,0,25
@psoe,2012-01-26,0,0,0,0,112
@socialistes_cat,2012-01-26,0,0,0,0,229
@ciudadanoscs,2012-02-02,0,0,0,0,76
@ppcatalunya,2012-02-02,0,0,0,0,22
@psoe,2012-02-02,1,0,0,0,457
@socialistes_cat,2012-02-02,0,0,0,0,177
@ciudadanoscs,2012-02-09,0,0,0,0,112
@ppcatalunya,2012-02-09,0,0,0,0,33
@psoe,2012-02-09,0,0,0,0,101
@socialistes_cat,2012-02-09,0,0,0,0,379
@ciudadanoscs,2012-02-16,0,0,0,0,152
@ppcatalunya,2012-02-16,0,0,0,0,76
@psoe,2012-02-16,0,0,0,0,156
@socialistes_cat,2012-02-16,0,0,0,0,281
@ciudadanoscs,2012-02-23,0,0,0,0,87
@ppcatalunya,2012-02-23,0,0,0,0,42
@psoe,2012-02-23,0,0,0,0,161
@socialistes_cat,2012-02-23,0,0,0,0,288
@ciudadanoscs,2012-03-01,0,0,0,0,87
@ppcatalunya,2012-03-01,0,0,0,0,28
@psoe,2012-03-01,3,0,0,0,159
@socialistes_cat,2012-03-01,0,0,0,0,284
@ciudadanoscs,2012-03-08,0,0,0,0,109
@ppcatalunya,2012-03-08,0,0,0,0,31
@psoe,2012-03-08,0,0,0,0,94
@socialistes_cat,2012-03-08,0,0,0,0,274
@ciudadanoscs,2012-03-15,1,0,0,0,106
@ppcatalunya,2012-03-15,0,0,0,0,29
@psoe,2012-03-15,0,0,0,0,68
@socialistes_cat,2012-03-15,0,0,0,0,301
@ciudadanoscs,2012-03-22,0,0,0,0,106
@ppcatalunya,2012-03-22,0,0,0,0,37
@psoe,2012-03-22,0,0,0,0,134
@socialistes_cat,2012-03-22,0,0,0,0,297
@ciudadanoscs,2012-03-29,1,0,0,1,108
@ppcatalunya,2012-03-29,1,0,0,0,29
@psoe,2012-03-29,0,0,0,0,135
@socialistes_cat,2012-03-29,1,0,0,0,202
@ciudadanoscs,2012-04-05,2,0,0,0,67
@ppcatalunya,2012-04-05,0,0,0,0,8
@psoe,2012-04-05,0,0,0,0,27
@socialistes_cat,2012-04-05,3,0,0,0,149
@ciudadanoscs,2012-04-12,0,0,0,0,83
@ppcatalunya,2012-04-12,1,0,0,0,41
@psoe,2012-04-12,0,0,0,0,117
@socialistes_cat,2012-04-12,1,0,0,0,274
@ciudadanoscs,2012-04-19,0,0,0,0,84
@ppcatalunya,2012-04-19,0,0,0,0,30
@psoe,2012-04-19,0,0,0,0,95
@socialistes_cat,2012-04-19,0,0,0,0,263
@ciudadanoscs,2012-04-26,0,0,0,0,95
@ppcatalunya,2012-04-26,0,0,0,0,43
@psoe,2012-04-26,0,0,0,0,151
@socialistes_cat,2012-04-26,0,0,0,1,356
@ciudadanoscs,2012-05-03,0,0,0,0,78
@ppcatalunya,2012-05-03,0,0,0,0,80
@psoe,2012-05-03,0,0,0,0,44
@socialistes_cat,2012-05-03,0,0,0,1,277
@ciudadanoscs,2012-05-10,0,0,0,0,120
@ppcatalunya,2012-05-10,0,0,0,0,53
@psoe,2012-05-10,0,0,0,0,116
@socialistes_cat,2012-05-10,0,0,0,0,356
@ciudadanoscs,2012-05-17,0,0,0,0,97
@ppcatalunya,2012-05-17,0,0,0,0,21
@psoe,2012-05-17,0,0,0,0,25
@socialistes_cat,2012-05-17,0,0,0,0,343
@ciudadanoscs,2012-05-24,0,0,0,0,89
@ppcatalunya,2012-05-24,0,0,0,0,29
@psoe,2012-05-24,0,0,0,0,74
@socialistes_cat,2012-05-24,0,0,0,0,347
@ciudadanoscs,2012-05-31,0,0,0,0,89
@ppcatalunya,2012-05-31,0,0,0,0,16
@psoe,2012-05-31,0,0,0,0,84
@socialistes_cat,2012-05-31,0,0,0,0,311
@ciudadanoscs,2012-06-07,0,0,0,0,96
@ppcatalunya,2012-06-07,0,0,0,0,39
@psoe,2012-06-07,0,0,0,0,75
@socialistes_cat,2012-06-07,0,0,0,0,368
@ciudadanoscs,2012-06-14,0,0,0,2,109
@ppcatalunya,2012-06-14,0,0,0,0,74
@psoe,2012-06-14,0,0,0,0,87
@socialistes_cat,2012-06-14,0,0,0,0,384
@ciudadanoscs,2012-06-21,0,0,0,0,65
@ppcatalunya,2012-06-21,0,0,0,0,29
@psoe,2012-06-21,0,0,0,0,67
@socialistes_cat,2012-06-21,0,0,0,0,349
@ciudadanoscs,2012-06-28,0,0,0,2,129
@ppcatalunya,2012-06-28,0,0,0,0,9
@psoe,2012-06-28,0,0,1,0,83
@socialistes_cat,2012-06-28,0,0,0,0,319
@ciudadanoscs,2012-07-05,0,0,0,1,101
@ppcatalunya,2012-07-05,0,0,0,0,32
@psoe,2012-07-05,0,0,0,0,70
@socialistes_cat,2012-07-05,0,0,0,0,295
@ciudadanoscs,2012-07-12,0,0,0,1,84
@ppcatalunya,2012-07-12,0,0,0,0,14
@psoe,2012-07-12,0,0,0,0,74
@socialistes_cat,2012-07-12,0,0,0,0,216
@ciudadanoscs,2012-07-19,0,0,0,7,224
@ppcatalunya,2012-07-19,0,0,0,0,30
@psoe,2012-07-19,0,0,0,0,43
@socialistes_cat,2012-07-19,0,0,0,0,317
@ciudadanoscs,2012-07-26,0,0,0,2,111
@ppcatalunya,2012-07-26,0,0,0,0,27
@psoe,2012-07-26,0,0,0,0,43
@socialistes_cat,2012-07-26,0,0,0,0,238
@ciudadanoscs,2012-08-02,0,0,0,1,91
@ppcatalunya,2012-08-02,0,0,0,0,18
@psoe,2012-08-02,1,0,0,0,61
@socialistes_cat,2012-08-02,0,0,0,1,148
@ciudadanoscs,2012-08-09,0,0,0,2,55
@psoe,2012-08-09,0,0,0,0,20
@socialistes_cat,2012-08-09,0,0,0,0,9
@ciudadanoscs,2012-08-16,1,0,0,1,82
@psoe,2012-08-16,0,0,0,0,15
@socialistes_cat,2012-08-16,0,0,0,0,10
@ciudadanoscs,2012-08-23,0,0,0,0,43
@psoe,2012-08-23,0,0,0,0,19
@socialistes_cat,2012-08-23,0,0,0,0,35
@ciudadanoscs,2012-08-30,0,0,0,1,98
@psoe,2012-08-30,0,0,0,0,17
@socialistes_cat,2012-08-30,1,0,0,0,140
@ciudadanoscs,2012-09-06,0,0,0,0,90
@ppcatalunya,2012-09-06,0,0,0,0,24
@psoe,2012-09-06,0,1,0,0,65
@socialistes_cat,2012-09-06,0,0,0,0,213
@ciudadanoscs,2012-09-13,0,0,0,0,145
@ppcatalunya,2012-09-13,0,0,0,0,72
@psoe,2012-09-13,1,0,0,0,76
@socialistes_cat,2012-09-13,0,0,0,0,319
@ciudadanoscs,2012-09-20,0,0,0,0,109
@ppcatalunya,2012-09-20,0,0,0,0,86
@psoe,2012-09-20,1,0,0,0,81
@socialistes_cat,2012-09-20,0,0,0,0,225
@ciudadanoscs,2012-09-27,0,0,0,0,126
@ppcatalunya,2012-09-27,0,0,0,0,124
@psoe,2012-09-27,0,0,0,0,94
@socialistes_cat,2012-09-27,0,0,0,0,303
@ciudadanoscs,2012-10-04,0,0,0,0,67
@ppcatalunya,2012-10-04,0,0,0,0,31
@psoe,2012-10-04,0,0,0,0,72
@socialistes_cat,2012-10-04,0,0,0,1,232
@ciudadanoscs,2012-10-11,0,0,0,0,98
@ppcatalunya,2012-10-11,0,0,0,0,96
@psoe,2012-10-11,0,0,0,0,41
@socialistes_cat,2012-10-11,0,0,0,0,230
@ciudadanoscs,2012-10-18,0,0,0,0,112
@ppcatalunya,2012-10-18,0,0,0,0,75
@psoe,2012-10-18,0,0,0,0,27
@socialistes_cat,2012-10-18,0,0,0,0,191
@ciudadanoscs,2012-10-25,0,0,0,0,142
@ppcatalunya,2012-10-25,0,0,0,0,57
@psoe,2012-10-25,0,0,0,0,127
@socialistes_cat,2012-10-25,0,0,0,0,216
@ciudadanoscs,2012-11-01,0,0,0,0,168
@ppcatalunya,2012-11-01,0,0,0,0,51
@psoe,2012-11-01,0,0,0,0,70
@socialistes_cat,2012-11-01,0,0,0,0,201
@ciudadanoscs,2012-11-08,0,0,0,0,271
@ppcatalunya,2012-11-08,0,0,0,0,57
@psoe,2012-11-08,0,0,0,0,80
@socialistes_cat,2012-11-08,0,0,0,0,240
@ciudadanoscs,2012-11-15,0,0,0,0,385
@ppcatalunya,2012-11-15,0,0,0,0,48
@psoe,2012-11-15,1,0,0,0,72
@socialistes_cat,2012-11-15,0,0,0,0,311
@ciudadanoscs,2012-11-22,0,0,0,0,374
@ppcatalunya,2012-11-22,0,0,0,0,39
@psoe,2012-11-22,0,0,0,0,126
@socialistes_cat,2012-11-22,0,0,0,1,398
@ciudadanoscs,2012-11-29,0,0,0,0,129
@ppcatalunya,2012-11-29,0,0,0,0,11
@psoe,2012-11-29,0,0,0,0,127
@socialistes_cat,2012-11-29,0,0,0,0,257
@ciudadanoscs,2012-12-06,0,0,0,0,88
@ppcatalunya,2012-12-06,0,0,0,0,9
@psoe,2012-12-06,0,0,0,0,64
@socialistes_cat,2012-12-06,0,0,0,0,159
@ciudadanoscs,2012-12-13,0,0,0,1,151
@ppcatalunya,2012-12-13,0,0,0,0,13
@psoe,2012-12-13,0,0,0,0,67
@socialistes_cat,2012-12-13,0,0,0,0,192
@ciudadanoscs,2012-12-20,1,0,0,0,148
@ppcatalunya,2012-12-20,0,0,0,0,118
@psoe,2012-12-20,0,0,0,0,59
@socialistes_cat,2012-12-20,0,0,0,0,261
@ciudadanoscs,2012-12-27,0,0,0,0,55
@ppcatalunya,2012-12-27,0,0,0,0,11
@psoe,2012-12-27,1,0,0,0,28
@socialistes_cat,2012-12-27,0,0,0,0,112
@ciudadanoscs,2013-01-03,0,0,0,0,50
@psoe,2013-01-03,0,0,0,0,94
@socialistes_cat,2013-01-03,0,0,0,0,103
@ciudadanoscs,2013-01-10,0,0,0,0,166
@ppcatalunya,2013-01-10,0,0,0,0,43
@psoe,2013-01-10,1,0,0,0,99
@socialistes_cat,2013-01-10,0,0,0,1,263
@ciudadanoscs,2013-01-17,0,0,0,0,69
@ppcatalunya,2013-01-17,0,0,0,0,14
@psoe,2013-01-17,1,0,0,0,136
@socialistes_cat,2013-01-17,0,0,0,0,300
@ciudadanoscs,2013-01-24,0,0,0,0,101
@ppcatalunya,2013-01-24,0,0,0,0,68
@psoe,2013-01-24,0,0,0,0,90
@socialistes_cat,2013-01-24,0,0,0,0,309
@ciudadanoscs,2013-01-31,0,0,0,0,71
@ppcatalunya,2013-01-31,0,0,0,0,9
@psoe,2013-01-31,0,0,0,0,184
@socialistes_cat,2013-01-31,0,0,0,0,242
@ciudadanoscs,2013-02-07,0,0,0,0,69
@ppcatalunya,2013-02-07,0,0,0,0,11
@psoe,2013-02-07,0,0,0,0,213
@socialistes_cat,2013-02-07,0,0,0,0,245
@ciudadanoscs,2013-02-14,0,0,0,0,29
@ppcatalunya,2013-02-14,0,0,0,0,24
@psoe,2013-02-14,0,0,0,0,357
@socialistes_cat,2013-02-14,0,0,0,0,175
@ciudadanoscs,2013-02-21,0,0,0,0,111
@ppcatalunya,2013-02-21,0,0,0,0,28
@psoe,2013-02-21,0,0,0,0,215
@socialistes_cat,2013-02-21,0,0,0,0,227
@ciudadanoscs,2013-02-28,0,0,0,0,124
@ppcatalunya,2013-02-28,0,0,0,0,26
@psoe,2013-02-28,0,0,0,0,122
@socialistes_cat,2013-02-28,0,0,0,0,192
@ciudadanoscs,2013-03-07,0,0,0,0,141
@ppcatalunya,2013-03-07,0,0,0,0,17
@psoe,2013-03-07,0,0,0,0,250
@socialistes_cat,2013-03-07,0,0,0,0,251
@ciudadanoscs,2013-03-14,0,0,0,0,148
@ppcatalunya,2013-03-14,0,0,0,0,35
@psoe,2013-03-14,0,0,0,0,65
@socialistes_cat,2013-03-14,0,0,0,0,252
@ciudadanoscs,2013-03-21,0,0,0,0,87
@ppcatalunya,2013-03-21,0,0,0,0,13
@psoe,2013-03-21,0,0,0,0,107
@socialistes_cat,2013-03-21,0,0,0,0,198
@ciudadanoscs,2013-03-28,0,0,0,0,70
@ppcatalunya,2013-03-28,0,0,0,0,16
@psoe,2013-03-28,0,0,0,0,14
@socialistes_cat,2013-03-28,1,0,0,0,132
@ciudadanoscs,2013-04-04,0,0,0,0,111
@ppcatalunya,2013-04-04,0,0,0,0,23
@psoe,2013-04-04,0,0,0,0,86
@socialistes_cat,2013-04-04,0,0,0,0,212
@ciudadanoscs,2013-04-11,0,0,0,0,136
@ppcatalunya,2013-04-11,0,0,0,0,60
@psoe,2013-04-11,0,0,0,0,107
@socialistes_cat,2013-04-11,0,0,0,1,267
@ciudadanoscs,2013-04-18,0,0,0,0,75
@ppcatalunya,2013-04-18,0,0,0,0,24
@psoe,2013-04-18,0,0,0,0,182
@socialistes_cat,2013-04-18,0,0,0,0,200
@ciudadanoscs,2013-04-25,2,0,0,0,160
@ppcatalunya,2013-04-25,0,0,0,0,54
@psoe,2013-04-25,0,0,0,0,98
@socialistes_cat,2013-04-25,0,0,0,0,178
@ciudadanoscs,2013-05-02,0,0,0,0,105
@ppcatalunya,2013-05-02,0,0,0,0,23
@psoe,2013-05-02,0,0,0,0,59
@socialistes_cat,2013-05-02,0,0,0,0,154
@ciudadanoscs,2013-05-09,0,0,0,0,165
@ppcatalunya,2013-05-09,0,0,0,1,58
@psoe,2013-05-09,0,0,0,0,92
@socialistes_cat,2013-05-09,0,0,0,0,206
@ciudadanoscs,2013-05-16,0,0,0,0,90
@ppcatalunya,2013-05-16,0,0,0,0,22
@psoe,2013-05-16,0,0,0,0,122
@socialistes_cat,2013-05-16,0,0,0,0,187
@ciudadanoscs,2013-05-23,0,0,0,1,223
@ppcatalunya,2013-05-23,0,0,0,0,51
@psoe,2013-05-23,0,0,0,0,53
@socialistes_cat,2013-05-23,0,0,0,0,162
@ciudadanoscs,2013-05-30,0,0,0,0,72
@ppcatalunya,2013-05-30,0,0,0,0,45
@psoe,2013-05-30,0,0,0,0,52
@socialistes_cat,2013-05-30,0,0,0,0,179
@ciudadanoscs,2013-06-06,0,0,0,0,145
@ppcatalunya,2013-06-06,0,0,0,0,41
@psoe,2013-06-06,1,0,0,0,86
@socialistes_cat,2013-06-06,0,0,0,0,170
@ciudadanoscs,2013-06-13,0,0,0,0,131
@ppcatalunya,2013-06-13,0,0,0,0,43
@psoe,2013-06-13,0,0,0,0,78
@socialistes_cat,2013-06-13,0,0,0,0,167
@ciudadanoscs,2013-06-20,0,0,0,0,154
@ppcatalunya,2013-06-20,0,0,0,0,34
@psoe,2013-06-20,0,0,0,0,75
@socialistes_cat,2013-06-20,0,0,0,0,144
@ciudadanoscs,2013-06-27,0,0,0,0,163
@ppcatalunya,2013-06-27,0,0,0,0,21
@psoe,2013-06-27,0,0,0,0,36
@socialistes_cat,2013-06-27,0,0,0,1,125
@ciudadanoscs,2013-07-04,0,0,0,0,182
@ppcatalunya,2013-07-04,0,0,0,0,50
@psoe,2013-07-04,0,0,0,0,27
@socialistes_cat,2013-07-04,0,0,0,0,154
@ciudadanoscs,2013-07-11,0,0,0,0,172
@ppcatalunya,2013-07-11,0,0,0,0,20
@psoe,2013-07-11,0,0,0,0,77
@socialistes_cat,2013-07-11,0,0,0,0,137
@ciudadanoscs,2013-07-18,1,0,0,0,190
@ppcatalunya,2013-07-18,0,0,0,0,28
@psoe,2013-07-18,0,0,0,0,27
@socialistes_cat,2013-07-18,0,0,0,0,105
@ciudadanoscs,2013-07-25,0,0,0,0,115
@ppcatalunya,2013-07-25,0,0,0,0,36
@psoe,2013-07-25,0,0,0,0,35
@socialistes_cat,2013-07-25,0,0,0,0,117
@ciudadanoscs,2013-08-01,0,0,0,0,144
@ppcatalunya,2013-08-01,0,0,0,0,51
@psoe,2013-08-01,0,0,0,0,55
@socialistes_cat,2013-08-01,0,0,0,0,105
@ciudadanoscs,2013-08-08,0,0,0,0,87
@ppcatalunya,2013-08-08,0,0,0,0,4
@psoe,2013-08-08,0,0,0,0,26
@socialistes_cat,2013-08-08,0,0,0,0,22
@ciudadanoscs,2013-08-15,0,0,0,0,55
@psoe,2013-08-15,1,0,0,0,28
@socialistes_cat,2013-08-15,0,0,0,0,10
@ciudadanoscs,2013-08-22,0,0,0,0,31
@psoe,2013-08-22,0,0,0,0,22
@socialistes_cat,2013-08-22,0,0,0,0,8
@ciudadanoscs,2013-08-29,0,0,0,0,55
@ppcatalunya,2013-08-29,0,0,0,0,15
@psoe,2013-08-29,1,0,0,0,49
@socialistes_cat,2013-08-29,0,0,0,0,59
@ciudadanoscs,2013-09-05,0,0,0,0,121
@ppcatalunya,2013-09-05,0,0,0,0,15
@psoe,2013-09-05,0,0,0,0,51
@socialistes_cat,2013-09-05,0,0,0,0,143
@ciudadanoscs,2013-09-12,5,0,0,0,215
@ppcatalunya,2013-09-12,2,0,0,0,28
@psoe,2013-09-12,0,0,0,0,98
@socialistes_cat,2013-09-12,0,0,0,0,193
@ciudadanoscs,2013-09-19,0,0,0,0,165
@ppcatalunya,2013-09-19,0,0,0,0,19
@psoe,2013-09-19,0,1,0,0,149
@socialistes_cat,2013-09-19,0,0,0,0,135
@ciudadanoscs,2013-09-26,0,0,0,0,221
@ppcatalunya,2013-09-26,1,0,0,0,60
@psoe,2013-09-26,0,0,0,0,85
@socialistes_cat,2013-09-26,0,0,0,0,211
@ciudadanoscs,2013-10-03,0,0,0,0,215
@ppcatalunya,2013-10-03,0,0,0,0,37
@psoe,2013-10-03,0,0,0,0,29
@socialistes_cat,2013-10-03,0,0,0,0,155
@ciudadanoscs,2013-10-10,0,0,0,0,272
@ppcatalunya,2013-10-10,0,0,0,0,77
@psoe,2013-10-10,0,0,0,0,58
@socialistes_cat,2013-10-10,0,0,0,0,157
@ciudadanoscs,2013-10-17,1,0,0,0,247
@ppcatalunya,2013-10-17,0,0,0,0,31
@psoe,2013-10-17,0,0,0,0,77
@socialistes_cat,2013-10-17,2,0,0,0,128
@ciudadanoscs,2013-10-24,1,0,0,0,256
@ppcatalunya,2013-10-24,0,0,0,0,40
@psoe,2013-10-24,0,0,0,0,46
@socialistes_cat,2013-10-24,0,0,0,0,176
@ciudadanoscs,2013-10-31,1,0,0,0,160
@ppcatalunya,2013-10-31,0,0,0,0,22
@psoe,2013-10-31,0,0,0,0,26
@socialistes_cat,2013-10-31,0,0,0,0,137
@ciudadanoscs,2013-11-07,0,0,0,0,170
@ppcatalunya,2013-11-07,0,0,0,0,49
@psoe,2013-11-07,0,0,0,0,106
@socialistes_cat,2013-11-07,0,0,0,0,225
@ciudadanoscs,2013-11-14,1,0,0,1,147
@ppcatalunya,2013-11-14,0,0,0,0,14
@psoe,2013-11-14,0,0,0,0,35
@socialistes_cat,2013-11-14,0,0,0,0,205
@ciudadanoscs,2013-11-21,0,0,0,0,269
@ppcatalunya,2013-11-21,0,0,0,0,56
@psoe,2013-11-21,0,0,0,0,56
@socialistes_cat,2013-11-21,0,0,0,0,164
@ciudadanoscs,2013-11-28,1,0,0,0,197
@ppcatalunya,2013-11-28,0,0,0,0,24
@psoe,2013-11-28,0,0,0,0,42
@socialistes_cat,2013-11-28,0,0,0,0,192
@ciudadanoscs,2013-12-05,4,0,0,0,202
@ppcatalunya,2013-12-05,0,0,0,0,54
@psoe,2013-12-05,0,0,0,0,71
@socialistes_cat,2013-12-05,0,0,0,0,147
@ciudadanoscs,2013-12-12,0,0,0,0,199
@ppcatalunya,2013-12-12,0,0,0,0,22
@psoe,2013-12-12,0,0,0,0,32
@socialistes_cat,2013-12-12,0,0,0,0,171
@ciudadanoscs,2013-12-19,2,0,0,0,159
@ppcatalunya,2013-12-19,0,0,0,0,44
@psoe,2013-12-19,0,0,0,0,125
@socialistes_cat,2013-12-19,0,0,0,0,163
@ciudadanoscs,2013-12-26,0,0,0,0,54
@psoe,2013-12-26,0,0,0,0,55
@socialistes_cat,2013-12-26,0,0,0,0,39
@ciudadanoscs,2014-01-02,1,0,0,0,91
@ppcatalunya,2014-01-02,0,0,0,0,2
@psoe,2014-01-02,0,0,0,0,11
@socialistes_cat,2014-01-02,0,0,0,0,19
@ciudadanoscs,2014-01-09,0,0,0,0,132
@ppcatalunya,2014-01-09,0,0,0,0,7
@psoe,2014-01-09,0,0,0,0,44
@socialistes_cat,2014-01-09,0,0,0,0,120
@ciudadanoscs,2014-01-16,1,0,0,0,127
@ppcatalunya,2014-01-16,0,0,0,0,22
@psoe,2014-01-16,1,0,0,0,96
@socialistes_cat,2014-01-16,0,0,0,0,120
@vox_es,2014-01-16,1,0,0,0,77
@ciudadanoscs,2014-01-23,6,0,0,0,126
@ppcatalunya,2014-01-23,0,0,0,0,82
@psoe,2014-01-23,0,0,0,0,59
@socialistes_cat,2014-01-23,0,0,0,0,128
@vox_es,2014-01-23,0,0,0,0,51
@ciudadanoscs,2014-01-30,0,0,0,0,75
@ppcatalunya,2014-01-30,0,0,0,0,44
@psoe,2014-01-30,0,0,0,0,47
@socialistes_cat,2014-01-30,0,0,0,0,160
@vox_es,2014-01-30,0,0,0,0,56
@ciudadanoscs,2014-02-06,0,0,0,0,119
@ppcatalunya,2014-02-06,0,0,0,0,49
@psoe,2014-02-06,1,0,0,0,29
@socialistes_cat,2014-02-06,0,0,0,0,199
@vox_es,2014-02-06,0,0,0,0,31
@ciudadanoscs,2014-02-13,0,0,0,0,175
@ppcatalunya,2014-02-13,0,0,0,0,67
@psoe,2014-02-13,0,0,0,0,75
@socialistes_cat,2014-02-13,0,0,0,0,169
@vox_es,2014-02-13,0,0,0,0,30
@ciudadanoscs,2014-02-20,0,0,0,0,121
@ppcatalunya,2014-02-20,0,0,0,0,54
@psoe,2014-02-20,1,0,0,0,59
@socialistes_cat,2014-02-20,0,0,0,0,169
@vox_es,2014-02-20,0,0,0,0,64
@ciudadanoscs,2014-02-27,0,0,0,0,90
@ppcatalunya,2014-02-27,0,0,0,0,69
@psoe,2014-02-27,0,0,0,0,100
@socialistes_cat,2014-02-27,0,0,0,0,113
@vox_es,2014-02-27,0,0,0,0,44
@ciudadanoscs,2014-03-06,0,0,0,0,44
@ppcatalunya,2014-03-06,0,0,0,0,17
@psoe,2014-03-06,0,0,0,0,81
@socialistes_cat,2014-03-06,0,0,0,0,162
@vox_es,2014-03-06,0,0,0,0,86
@ciudadanoscs,2014-03-13,0,0,0,0,117
@ppcatalunya,2014-03-13,0,0,0,0,53
@psoe,2014-03-13,0,0,0,0,74
@socialistes_cat,2014-03-13,0,0,0,0,196
@vox_es,2014-03-13,0,0,0,0,37
@ciudadanoscs,2014-03-20,0,0,0,1,216
@ppcatalunya,2014-03-20,0,1,0,0,24
@psoe,2014-03-20,0,0,0,0,81
@socialistes_cat,2014-03-20,0,0,0,0,145
@vox_es,2014-03-20,0,0,0,0,42
@ciudadanoscs,2014-03-27,0,0,0,0,63
@ppcatalunya,2014-03-27,0,0,0,0,51
@psoe,2014-03-27,1,0,0,0,81
@socialistes_cat,2014-03-27,0,0,0,0,153
@vox_es,2014-03-27,0,0,0,0,63
@ciudadanoscs,2014-04-03,2,0,0,0,203
@ppcatalunya,2014-04-03,2,0,0,0,16
@psoe,2014-04-03,2,0,0,0,126
@socialistes_cat,2014-04-03,0,0,0,0,146
@vox_es,2014-04-03,0,0,0,0,47
@ciudadanoscs,2014-04-10,0,0,0,0,141
@ppcatalunya,2014-04-10,0,0,0,0,56
@psoe,2014-04-10,1,0,0,0,113
@socialistes_cat,2014-04-10,0,0,0,0,153
@vox_es,2014-04-10,0,0,0,0,54
@ciudadanoscs,2014-04-17,0,0,0,0,20
@ppcatalunya,2014-04-17,0,0,0,0,6
@psoe,2014-04-17,0,0,0,0,24
@socialistes_cat,2014-04-17,0,0,0,0,109
@vox_es,2014-04-17,0,0,0,0,28
@ciudadanoscs,2014-04-24,0,0,0,0,95
@ppcatalunya,2014-04-24,0,0,0,0,38
@psoe,2014-04-24,0,0,0,0,113
@socialistes_cat,2014-04-24,0,0,0,0,119
@societatcc,2014-04-24,0,0,0,0,184
@vox_es,2014-04-24,0,0,0,0,77
@ciudadanoscs,2014-05-01,1,0,0,0,130
@ppcatalunya,2014-05-01,0,0,0,0,22
@psoe,2014-05-01,0,0,0,0,81
@socialistes_cat,2014-05-01,0,0,0,0,138
@societatcc,2014-05-01,0,0,0,1,47
@vox_es,2014-05-01,0,0,0,0,56
@ciudadanoscs,2014-05-08,0,0,0,0,266
@ppcatalunya,2014-05-08,0,0,0,0,75
@psoe,2014-05-08,0,0,0,0,186
@socialistes_cat,2014-05-08,1,0,0,0,224
@societatcc,2014-05-08,0,0,0,0,12
@vox_es,2014-05-08,0,0,0,0,46
@ciudadanoscs,2014-05-15,2,0,0,0,261
@ppcatalunya,2014-05-15,0,0,0,0,90
@psoe,2014-05-15,0,0,0,0,97
@socialistes_cat,2014-05-15,0,0,0,0,187
@societatcc,2014-05-15,0,0,0,0,60
@vox_es,2014-05-15,0,0,0,0,62
@ciudadanoscs,2014-05-22,2,0,0,0,253
@ppcatalunya,2014-05-22,1,0,0,0,73
@psoe,2014-05-22,0,0,0,0,226
@socialistes_cat,2014-05-22,0,0,0,0,187
@societatcc,2014-05-22,2,0,0,0,101
@vox_es,2014-05-22,0,0,0,0,80
@ciudadanoscs,2014-05-29,2,0,0,0,81
@ppcatalunya,2014-05-29,2,0,0,0,27
@psoe,2014-05-29,0,0,0,0,35
@socialistes_cat,2014-05-29,0,0,0,0,145
@societatcc,2014-05-29,2,0,0,0,59
@vox_es,2014-05-29,0,0,0,0,9
@ciudadanoscs,2014-06-05,3,0,0,0,83
@ppcatalunya,2014-06-05,0,0,0,0,33
@psoe,2014-06-05,0,0,0,0,11
@socialistes_cat,2014-06-05,0,0,0,0,89
@societatcc,2014-06-05,0,0,0,0,136
@vox_es,2014-06-05,0,0,0,0,14
@ciudadanoscs,2014-06-12,0,0,0,0,68
@ppcatalunya,2014-06-12,1,0,0,0,27
@psoe,2014-06-12,0,0,0,0,19
@socialistes_cat,2014-06-12,0,0,0,0,58
@societatcc,2014-06-12,0,0,0,0,128
@vox_es,2014-06-12,0,0,0,0,9
@ciudadanoscs,2014-06-19,1,0,0,0,90
@ppcatalunya,2014-06-19,0,0,0,0,28
@psoe,2014-06-19,0,0,0,0,19
@socialistes_cat,2014-06-19,0,0,0,0,43
@societatcc,2014-06-19,0,0,0,0,135
@vox_es,2014-06-19,0,0,0,0,9
@ciudadanoscs,2014-06-26,0,0,0,0,48
@ppcatalunya,2014-06-26,1,0,0,0,22
@psoe,2014-06-26,0,0,0,0,21
@socialistes_cat,2014-06-26,0,0,0,0,59
@societatcc,2014-06-26,0,0,0,0,127
@vox_es,2014-06-26,0,0,0,0,2
@ciudadanoscs,2014-07-03,8,0,0,0,72
@ppcatalunya,2014-07-03,0,0,0,0,36
@psoe,2014-07-03,0,0,0,0,21
@socialistes_cat,2014-07-03,0,0,0,0,80
@societatcc,2014-07-03,0,0,0,0,152
@vox_es,2014-07-03,0,0,0,0,9
@ciudadanoscs,2014-07-10,1,0,0,0,99
@ppcatalunya,2014-07-10,0,0,0,0,44
@psoe,2014-07-10,2,0,0,0,47
@socialistes_cat,2014-07-10,1,0,0,0,120
@societatcc,2014-07-10,0,0,0,0,175
@vox_es,2014-07-10,0,0,0,0,3
@ciudadanoscs,2014-07-17,0,0,0,0,53
@ppcatalunya,2014-07-17,0,0,0,0,20
@psoe,2014-07-17,1,0,0,0,28
@socialistes_cat,2014-07-17,0,0,0,0,133
@societatcc,2014-07-17,0,0,0,0,172
@vox_es,2014-07-17,0,0,0,0,4
@ciudadanoscs,2014-07-24,0,0,0,0,57
@ppcatalunya,2014-07-24,0,0,0,0,41
@psoe,2014-07-24,3,0,0,0,159
@socialistes_cat,2014-07-24,0,0,0,0,116
