id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,avatar,background_image
81081065,Crónica Global,cronicaglobal,Medio digital con una concepción crítica del periodismo. Apuntamos en la buena dirección.,Barcelona,http://www.cronicaglobal.com,9 Oct 2009,3:52 AM,225249,14067,32050,14330,115000,0,1,https://pbs.twimg.com/profile_images/950307027389165573/hJwYO6Bw_400x400.jpg,https://pbs.twimg.com/profile_banners/81081065/1478522806/1500x500
