word,n,p,username,rank
as,48,0.7290400972053462,antongomezreino,3
córdoba,74,1.0159253157605712,andreslorite,3
govern,59,0.7648431423386052,rosa_m_ibarra,3
gente,143,0.675484175720359,pnique,3
📺,459,0.9812724474089276,vox_es,3
NA,NA,NA,anabotellapsoe,3
parlament,23,0.7234979553318653,asancfisac,3
eta,20,0.8357709987463435,aitor_esteban,3
comunidad,117,0.7067778180500182,ierrejon,3
años,2,1.574803149606299,mikellegarda,3
gobierno,20,0.9713453132588635,morissiero,3
sevilla,99,1.0140325719553416,gomezdcelis,3
govern,31,0.5990338164251208,lucas_ferro_,3
tarragona,14,1.705237515225335,jruizcarbonell,3
diputado,4,0.7858546168958742,jangelvillalon,3
valenciana,87,0.4938692098092643,monicaoltra,3
ue,94,0.49917688917210984,josepborrellf,3
govern,716,0.3774201540253757,elperiodico_cat,3
❤️,18,0.5541871921182266,rosaliavt,3
anys,139,0.5974896836313618,f_armengol,3
progresista,11,1.2290502793296088,belitagl,3
avui,42,0.5630781606113421,susannasegovia,3
gobierno,82,0.8491249870560216,anazurita7,3
🌹,9,1.1306532663316584,mjmonteroc,3
reto,9,1.053864168618267,carmenderivera,3
lleida,7,1.866666666666667,conceptermens,3
descanse,4,1.809954751131222,marianorajoy,3
tertúlia,82,0.5472504004271223,mespermallorca,3
españoles,76,0.5771567436208992,luisgestoso,3
votapsoe,53,0.8925564163017852,alfonsocendon,3
govern,61,0.5763416477702192,raulmorenom,3
gobierno,50,1.3590649633052458,patxilopez,3
justicia,5,1.2224938875305624,evapatriciab,3
NA,NA,NA,alfons_me,3
[en,3546,0.4924473354932875,vilaweb,3
avui,8,1.0230179028132993,aescarp,3
justicia,5,1.2048192771084338,cuatrecasasjuan,3
parl,73,0.9474367293964957,jflopezaguilar,3
futuro,56,1.0715652506697282,luisplanas,3
d'altres,1,3.8461538461538463,sisenlluita,3
cantabria,143,0.7816770525855471,pedro_casares,3
tv3,177,0.6479718846097525,beasilva9,3
beso,1,5.88235294117647,maraluisavilch1,3
na,30,1.2024048096192386,celsodelgadoou,3
gobierno,5,0.7473841554559043,carmenandres_,3
enlace,783,1.3579840094347804,elcatalan_es,3
president,29,0.763157894736842,albertbatet,3
gracias,12,1.4035087719298245,crisestebanvox,3
torra,28,0.518326545723806,jsolercs,3
parlament,36,0.6715165081141579,rogertorrent,3
🔴,286,0.6184719849490734,cupnacional,3
palma,90,2.2641509433962264,toninoguera,3
ministra,1,14.285714285714285,apabellas,3
cànon,2,1.5625,llsalvado,3
gobierno,119,0.5003363605785403,mariadelamiel,3
madrid,1324,0.4756909015133007,elconfidencial,3
👇🏻,73,1.6870811185578922,escofetmerce,3
hazquepase,10,0.8628127696289906,felipe_sicilia,3
ue,142,0.762825678216492,rodriguezpinero,3
gràcies,21,0.7355516637478109,najat_driouech,3
cs,23,0.6192784060312331,adrilastra,3
kiko,504,0.34862004565262505,telecincoes,3
españa,14,1.3409961685823755,mariogarcessan,3
psoe,42,0.8595988538681949,carolinaespanar,3
govern,48,0.4397617956939991,noemi_delacalle,3
torra,63,0.9113264863301027,nmartinblanco,3
canviclimàtic,28,0.8832807570977917,jterrades,3
jovent,27,0.6125226860254084,martarosiq,3
ayuntamiento,14,1.557285873192436,alcaldejdr,3
debatedeinvestidura,8,0.6134969325153374,nvillagrasa,3
avui,19,0.759392486011191,gemmaespigares,3
endirecto,1585,0.29040313818608887,lavanguardia,3
futuro,105,0.6927492247806294,loladelgadog,3
!,42,1.1260053619302948,dimasciudadano,3
pontevedra,8,1.21765601217656,mariaramallov,3
gobierno,65,1.2188261766360398,alejandrosolerm,3
cádizenmarcha,24,1.6042780748663104,mcmartinez_cs,3
madrid,3156,0.5528249072494333,eldiarioes,3
gobierno,164,0.7546822511619345,gloriaelizo,3
enhorabona,7,1.2433392539964476,maciagou,3
congreso,3,1.5544041450777202,mdelaoredondo,3
lacazatambiénvota,7,1.4056224899598393,a_lopezmaraver,3
mujeres,4,1.084010840108401,caminofernndez,3
españa,48,0.7777057679844459,isabel_franco_,3
canarias,24,0.7507037847982484,gmariscalanaya,3
visitando,72,0.6240790500130017,aglezterol,3
defensa,10,0.41736227045075125,miqueljerez,3
arrasa,1,3.571428571428571,atarressincro,3
gracias,23,0.6752789195537288,arandapaco,3
españa,14,0.6727534839019702,luisstamaria,3
cugat,10,0.6101281269066504,pachameb,3
agendapublica,51,3.5343035343035343,solsona_marc,3
llibertat,14,1.151315789473684,forcadellcarme,3
sempre,30,0.4980906524987548,joanmargall,3
gobierno,108,0.7508342602892102,monicasilvanag,3
enhorabuena,66,1.396234398138354,milamarcos,3
pp,40,0.9184845005740528,juanjoaizcorbe,3
europa,14,1.0802469135802468,jonasfernandez,3
avui,42,0.7376185458377239,normapujol,3
arms,3,0.7832898172323759,domenecd,3
do,6,1.073345259391771,guillermomeijon,3
cs,6,1.3303769401330376,joansabadell,3
independència,15,1.1320754716981132,castellatoni,3
ungobiernocontigo,18,0.7751937984496124,antonia_jover_,3
ue,26,0.5159753919428458,aliciahoms,3
drets,99,0.5626598465473146,krls,3
españa,62,3.889585947302384,cfdezrocysua,3
personas,41,0.5429744404714607,martamhigueras,3
valorseguro,64,1.1321422253670617,palomagazquez,3
españa,11,0.8245877061469266,estherpadillar,3
honor,4,2.185792349726776,josluisramosro2,3
gracias,36,0.8761255779995134,luzseijo,3
partido,19,1.5019762845849802,josemiguel_glez,3
10n ,1,3.3333333333333335,antidiofagundez,3
psoe,383,0.5929251490053409,elpais_espana,3
catalana,228,0.5895890977735254,societatcc,3
cap,38,0.6944444444444444,inesgranollers,3
españa,652,0.46584072819765365,libertaddigital,3
👮‍♀️,1,1.7857142857142856,dvserrada,3
españa,64,0.8669737198591168,cayetanaat,3
social,35,0.73870831574504,hector_illueca_,3
vox,11,1.8932874354561102,georgina_vox,3
gràcies,29,1.4187866927592954,titonlailla,3
cap,16,0.7476635514018692,monicapalacin29,3
catalanes,77,0.919512777645092,lroldansu,3
parlamentoeuropeo,71,0.7931188561215372,cesarluena,3
pp,13,1.17967332123412,jspostigo,3
país,26,0.9587020648967551,hernanzsofia,3
defender,19,1.1728395061728396,lourdesmndezm1,3
victòria!,22,1.6224188790560472,jmjovellado,3
gobierno,97,0.6095645070068497,lidiaguinart,3
valencia,57,0.8856432566811684,belenhoyo,3
españaviva,43,1.2835820895522387,_patricia_rueda,3
cap,40,0.2859798384213913,carlestgna,3
NA,NA,NA,lcsahuquillo,3
unha,47,1.2230028623471247,javierbasco,3
españa,23,1.0464058234758873,imoblanca,3
digitalización,85,0.8278951982078503,franciscopolo,3
gobierno,108,1.2354152367879203,conjosemfranco,3
comisión,16,0.7042253521126761,crismaestre,3
castellón,21,1.1041009463722398,oscarclavell,3
país,89,0.7168170103092784,abalosmeco,3
país,158,0.7042567416982394,quimtorraipla,3
avui,29,0.8844159804818542,martamadrenas,3
gracias,6,1.3793103448275863,castille76,3
semana,9,1.262272089761571,jrivasescamilla,3
libertad,21,1.2209302325581395,davidmejiayra,3
país,241,0.7789269553975436,sanchezcastejon,3
movilidad,10,1.4925373134328357,pedrosaurag,3
psoe,159,0.6401481600773009,anadebande,3
avui,65,0.47497259773474604,wagensberg,3
té,26,0.984102952308857,martamoreta,3
españa,36,1.9118428040361128,hispanpablo,3
girona,59,0.9724740398879183,gironajean,3
españa,22,0.8008736803785949,msolsj,3
españa,48,1.436265709156194,malenanevado,3
catalunya,489,0.6817421369618558,encomu_podem,3
pp,5,0.7727975270479135,javieranton,3
avui,130,0.9074410163339384,adacolau,3
??,1,7.6923076923076925,figaredojose,3
años,1735,0.4750314177839716,cope,3
valenciana,164,1.0947199786396102,ximopuig,3
calatrava,69,2.416812609457093,jacallejascano,3
sempre,284,0.6288890365154233,lauraborras,3
pp,48,0.3999000249937516,oskarmatute,3
votapp,83,1.0393188079138491,eloysuarezl,3
cml,14,0.4657351962741184,jlsteeg_doc,3
ciencia,65,0.8085582783928349,astro_duque,3
país,31,0.7268464243845252,celaaisabel,3
xunta,34,1.268183513614323,marina_ortega_,3
drets,28,0.87527352297593,marisasaavedram,3
gràcies,64,0.9051053599208032,elsa_artadi,3
presidente,160,0.8237232289950577,aalmodobar,3
mañana,10,0.84530853761623,egardiazabal,3
paz,6,1.284796573875803,mvalerio_gu,3
avui,197,0.7551075165778681,jaumecollboni,3
llibertatpresospoliticsiexiliats,30,1.4822134387351777,xescoviaplana,3
avui,56,0.5157487566771045,raquelsans,3
elecciones,6,0.9022556390977444,jocafeijoo,3
laespañaquequieres,54,1.0123734533183353,elenamanez,3
catalunya,47,0.7325436408977556,miquelbuch,3
ara,53,0.4616322619980838,civitimarti,3
vizcayanosune,28,0.9283819628647214,bea_fanjul,3
comisión,44,0.6748466257668712,claraaguilera7,3
psoe,83,0.8965219269820696,pablosaezam,3
españa,22,0.864100549882168,beamcarrillo,3
vox,20,1.1179429849077696,patriciadlheras,3
catalunya,6,0.5093378607809848,ferranpedret,3
borrassà,3,0.8356545961002786,tionroquer,3
ei,53,0.7799852832965416,geli_anna,3
ciutat,42,0.7532281205164992,polgibert,3
memoria,1,20,czambranogr,3
drets,79,0.7400468384074942,ecampdepadros,3
hazquepase,6,1.6483516483516485,ariagonagp,3
govern,788,0.37340308578793735,diarilaveu_,3
eldebatedecisivo,24,1.0105263157894737,caballerohelena,3
leonesp,64,0.9006473402758233,afernb,3
españa,20,0.9680542110358179,mestremanuel,3
gràcies,16,0.3787878787878788,arnauramirez,3
llibertat,42,0.8840244159124395,perearagones,3
españa,55,0.4710113899117924,agarzon,3
talavera,130,1.1738148984198644,carmenriolobos,3
res,10,0.6455777921239509,pilarvallugera,3
izan,3,1.5384615384615385,jagirretxea,3
🤗,6,1.2,maialenfdez,3
gobierno,19,0.8747697974217311,daniserranopp,3
judici1o,7330,1.8397070523776895,elpuntavui,3
libertad,158,0.7871269864992776,albert_rivera,3
gracias,31,1.112307140294223,lauraberja86,3
españa,1958,0.2877389129406094,elperiodico,3
pp,51,1.1468405666741623,edurneuriarte,3
gobierno,15,0.5126452494873548,ismael_cortesg,3
28a,89,1.3409673045050474,pedroquevedoit,3
gracias,76,0.7273423294095128,carlescampuzano,3
😜,11,0.8178438661710037,pedronavarrol,3
avui,63,0.5189456342668863,perejoanpons,3
ciutadans,2,3.8461538461538463,mlosadacs,3
psoe,26,0.9878419452887538,herrerobono,3
!!,127,0.622426975102921,marcosdequinto,3
madrid,1772,0.43931742171249505,elmundoes,3
llibertat,76,0.7597720683794862,ernestmaragall,3
arribi,1,3.8461538461538463,narcis_clara,3
formar,2,1.3245033112582782,marinabs_cs,3
rrhh,14,0.7717750826901874,genisboadella,3
portadas,79,2.692569870483981,mariscalzabala,3
drets,46,1.0613751730503,jcuixart,3
up,94,0.7288516709312244,eselkaos,3
bona,25,0.6021194605009634,aliciarll,3
barcelona,2700,0.5290289966671173,324cat,3
gràcies,8,0.7111111111111111,irenefornos,3
🔴,1831,0.5045925917760502,voz_populi,3
cataluña,137,1.0761134239258503,ppcatalunya,3
puigdemont,29,0.5570495582020745,ftenc,3
frontera,96,0.9363113235150688,cromeroher,3
españa,52,0.8860112455273471,otazu35,3
fakenews,60,1.881467544684854,carmenmonton,3
💙,127,0.8121762486410438,aliciagarcia_av,3
climate,13,0.34965034965034963,peppuigiboix,3
pensiones,20,0.8948545861297539,martinavelardeg,3
venezuela,13,0.7214206437291898,javiercerqueir4,3
anys,19,0.8667883211678832,lluisallop,3
gràcies,32,1.2918853451756156,immagallardo,3
avui,8,0.4990642545227698,marionaid,3
NA,NA,NA,ppopular,3
gràcies,75,1.0894828588030214,mncsls,3
diari,497,0.41196266640141904,diaridegirona,3
pp,40,0.7617596648257474,joaquinrobles55,3
feminista,21,0.6572769953051643,margpuig,3
españa,24,1.2332990750256936,mcastellonpp,3
anys,15,0.800854244527496,junqueras,3
avui,16,0.88008800880088,adrianadelgadoh,3
cataluña,29,0.6481895395619133,baledmundo,3
seguim!,36,0.6095496105655266,lluisguino,3
españa,99,0.6945906125026311,guillermodiazcs,3
balcón,2,1.9230769230769231,mazureque,3
avui,96,0.9788926277148976,ferran_bel,3
drets,85,0.4689137750317206,aurora_madaula,3
erc,76,0.5536533838420631,gabrielrufian,3
psoe,494,0.9518854654411623,odonelorza2011,3
año,1,5.263157894736842,davidpsc,3
compromís🍊,588,0.8015704236872239,compromis,3
avui,50,0.37218996575852314,g_pisarello,3
na,103,1.0362173038229376,pabloaranguena,3
28a,23,0.9787234042553191,javier_merino,3
govern,18,0.8272058823529412,marc_pares,3
cal,59,0.8913733192325125,martaribasfrias,3
parlament,691,0.5777398749205712,esquerra_erc,3
derechos,25,0.5029169181251257,argeliaqueralt,3
gobierno,45,1.1826544021024967,jiechaniz,3
gracias!,130,0.645930636986982,eledhmel,3
pp,189,0.9454727363681841,j_zaragoza_,3
gobierno,50,0.7183908045977011,moromjesus,4
mandar,7,0.45366169799092676,nachosamor,4
aurkezpena!!,1,1.639344262295082,idosagasti,4
derechos,56,0.5259203606311045,ensanro,4
libertad,41,0.5450678011167243,malonsocs,4
govern,57,0.4638294409634633,jaumeasens,4
directo,2299,0.43447858789734284,20m,4
gracias,107,1.1749203909080927,albiol_xg,4
bona,22,1.098901098901099,aurorasitges,4
du,7077,1.592538001957762,lemondefr,4
bilbeny,336,0.8102047213715609,printsandbooks,4
país,16,0.6279434850863422,jfrserrano,4
política,21,1.0584677419354838,raulromeva,4
españoles,164,0.5055798754547136,pablocasado_,4
non,42,0.445859872611465,nicogoncas,4
parlament,17,0.9066666666666667,oscarordeig,4
psoe,50,0.4528985507246377,sergiobarcelona,4
govern,62,0.5760475703800055,mespermenorca,4
🍊,711,1.0013943465584991,ciutadanscs,4
málaga,142,0.8768138314294535,montesinospablo,4
doctor,53,0.6221387486794225,pilarmarcosd,4
gracias,10,0.8787346221441126,migonzalezcaba,4
libertad,18,0.585746827204686,muniafj,4
abrazo,11,0.5319148936170213,maximhuerta,4
✊🏻✊🏻✊🏻,9,0.6949806949806949,sergisabria,4
independència,36,0.5145797598627788,peprierafont,4
gracias,94,0.6799768518518519,martamartirio,4
parlament,41,0.5261806981519507,_martinbarra,4
avui,16,0.5698005698005698,xaviquinquilla,4
psc,10,0.5827505827505828,santirodriguez,4
govern,56,0.5543456741239359,joanmena,4
força,61,1.0815602836879432,jordialapreso,4
🔴,1995,0.3521673739434979,abc_es,4
dejo,11,0.9433962264150944,jccampm,4
millones,1731,0.3790491581429876,okdiario,4
persones,75,0.4317292194335713,joanribo,4
lloretdemar,41,0.7689422355588897,jordi_orobitg,4
enhorabuena,2,1.4705882352941175,juan_pedreno,4
parlament,37,0.6822791812649825,fjdominguez8,4
28a,75,0.606550748079256,cucagamarra,4
españa,17,1.4617368873602752,juanluissotoadd,4
!,89,0.40509786071916254,jacs_jaumeacs,4
españoles,155,0.6174068910575582,agustinrosety,4
are,164,0.4556821339260906,joethebrew,4
pp,99,0.7057313943541489,anaprietonieto,4
president,41,0.7042253521126761,miriamnoguerasm,4
català,685,0.5233082247245947,dbalears,4
gràcies,83,0.5013591060102688,nataliadipp,4
cal,105,0.35243177927701136,albanodante76,4
catalunya,24,0.5411499436302142,anna_caula,4
mental,46,0.5691660480079188,blanca_vic,4
comparto,37,0.696798493408663,nadiacalvino,4
libertad,44,1.333737496210973,hector_amello,4
laforçadelagent,91,1.1830473218928756,tsunami_dem,4
país,127,0.9270749689758377,carmencalvo_,4
ce,23,1.7746913580246912,jeanmarcpujol,4
28a,53,0.8153846153846154,oscargamazo,4
dejamos,143,0.9534604613948526,espciudadana,4
😊,43,0.5252229143764504,margaprohens,4
mar,22,0.7282356835484939,josemariacanocs,4
erc,57,0.4960835509138381,jsalvadorduch,4
cartagena,994,0.44602992977496575,laverdad_es,4
vox,31,0.8149316508937959,meerrocio,4
president,24,0.9327633113097552,gloriafreixav,4
canarios,28,0.9655172413793104,anioramas,4
país,7,0.9162303664921465,belenfcasero,4
montgrí,1,9.090909090909092,ferdeparamo,4
país,13,0.5538985939497231,mtpallares,4
cataluña,38,0.4634711550189048,mariavalle7,4
ayuntamiento,46,0.5706488028780549,alevysoler,4
gobierno,72,0.4697898995171604,merceperea,4
barcelona,159,0.39056742815033163,_maria_dantas_,4
cataluña,127,0.9287020109689215,igarrigavaz,4
persones,35,0.44506612410986773,ainavs,4
gracias,109,0.40267464627433597,fjconpe,4
proyecto,3,2.18978102189781,auxipd,4
país,35,0.718096019696348,bernatsole,4
torra,24,0.5373936408419167,esperanzagarcpp,4
años,777,0.5024150840914822,diariomallorca,4
puigdemont,1956,0.297328150865155,elnacionalcat,4
pp,73,0.707844468146999,joseramirezdel2,4
!!,166,0.9214031971580817,fortelena,4
catalunya,434,0.8819524883659493,pdemocratacat,4
avui,18,0.8014247551202136,pujolbonell,4
laespañaquequieres,12,0.5529953917050692,begonasarre,4
derecha,139,0.6312156577812088,monederojc,4
directo,694,0.4498402224570091,rtve,4
españa,18,0.8466603951081844,diegomovellan,4
catalanes,18,0.8999999999999999,lauravilchezs,4
cs,72,1.0660349422564406,carrizosacarlos,4
personas,13,1.3238289205702647,evalmim,4
ue,40,0.5510400881664141,_amaldonado_,4
gobierno,69,0.7901969766376545,marotoreyes,4
mañana,91,0.661673816621828,anapastorjulian,4
gobierno,133,0.7854949208599101,inesarrimadas,4
españa,427,0.46147694236401565,economiaed_,4
memoria,2,3.076923076923077,graciacanales3,4
pp,94,0.7249730063242326,ionebelarra,4
gente,66,0.7511095937179925,irene_montero_,4
años,979,0.5263610654107121,uhmallorca,4
persones,29,0.4861693210393965,salwa_elgharbi,4
parlament,517,0.7012641744886333,socialistes_cat,4
anys,25,0.42294028083234647,albertbotran,4
cridanacional,43,0.8791658147618074,cridanacional,4
🇪🇸,1785,1.1077186580779685,ciudadanoscs,4
avui,61,0.45289182567376945,gemmageis,4
pp,38,0.4186866460996034,enricmorera,4
sempre,20,0.5873715124816447,mireia_veca,4
um,1132,0.7961010738925264,publico,4
NA,NA,NA,catencomu_podem,4
presupuestos,20,0.4058441558441558,eva_granados,4
pour,2690,1.5900318597461862,lindependant,4
abrazo,41,0.47448212012498553,teresaribera,4
avui,86,0.7043983946269146,francescd,4
drets,71,0.777570912276859,rutribas,4
catalunya,12,0.3206841261357563,dbertranroman,4
lluita,23,1.1318897637795275,carlesral,4
veiem,12,0.7989347536617843,santandreuenc,4
años,14,0.6448641179180101,maritxu30,4
valenciana,11,0.7575757575757576,vicentsolerm,4
bona,18,0.7598142676234698,josepmforne,4
españa,24,1.3490725126475547,pedro_fhz,4
gracias,232,0.7370226825084185,jaimedeolano,4
gracias,7,1.1217948717948718,llanosdeluna,4
españaviva,139,0.8896569380440348,santi_abascal,4
justicia,12,0.6069802731411229,maria_podemos,4
28a,7,0.5135730007336757,luciadalda,4
mundo,163,0.8183963448310488,espanaglobal,4
eleccions,77,0.5082508250825082,josepcosta,4
españa,39,0.8113168296234657,joseantoniojun,4
🌹🌹,7,0.7157464212678937,marrodanmaria,4
informa,3400,0.5511865912513718,naciodigital,4
sur,4196,0.9825938510606909,le_figaro,4
campaña,3,2.2900763358778624,erodriguez_2019,4
castilla,35,0.7238883143743536,estherpcamarero,4
🤝,45,1.2658227848101267,anna_erra,4
presidente,33,0.7558405863490609,abeltran_ana,4
martí,8,1.2841091492776886,rafelbruguera,4
avui,36,0.7253677211364095,nuriapicas,4
tren,90,0.8724311748739823,cesarjramos,4
✅,51,0.4234825209665366,nuet,4
avui,68,0.4742641930534245,ciddavid,4
unidaspodemos,129,0.508014019611704,juralde,4
✅,63,1.2275915822291503,josemariamazon,4
10n,12,0.9167303284950344,lauralopezd,4
gracias,118,0.5053533190578158,ivanedlm,4
⤵,3439,0.4573576193465332,larazon_es,4
pp,70,0.7197203372403865,edelvallerod,4
ahorasí,21,0.5552617662612375,javizqui,4
país,37,0.5083115812611622,pilicancela,4
euskal,31,0.5997291545753531,mertxeaizpurua,4
casado,10,0.5807200929152149,educarazo,4
tradicions,117,0.6520648720949673,mfornells,4
psoe,177,1.2215320910973084,fjosealcaraz,4
gracias,16,0.5950167348456675,paucambronerocs,4
comín,59,0.6842959870099745,toni_comin,4
elecciones,9,1.293103448275862,linuesita,4
cádiz,24,0.9803921568627451,evabravobarco,4
españa,2945,0.5130894430758187,cronicaglobal,4
país,35,0.7325240686479699,c19concepcion,4
vox,14,1.0159651669085632,pcalvoliste,4
españa,2230,0.5050139048671565,europapress,4
na,58,1.1106855610877058,nestorrego,4
28a,24,1.2339331619537275,albertocasero,4
pq,143,0.39016670759324434,trinitro,4
presentació,53,0.6914546640574037,joantarda,4
puigdemont,757,0.6768779563114175,enoticiescat,4
españa,12,0.4735595895816891,marclamua,4
europea,65,0.3864447086801427,fjavilopez,4
28a,62,0.4738249904470768,meritxell_batet,4
periódico,356,0.6115472488962946,miqueliceta,4
financiación,7,1.440329218106996,aespice,4
fesquepassi,18,0.6456241032998565,montseminguez,4
españa,157,0.8819729228695018,pablo_iglesias_,4
gracias,46,0.4877014418999152,alejandrotgn,4
país,30,0.6970260223048327,hectorgomezh,4
vivienda,37,0.5975452196382428,gagupilar,4
gràcies,54,0.5032149846239866,vidalaragones,4
!,74,1.1339258351210544,jordimunell,4
política,15,0.8291873963515755,montimar66,4
pp,202,0.43410985988137196,pmklose,4
españoles,32,0.5854372484449323,diegogagob,4
ley,84,0.45498862528436784,beatrizcorredor,4
españa,75,0.8530482256596906,susanabeltranga,4
catalanes,113,0.5718912900450427,soniasierra02,4
canaria,14,0.697211155378486,alber_canarias,4
gracias,40,0.6885866758478224,jlaceves,4
frente,2,1.6,jcduran_,4
thisistherealspain,60,0.6715165081141579,lozanoirene,4
gràcies,27,0.39090777472129723,capdevilajoan,4
país,531,0.7635673405999253,ahorapodemos,4
comienza,946,1.3722077168552365,ondacero_es,4
género,53,0.4190717166126354,linagalvezmunoz,4
drets,77,0.5243088655862727,jessicaalbiach,4
ría,70,0.8383233532934131,angelesmarra,4
¿por,1,0.5714285714285714,inibaran,4
valencians,83,0.49407702839454726,joanbaldovi,4
¿compartes?,1,2.3255813953488373,dioufluc,4
españa,89,0.606390951829393,manuelvalls,4
gràcies,6,0.6600660066006601,caroltelechea,4
repressió,29,0.5633255633255633,bassamontse,4
galicia,67,0.7482689300871118,martaglezvzqz,4
derechos,32,0.4765450483991065,yolandapodem,4
NA,NA,NA,olgaalonso62,4
avui,17,0.6481128478841022,mariasirvnt,4
catalunya,19,0.5268996117581808,ramon_espadaler,4
absolució,16,0.9638554216867471,morraltoni,4
ultra,117,0.5379310344827587,joninarritu,4
harás,1,16.666666666666664,carlossm_cs,4
sempre,37,0.4459980713596914,jnndiaz,4
madrid,1,11.11111111111111,asanchog,4
españa,1379,0.5395106454566083,eleconomistaes,4
portodoloquenosune,35,0.8409418548774629,mapaniagua,4
gràcies,18,0.6018054162487462,eniubo,4
📍,13,0.7893139040680024,cnlacoba,4
gracias,3,0.75,patri_blanquer,4
murcia,8,1.478743068391867,borrego_corte,4
país,34,0.9423503325942351,nasholop,4
españa,141,0.5891200802206067,macarena_olona,4
violencia,30,0.8025682182985553,fuensantalima,4
cataluña,26,0.4551820728291317,mrodriguez_cs,4
granada,25,1.017915309446254,elviraramon,4
força,28,0.6492000927428704,martavilaltat,4
was,6205,0.6821222411425795,abc,4
gracias,59,0.6782388780319577,isabelbonig,4
derechos,73,0.6160337552742615,luisacarcedo,4
frente,55,0.7661234155174815,mayoralrafa,4
avui,36,0.400355871886121,msanglas,4
educación,46,0.723725613593455,j_sanchez_serna,4
país,875,0.5833605568259852,psoe,4
👇🏼,1280,0.41731736659700513,elespanolcom,4
gracias,124,1.9954940457032506,ortega_smith,4
años,9,0.7444168734491315,germanrenau,4
valorseguro,44,1.3040901007705987,carlosrojas_ppa,4
ao,41,0.6227217496962333,antongomezreino,4
españa,68,0.9335529928610654,andreslorite,4
elvallsquevolem,55,0.7129893699766657,rosa_m_ibarra,4
psoe,140,0.6613131790269249,pnique,4
españa,443,0.9470668719001197,vox_es,4
NA,NA,NA,anabotellapsoe,4
gracias,17,0.53475935828877,asancfisac,4
!,15,0.6268282490597576,aitor_esteban,4
gobierno,116,0.7007369819983086,ierrejon,4
bloquean,2,1.574803149606299,mikellegarda,4
ahorasí,16,0.7770762506070907,morissiero,4
españa,91,0.9320905459387484,gomezdcelis,4
erc,29,0.5603864734299517,lucas_ferro_,4
joan,12,1.46163215590743,jruizcarbonell,4
gobierno,4,0.7858546168958742,jangelvillalon,4
gobierno,78,0.44277929155313356,monicaoltra,4
país,84,0.4460729647920982,josepborrellf,4
anys,687,0.3621335835411077,elperiodico_cat,4
quiero,17,0.5233990147783251,rosaliavt,4
gràcies,124,0.5330123796423659,f_armengol,4
ahorasí,10,1.1173184357541899,belitagl,4
gràcies,40,0.5362649148679448,susannasegovia,4
españa,75,0.7766387076731904,anazurita7,4
hazquepase/❤️,7,0.8793969849246231,mjmonteroc,4
enhorabuena,7,0.819672131147541,carmenderivera,4
farem,5,1.3333333333333335,conceptermens,4
gracias,4,1.809954751131222,marianorajoy,4
mallorca,79,0.5272290443139349,mespermallorca,4
progres,70,0.531591737545565,luisgestoso,4
gracias,46,0.7746716066015493,alfonsocendon,4
erc,55,0.5196523053665911,raulmorenom,4
28a,46,1.2503397662408262,patxilopez,4
votapsoe,5,1.2224938875305624,evapatriciab,4
NA,NA,NA,alfons_me,4
obert,3538,0.49133634319663033,vilaweb,4
d’espera,8,1.0230179028132993,aescarp,4
rioja,5,1.2048192771084338,cuatrecasasjuan,4
&,68,0.8825438027255029,jflopezaguilar,4
país,49,0.9376195943360123,luisplanas,4
defender,1,3.8461538461538463,sisenlluita,4
gobierno,137,0.7488794140155243,pedro_casares,4
violencia,138,0.5051984185092986,beasilva9,4
compone!!,1,5.88235294117647,maraluisavilch1,4
ao,29,1.1623246492985972,celsodelgadoou,4
govern,5,0.7473841554559043,carmenandres_,4
léelo,697,1.2088312318978824,elcatalan_es,4
valls,28,0.7368421052631579,albertbatet,4
votos,10,1.1695906432748537,crisestebanvox,4
parlament,27,0.4998148833765272,jsolercs,4
catalunya,34,0.6342100354411491,rogertorrent,4
cup,214,0.46277274398287305,cupnacional,4
ciutat,75,1.8867924528301887,toninoguera,4
pictwittercom/f7huaeqxjg,1,14.285714285714285,apabellas,4
construir,2,1.5625,llsalvado,4
millones,116,0.4877228388832829,mariadelamiel,4
años,1198,0.4304212235747237,elconfidencial,4
❌,70,1.6177490177952392,escofetmerce,4
lgtbi,10,0.8628127696289906,felipe_sicilia,4
laeuropaquequieres/❤️,106,0.569433252753156,rodriguezpinero,4
sempre,18,0.6304728546409807,najat_driouech,4
pp,23,0.6192784060312331,adrilastra,4
vida,504,0.34862004565262505,telecincoes,4
congreso,12,1.1494252873563218,mariogarcessan,4
presidente,40,0.8186655751125664,carolinaespanar,4
ley,47,0.43060009161704077,noemi_delacalle,4
separatistas,48,0.6943439895848401,nmartinblanco,4
transicióenergètica,19,0.5993690851735016,jterrades,4
28a,26,0.58983666061706,martarosiq,4
spain,11,1.2235817575083427,alcaldejdr,4
españa,8,0.6134969325153374,nvillagrasa,4
salut,17,0.6794564348521183,gemmaespigares,4
últimahora,1519,0.2783106415802328,lavanguardia,4
gobierno,102,0.6729563897868971,loladelgadog,4
gobierno,29,0.7774798927613941,dimasciudadano,4
partido,7,1.06544901065449,mariaramallov,4
/❤,47,0.8813050815675979,alejandrosolerm,4
cádiz,21,1.4037433155080214,mcmartinez_cs,4
opinión,3119,0.5463437533938474,eldiarioes,4
país,127,0.5844185725461323,gloriaelizo,4
gràcies,7,1.2433392539964476,maciagou,4
cortes,3,1.5544041450777202,mdelaoredondo,4
mundo,7,1.4056224899598393,a_lopezmaraver,4
propuesta,4,1.084010840108401,caminofernndez,4
