Spain,  Exposures (Lexis triangle)	Last modified: 05 Oct 2018;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1908    0      1908   156574.69   164439.20   321013.89
 1908    0      1907   138906.11   143479.08   282385.18
 1908    1      1907   139203.75   142390.58   281594.32
 1908    1      1906   124764.52   125932.56   250697.08
 1908    2      1906   132441.85   133473.59   265915.44
 1908    2      1905   117853.95   121210.21   239064.16
 1908    3      1905   125078.82   128622.17   253701.00
 1908    3      1904   117350.98   117944.03   235295.01
 1908    4      1904   128083.64   128658.46   256742.10
 1908    4      1903   116674.86   117958.68   234633.54
 1908    5      1903   124840.76   126210.34   251051.10
 1908    5      1902   116651.70   118575.54   235227.24
 1908    6      1902   124480.07   126570.71   251050.78
 1908    6      1901   103475.44   105304.87   208780.31
 1908    7      1901   112444.87   114477.05   226921.92
 1908    7      1900   111741.49   112010.66   223752.15
 1908    8      1900   124019.33   124343.60   248362.93
 1908    8      1899    97385.85    98692.80   196078.64
 1908    9      1899    97059.35    98384.46   195443.82
 1908    9      1898   111375.62   110507.41   221883.03
 1908   10      1898   111102.44   110260.67   221363.11
 1908   10      1897    99197.26    99209.14   198406.39
 1908   11      1897    98945.86    98989.99   197935.85
 1908   11      1896   101428.24   101897.51   203325.75
 1908   12      1896   101185.26   101685.66   202870.91
 1908   12      1895    93746.58    90914.17   184660.75
 1908   13      1895    93503.17    90701.18   184204.35
 1908   13      1894    94017.42    87537.42   181554.84
 1908   14      1894    93755.14    87319.13   181074.26
 1908   14      1893    89659.67    87362.90   177022.57
 1908   15      1893    89361.45    87141.65   176503.10
 1908   15      1892   103242.07    92647.32   195889.39
 1908   16      1892   102924.34    92417.41   195341.75
 1908   16      1891    83063.70    74984.79   158048.49
 1908   17      1891    82721.54    74702.85   157424.38
 1908   17      1890   102432.70    79439.42   181872.12
 1908   18      1890   102054.38    79084.36   181138.73
 1908   18      1889    73911.03    70921.66   144832.70
 1908   19      1889    73525.42    70546.35   144071.77
 1908   19      1888    91182.38    86100.39   177282.77
 1908   20      1888    90786.72    85724.71   176511.43
 1908   20      1887    80969.58    82558.32   163527.90
 1908   21      1887    80582.97    82193.35   162776.32
 1908   21      1886    88393.83    77253.26   165647.09
 1908   22      1886    87992.71    76871.38   164864.09
 1908   22      1885    86559.87    76232.94   162792.80
 1908   23      1885    86111.25    75829.99   161941.24
 1908   23      1884    82678.96    74775.95   157454.91
 1908   24      1884    82238.77    74378.00   156616.78
 1908   24      1883    70961.57    68351.05   139312.62
 1908   25      1883    70534.06    67962.45   138496.51
 1908   25      1882    85856.60    75883.10   161739.69
 1908   26      1882    85442.49    75514.53   160957.02
 1908   26      1881    62641.51    59442.65   122084.16
 1908   27      1881    62233.84    59103.00   121336.83
 1908   27      1880   112484.24    93145.53   205629.77
 1908   28      1880   112067.05    92799.34   204866.39
 1908   28      1879    50391.25    49416.85    99808.11
 1908   29      1879    50014.50    49093.84    99108.34
 1908   29      1878    73009.96    67289.22   140299.17
 1908   30      1878    72554.67    66948.80   139503.47
 1908   30      1877    62747.22    61182.14   123929.36
 1908   31      1877    62304.93    60861.01   123165.94
 1908   31      1876    69271.15    62243.65   131514.80
 1908   32      1876    68913.52    61958.27   130871.78
 1908   32      1875    69536.66    63608.85   133145.51
 1908   33      1875    69120.28    63266.68   132386.96
 1908   33      1874    72939.28    63604.44   136543.73
 1908   34      1874    72553.24    63265.88   135819.12
 1908   34      1873    56206.06    52509.50   108715.56
 1908   35      1873    55805.73    52161.00   107966.73
 1908   35      1872    70426.58    63775.87   134202.44
 1908   36      1872    70017.10    63404.25   133421.35
 1908   36      1871    50005.86    48834.67    98840.53
 1908   37      1871    49645.01    48508.03    98153.04
 1908   37      1870   109817.53    96971.42   206788.95
 1908   38      1870   109473.43    96635.36   206108.79
 1908   38      1869    39442.53    39326.56    78769.09
 1908   39      1869    39123.21    38998.29    78121.51
 1908   39      1868    59501.59    56725.01   116226.60
 1908   40      1868    59053.69    56310.78   115364.47
 1908   40      1867    45954.37    44373.52    90327.89
 1908   41      1867    45507.08    43954.04    89461.12
 1908   41      1866    57847.47    53945.19   111792.67
 1908   42      1866    57517.72    53584.54   111102.26
 1908   42      1865    62392.05    62114.11   124506.15
 1908   43      1865    62034.00    61704.69   123738.69
 1908   43      1864    56912.86    52075.15   108988.01
 1908   44      1864    56591.47    51696.98   108288.44
 1908   44      1863    43958.08    42556.03    86514.10
 1908   45      1863    43558.26    42100.05    85658.31
 1908   45      1862    60744.29    55367.14   116111.43
 1908   46      1862    60333.34    54886.08   115219.41
 1908   46      1861    41632.94    42375.97    84008.91
 1908   47      1861    41297.19    41944.63    83241.82
 1908   47      1860   101569.24    87311.69   188880.93
 1908   48      1860   101208.35    86825.56   188033.90
 1908   48      1859    33175.32    34720.03    67895.35
 1908   49      1859    32802.68    34257.12    67059.80
 1908   49      1858    47931.65    45768.29    93699.94
 1908   50      1858    47388.58    45207.39    92595.97
 1908   50      1857    35309.22    35270.51    70579.73
 1908   51      1857    34777.25    34713.65    69490.90
 1908   51      1856    47409.00    41155.16    88564.16
 1908   52      1856    47067.34    40734.02    87801.36
 1908   52      1855    46271.06    44416.58    90687.64
 1908   53      1855    45869.39    43925.95    89795.34
 1908   53      1854    48033.04    42981.09    91014.14
 1908   54      1854    47626.73    42470.12    90096.85
 1908   54      1853    34271.60    32342.61    66614.21
 1908   55      1853    33768.12    31757.17    65525.29
 1908   55      1852    46443.28    40868.39    87311.67
 1908   56      1852    45901.72    40244.74    86146.46
 1908   56      1851    30868.72    30859.95    61728.67
 1908   57      1851    30385.85    30265.73    60651.58
 1908   57      1850    91458.19    70894.98   162353.16
 1908   58      1850    90942.19    70275.50   161217.69
 1908   58      1849    27174.92    27822.77    54997.69
 1908   59      1849    26667.68    27196.61    53864.29
 1908   59      1848    37196.17    35481.92    72678.09
 1908   60      1848    36241.13    34592.58    70833.71
 1908   60      1847    28928.87    28643.08    57571.96
 1908   61      1847    27913.23    27740.46    55653.69
 1908   61      1846    35642.82    32677.61    68320.43
 1908   62      1846    35063.60    31994.60    67058.20
 1908   62      1845    36644.29    33455.08    70099.37
 1908   63      1845    35938.49    32655.27    68593.75
 1908   63      1844    32058.37    30868.63    62926.99
 1908   64      1844    31310.61    30042.10    61352.71
 1908   64      1843    24682.09    24600.02    49282.11
 1908   65      1843    23773.58    23632.61    47406.18
 1908   65      1842    30032.98    26614.13    56647.11
 1908   66      1842    29100.21    25651.33    54751.54
 1908   66      1841    18876.10    18355.69    37231.79
 1908   67      1841    18093.06    17518.76    35611.83
 1908   67      1840    47963.07    38595.42    86558.50
 1908   68      1840    47184.80    37744.71    84929.51
 1908   68      1839    14817.09    14869.79    29686.87
 1908   69      1839    14124.93    14107.31    28232.24
 1908   69      1838    18896.45    17521.75    36418.20
 1908   70      1838    17711.33    16503.88    34215.21
 1908   70      1837    13524.64    13465.29    26989.93
 1908   71      1837    12244.66    12432.36    24677.02
 1908   71      1836    15020.57    14544.40    29564.97
 1908   72      1836    14349.53    13869.99    28219.52
 1908   72      1835    15917.57    14762.25    30679.82
 1908   73      1835    15134.78    13967.33    29102.11
 1908   73      1834    14027.46    12698.42    26725.87
 1908   74      1834    13280.67    11918.86    25199.52
 1908   74      1833    10661.50    10376.11    21037.61
 1908   75      1833     9733.14     9494.81    19227.95
 1908   75      1832    11617.93    10608.91    22226.84
 1908   76      1832    10713.46     9761.26    20474.72
 1908   76      1831     7556.79     7038.21    14595.01
 1908   77      1831     6847.76     6309.29    13157.05
 1908   77      1830    18517.17    12956.63    31473.80
 1908   78      1830    17748.84    12172.13    29920.97
 1908   78      1829     6921.07     5904.72    12825.79
 1908   79      1829     6219.33     5208.43    11427.76
 1908   79      1828     7428.46     6008.91    13437.37
 1908   80      1828     9641.51     6956.73    16598.24
 1908   80      1827     8574.55     6236.20    14810.75
 1908   81      1827     7555.69     5474.91    13030.59
 1908   81      1826     7352.36     5265.41    12617.76
 1908   82      1826     6855.95     4834.49    11690.43
 1908   82      1825     6561.63     4543.51    11105.14
 1908   83      1825     6013.72     4063.49    10077.21
 1908   83      1824     5770.04     3905.09     9675.13
 1908   84      1824     5242.45     3447.73     8690.18
 1908   84      1823     4766.50     3107.30     7873.80
 1908   85      1823     4192.62     2654.12     6846.74
 1908   85      1822     3812.34     2390.64     6202.98
 1908   86      1822     3350.01     2044.61     5394.62
 1908   86      1821     3124.75     1901.16     5025.91
 1908   87      1821     2768.99     1630.79     4399.78
 1908   87      1820     2609.79     1561.70     4171.48
 1908   88      1820     2314.59     1324.94     3639.52
 1908   88      1819     2089.00     1203.59     3292.58
 1908   89      1819     1847.70     1010.14     2857.84
 1908   89      1818     1646.72      864.64     2511.37
 1908   90      1818     1390.48      714.47     2104.95
 1908   90      1817     1149.88      559.94     1709.82
 1908   91      1817      942.81      453.26     1396.07
 1908   91      1816      877.89      405.01     1282.90
 1908   92      1816      793.71      356.09     1149.80
 1908   92      1815      739.12      325.82     1064.95
 1908   93      1815      649.28      277.95      927.23
 1908   93      1814      587.45      254.69      842.15
 1908   94      1814      508.69      217.48      726.16
 1908   94      1813      435.86      185.12      620.98
 1908   95      1813      362.89      156.01      518.90
 1908   95      1812      324.25      132.31      456.55
 1908   96      1812      261.18      105.74      366.92
 1908   96      1811      237.03       86.60      323.63
 1908   97      1811      190.39       67.09      257.48
 1908   97      1810      158.00       53.77      211.77
 1908   98      1810      123.74       40.90      164.65
 1908   98      1809      131.32       43.90      175.21
 1908   99      1809      105.12       34.73      139.85
 1908   99      1808       75.10       17.86       92.96
 1908   100     1808       59.76       14.33       74.09
 1908   100     1807       44.68       12.06       56.74
 1908   101     1807       33.97        9.50       43.46
 1908   101     1806       29.58        8.56       38.14
 1908   102     1806       21.74        5.75       27.49
 1908   102     1805       18.85        4.81       23.66
 1908   103     1805       13.53        3.02       16.55
 1908   103     1804       11.97        2.43       14.40
 1908   104     1804        8.43        1.30        9.73
 1908   104     1803        7.29        1.34        8.63
 1908   105     1803        4.98        0.64        5.62
 1908   105     1802        4.18        0.51        4.69
 1908   106     1802        2.70        0.09        2.79
 1908   106     1801        2.32        0.31        2.63
 1908   107     1801        1.39        0.06        1.45
 1908   107     1800        1.19        0.00        1.19
 1908   108     1800        0.61        0.00        0.61
 1908   108     1799        0.43        0.00        0.43
 1908   109     1799        0.08        0.00        0.08
 1908   109     1798        0.25        0.00        0.25
 1908   110+       .        0.05        0.00        0.05
 1909    0      1909   136541.87   142917.50   279459.37
 1909    0      1908   134882.76   140299.81   275182.57
 1909    1      1908   138913.28   143151.82   282065.09
 1909    1      1907   126197.83   128954.26   255152.08
 1909    2      1907   130605.19   133247.63   263852.82
 1909    2      1906   118281.71   119145.09   237426.80
 1909    3      1906   127716.84   128524.67   256241.52
 1909    3      1905   114124.14   117338.48   231462.62
 1909    4      1905   122320.94   125789.17   248110.11
 1909    4      1904   115133.26   115646.13   230779.39
 1909    5      1904   126246.33   126796.52   253042.86
 1909    5      1903   115193.81   116455.48   231649.29
 1909    6      1903   123576.67   124935.02   248511.69
 1909    6      1902   115533.90   117494.27   233028.18
 1909    7      1902   123500.02   125613.12   249113.14
 1909    7      1901   102695.66   104557.39   207253.05
 1909    8      1901   111794.60   113819.62   225614.22
 1909    8      1900   111184.23   111479.37   222663.60
 1909    9      1900   123530.26   123847.25   247377.52
 1909    9      1899    96925.60    98248.80   195174.40
 1909   10      1899    96683.30    97996.28   194679.57
 1909   10      1898   110974.99   110143.93   221118.91
 1909   11      1898   110740.58   109917.58   220658.16
 1909   11      1897    98831.48    98884.19   197715.67
 1909   12      1897    98607.72    98665.62   197273.34
 1909   12      1896   101066.63   101576.19   202642.82
 1909   13      1896   100834.85   101359.31   202194.16
 1909   13      1895    93384.59    90595.83   183980.42
 1909   14      1895    93126.07    90372.72   183498.79
 1909   14      1894    93612.49    87203.64   180816.13
 1909   15      1894    93329.97    86970.55   180300.52
 1909   15      1893    89214.16    87027.89   176242.05
 1909   16      1893    88902.31    86779.64   175681.95
 1909   16      1892   102756.28    92291.41   195047.68
 1909   17      1892   102408.79    91998.19   194406.98
 1909   17      1891    82544.47    74539.85   157084.32
 1909   18      1891    82169.39    74182.11   156351.50
 1909   18      1890   101854.03    78889.92   180743.94
 1909   19      1890   101489.96    78506.85   179996.81
 1909   19      1889    73352.75    70361.96   143714.71
 1909   20      1889    72992.70    69963.36   142956.06
 1909   20      1888    90584.09    85529.86   176113.95
 1909   21      1888    90210.99    85145.90   175356.89
 1909   21      1887    80406.87    82013.82   162420.69
 1909   22      1887    79989.98    81602.30   161592.28
 1909   22      1886    87758.23    76654.67   164412.90
 1909   23      1886    87309.55    76212.35   163521.90
 1909   23      1885    85897.90    75624.27   161522.17
 1909   24      1885    85470.67    75208.45   160679.12
 1909   24      1884    82018.65    74177.02   156195.67
 1909   25      1884    81584.39    73777.66   155362.05
 1909   25      1883    70324.37    67771.34   138095.72
 1909   26      1883    69893.24    67401.55   137294.79
 1909   26      1882    85229.51    75336.39   160565.90
 1909   27      1882    84825.20    74990.32   159815.52
 1909   27      1881    62041.59    58938.25   120979.84
 1909   28      1881    61620.56    58578.73   120199.29
 1909   28      1880   111839.53    92611.82   204451.35
 1909   29      1880   111442.82    92279.41   203722.23
 1909   29      1879    49856.96    48953.12    98810.07
 1909   30      1879    49394.04    48594.93    97988.96
 1909   30      1878    72250.02    66739.39   138989.41
 1909   31      1878    71801.52    66394.39   138195.91
 1909   31      1877    62168.27    60737.07   122905.33
 1909   32      1877    61809.62    60414.27   122223.89
 1909   32      1876    68690.22    61778.64   130468.86
 1909   33      1876    68269.53    61405.63   129675.16
 1909   33      1875    68925.90    63088.92   132014.82
 1909   34      1875    68519.18    62734.94   131254.12
 1909   34      1874    72351.03    63097.49   135448.52
 1909   35      1874    71932.90    62727.44   134660.33
 1909   35      1873    55597.27    51966.60   107563.86
 1909   36      1873    55160.21    51579.95   106740.17
 1909   36      1872    69801.92    63219.69   133021.61
 1909   37      1872    69413.08    62868.39   132281.47
 1909   37      1871    49486.80    48353.99    97840.79
 1909   38      1871    49111.05    47987.59    97098.64
 1909   38      1870   109270.12    96437.48   205707.60
 1909   39      1870   108908.10    96079.33   204987.42
 1909   39      1869    38987.39    38853.61    77841.01
 1909   40      1869    38494.78    38396.97    76891.75
 1909   40      1868    58712.98    56014.63   114727.61
 1909   41      1868    58230.33    55573.20   113803.53
 1909   41      1867    45389.02    43823.62    89212.64
 1909   42      1867    45062.59    43463.94    88526.53
 1909   42      1866    57305.17    53352.49   110657.66
 1909   43      1866    56947.70    52937.16   109884.86
 1909   43      1865    61891.01    61525.73   123416.74
 1909   44      1865    61553.97    61127.84   122681.81
 1909   44      1864    56403.90    51487.07   107890.97
 1909   45      1864    55979.00    50990.85   106969.85
 1909   45      1863    43332.17    41830.35    85162.52
 1909   46      1863    42901.38    41306.14    84207.52
 1909   46      1862    60139.43    54653.80   114793.23
 1909   47      1862    59790.04    54199.45   113989.48
 1909   47      1861    41149.88    41734.55    82884.43
 1909   48      1861    40781.99    41236.05    82018.04
 1909   48      1860   100989.26    86541.07   187530.32
 1909   49      1860   100615.44    86033.31   186648.74
 1909   49      1859    32650.69    34058.37    66709.06
 1909   50      1859    32094.12    33434.95    65529.07
 1909   50      1858    46982.37    44807.39    91789.75
 1909   51      1858    46419.02    44204.35    90623.37
 1909   51      1857    34644.31    34539.95    69184.26
 1909   52      1857    34266.22    34065.55    68331.77
 1909   52      1856    46836.91    40456.22    87293.14
 1909   53      1856    46422.14    39938.38    86360.52
 1909   53      1855    45693.33    43700.85    89394.18
 1909   54      1855    45253.38    43172.92    88426.29
 1909   54      1854    47377.02    42173.58    89550.60
 1909   55      1854    46820.69    41529.12    88349.81
 1909   55      1853    33485.93    31437.63    64923.57
 1909   56      1853    32902.42    30753.35    63655.77
 1909   56      1852    45621.03    39909.20    85530.23
 1909   57      1852    45112.24    39298.40    84410.64
 1909   57      1851    30172.79    30000.80    60173.59
 1909   58      1851    29635.68    29381.10    59016.77
 1909   58      1850    90625.18    69918.39   160543.56
 1909   59      1850    90071.65    69253.72   159325.36
 1909   59      1849    26457.37    26910.04    53367.41
 1909   60      1849    25453.73    25931.74    51385.47
 1909   60      1848    35445.47    33931.43    69376.90
 1909   61      1848    34396.84    32953.18    67350.02
 1909   61      1847    27701.00    27472.93    55173.93
 1909   62      1847    27087.61    26750.89    53838.50
 1909   62      1846    34671.62    31553.68    66225.30
 1909   63      1846    33920.63    30704.80    64625.43
 1909   63      1845    35603.92    32273.26    67877.19
 1909   64      1845    34782.73    31377.39    66160.12
 1909   64      1844    30854.53    29558.84    60413.37
 1909   65      1844    29852.50    28528.77    58381.26
 1909   65      1843    23266.49    23112.95    46379.44
 1909   66      1843    22267.11    22083.54    44350.65
 1909   66      1842    28642.56    25175.63    53818.19
 1909   67      1842    27796.22    24277.82    52074.05
 1909   67      1841    17740.13    17129.46    34869.59
 1909   68      1841    16882.07    16234.70    33116.77
 1909   68      1840    46712.02    37257.21    83969.23
 1909   69      1840    45926.37    36434.55    82360.93
 1909   69      1839    13867.66    13808.32    27675.97
 1909   70      1839    12578.81    12684.00    25262.81
 1909   70      1838    16685.86    15709.01    32394.87
 1909   71      1838    15348.99    14578.88    29927.88
 1909   71      1837    12004.17    12165.40    24169.57
 1909   72      1837    11268.97    11419.30    22688.27
 1909   72      1836    13872.48    13418.05    27290.53
 1909   73      1836    12984.73    12570.63    25555.36
 1909   73      1835    14780.93    13600.78    28381.70
 1909   74      1835    13962.92    12780.08    26742.99
 1909   74      1834    12846.11    11481.91    24328.02
 1909   75      1834    11880.40    10520.87    22401.28
 1909   75      1833     9212.30     9004.60    18216.90
 1909   76      1833     8237.64     8071.37    16309.01
 1909   76      1832    10299.64     9363.60    19663.24
 1909   77      1832     9526.39     8597.04    18123.43
 1909   77      1831     6524.41     5960.84    12485.25
 1909   78      1831     5737.31     5161.98    10899.29
 1909   78      1830    17285.82    11724.35    29010.17
 1909   79      1830    16554.68    10994.31    27548.99
 1909   79      1829     5979.01     4951.16    10930.17
 1909   80      1829     9877.21     7078.20    16955.41
 1909   80      1828     8818.70     6364.69    15183.39
 1909   81      1828     7731.26     5559.19    13290.45
 1909   81      1827     7362.33     5301.23    12663.55
 1909   82      1827     6839.29     4833.84    11673.12
 1909   82      1826     6530.99     4553.67    11084.66
 1909   83      1826     5951.22     4064.56    10015.78
 1909   83      1825     5779.74     3863.26     9642.99
 1909   84      1825     5193.78     3401.23     8595.01
 1909   84      1824     4912.29     3185.63     8097.92
 1909   85      1824     4273.17     2704.08     6977.25
 1909   85      1823     3920.70     2453.49     6374.19
 1909   86      1823     3416.85     2074.87     5491.72
 1909   86      1822     3141.32     1883.82     5025.14
 1909   87      1822     2768.41     1593.01     4361.42
 1909   87      1821     2616.02     1512.13     4128.15
 1909   88      1821     2293.63     1266.47     3560.11
 1909   88      1820     2158.04     1202.19     3360.23
 1909   89      1820     1880.59     1000.11     2880.70
 1909   89      1819     1747.00      936.66     2683.66
 1909   90      1819     1461.16      754.12     2215.28
 1909   90      1818     1218.43      622.08     1840.50
 1909   91      1818      992.07      493.25     1485.32
 1909   91      1817      902.85      428.93     1331.78
 1909   92      1817      805.53      377.12     1182.65
 1909   92      1816      742.29      330.02     1072.32
 1909   93      1816      648.74      284.11      932.85
 1909   93      1815      609.41      257.26      866.67
 1909   94      1815      530.28      220.28      750.56
 1909   94      1814      469.68      201.17      670.85
 1909   95      1814      391.21      164.97      556.18
 1909   95      1813      326.97      140.07      467.04
 1909   96      1813      261.50      109.70      371.20
 1909   96      1812      232.99       93.20      326.19
 1909   97      1812      182.31       72.84      255.15
 1909   97      1811      170.06       59.66      229.72
 1909   98      1811      128.73       45.63      174.36
 1909   98      1810      106.29       34.89      141.17
 1909   99      1810       77.60       24.70      102.30
 1909   99      1809       95.26       31.06      126.32
 1909   100     1809       69.18       21.25       90.43
 1909   100     1808       49.44       11.62       61.06
 1909   101     1808       32.20        6.30       38.50
 1909   101     1807       30.19        8.11       38.29
 1909   102     1807       25.86        6.60       32.46
 1909   102     1806       19.19        4.87       24.06
 1909   103     1806       16.43        3.95       20.38
 1909   103     1805       11.85        2.47       14.32
 1909   104     1805       10.13        1.92       12.05
 1909   104     1804        7.34        0.97        8.31
 1909   105     1804        6.29        0.65        6.94
 1909   105     1803        4.29        0.44        4.73
 1909   106     1803        3.67        0.34        4.00
 1909   106     1802        2.27        0.00        2.27
 1909   107     1802        1.90        0.00        1.90
 1909   107     1801        1.13        0.00        1.13
 1909   108     1801        1.01        0.00        1.01
 1909   108     1800        0.49        0.00        0.49
 1909   109     1800        0.49        0.00        0.49
 1909   109     1799        0.00        0.00        0.00
 1909   110+       .        0.00        0.00        0.00
 1910    0      1910   119606.92   124645.02   244251.95
 1910    0      1909   117512.71   121670.08   239182.79
 1910    1      1909   119726.42   122688.48   242414.90
 1910    1      1908   122932.92   126572.76   249505.67
 1910    2      1908   130512.47   134211.03   264723.50
 1910    2      1907   119991.73   122357.15   242348.88
 1910    3      1907   126077.08   128511.27   254588.35
 1910    3      1906   114784.00   115492.19   230276.19
 1910    4      1906   125056.67   125839.96   250896.63
 1910    4      1905   111914.95   115115.04   227029.99
 1910    5      1905   120606.10   124066.09   244672.19
 1910    5      1904   113714.45   114187.85   227902.31
 1910    6      1904   125063.36   125552.56   250615.93
 1910    6      1903   114110.54   115373.97   229484.51
 1910    7      1903   122642.66   124006.78   246649.44
 1910    7      1902   114741.91   116703.85   231445.76
 1910    8      1902   122844.36   124952.11   247796.47
 1910    8      1901   102158.50   104011.36   206169.86
 1910    9      1901   111301.87   113326.29   224628.17
 1910    9      1900   110786.78   111065.42   221852.20
 1910   10      1900   123119.39   123426.16   246545.56
 1910   10      1899    96556.73    97869.73   194426.46
 1910   11      1899    96322.88    97632.02   193954.90
 1910   11      1898   110633.93   109812.44   220446.37
 1910   12      1898   110417.20   109599.30   220016.50
 1910   12      1897    98494.04    98554.92   197048.95
 1910   13      1897    98269.32    98352.85   196622.17
 1910   13      1896   100720.46   101260.93   201981.39
 1910   14      1896   100476.88   101058.37   201535.26
 1910   14      1895    92988.82    90258.23   183247.05
 1910   15      1895    92706.90    90032.56   182739.45
 1910   15      1894    93184.89    86853.69   180038.58
 1910   16      1894    92877.02    86607.50   179484.52
 1910   16      1893    88736.85    86648.90   175385.74
 1910   17      1893    88396.85    86354.27   174751.12
 1910   17      1892   102230.20    91833.90   194064.10
 1910   18      1892   101864.28    91473.61   193337.89
 1910   18      1891    81977.18    73986.35   155963.53
 1910   19      1891    81614.43    73611.82   155226.25
 1910   19      1890   101319.79    78324.54   179644.32
 1910   20      1890   100931.20    77955.50   178886.70
 1910   20      1889    72789.85    69769.79   142559.63
 1910   21      1889    72400.12    69408.14   141808.26
 1910   21      1888    90032.96    84966.59   174999.55
 1910   22      1888    89628.15    84580.95   174209.11
 1910   22      1887    79755.95    81383.32   161139.27
 1910   23      1887    79322.21    80966.46   160288.67
 1910   23      1886    87103.41    76001.71   163105.12
 1910   24      1886    86687.44    75606.93   162294.37
 1910   24      1885    85255.20    75013.71   160268.92
 1910   25      1885    84835.07    74643.51   159478.57
 1910   25      1884    81373.69    73589.25   154962.94
 1910   26      1884    80960.32    73224.74   154185.07
 1910   26      1883    69681.99    67222.71   136904.70
 1910   27      1883    69286.26    66879.39   136165.65
 1910   27      1882    84637.18    74824.33   159461.50
 1910   28      1882    84224.97    74475.95   158700.92
 1910   28      1881    61391.20    58391.13   119782.33
 1910   29      1881    61003.62    58073.77   119077.39
 1910   29      1880   111281.85    92141.29   203423.14
 1910   30      1880   110851.36    91804.36   202655.72
 1910   30      1879    49106.09    48384.51    97490.61
 1910   31      1879    48703.12    48059.47    96762.59
 1910   31      1878    71667.81    66269.29   137937.09
 1910   32      1878    71327.95    65976.29   137304.24
 1910   32      1877    61592.51    60231.81   121824.32
 1910   33      1877    61186.39    59883.48   121069.87
 1910   33      1876    68074.00    61227.40   129301.39
 1910   34      1876    67670.55    60874.90   128545.45
 1910   34      1875    68309.45    62560.00   130869.45
 1910   35      1875    67878.67    62200.49   130079.15
 1910   35      1874    71716.61    62534.19   134250.79
 1910   36      1874    71271.56    62160.48   133432.04
 1910   36      1873    54935.20    51393.29   106328.49
 1910   37      1873    54548.80    51040.51   105589.31
 1910   37      1872    69252.45    62703.38   131955.83
 1910   38      1872    68876.24    62330.71   131206.95
 1910   38      1871    48894.17    47782.60    96676.77
 1910   39      1871    48527.47    47429.95    95957.42
 1910   39      1870   108762.68    95929.76   204692.44
 1910   40      1870   108287.11    95494.73   203781.84
 1910   40      1869    38150.92    38095.89    76246.80
 1910   41      1869    37692.36    37654.22    75346.58
 1910   41      1868    58110.36    55436.72   113547.09
 1910   42      1868    57797.31    55066.57   112863.87
 1910   42      1867    44860.76    43233.26    88094.02
 1910   43      1867    44528.41    42835.48    87363.89
 1910   43      1866    56806.78    52762.90   109569.68
 1910   44      1866    56470.12    52385.75   108855.87
 1910   44      1865    61356.55    60913.99   122270.53
 1910   45      1865    60935.65    60425.87   121361.52
 1910   45      1864    55752.83    50709.44   106462.27
 1910   46      1864    55335.07    50204.09   105539.17
 1910   46      1863    42704.40    41074.66    83779.05
 1910   47      1863    42352.35    40654.41    83006.76
 1910   47      1862    59637.61    53995.05   113632.66
 1910   48      1862    59272.78    53533.93   112806.71
 1910   48      1861    40566.39    40959.16    81525.55
 1910   49      1861    40202.58    40475.50    80678.07
 1910   49      1860   100464.28    85816.76   186281.05
 1910   50      1860    99920.61    85198.07   185118.68
 1910   50      1859    31687.14    33025.19    64712.32
 1910   51      1859    31140.67    32430.45    63571.12
 1910   51      1858    46279.80    44022.11    90301.91
 1910   52      1858    45911.42    43566.34    89477.75
 1910   52      1857    34029.43    33780.09    67809.51
 1910   53      1857    33619.31    33276.39    66895.70
 1910   53      1856    46248.61    39715.23    85963.84
 1910   54      1856    45832.18    39202.59    85034.76
 1910   54      1855    44996.59    42873.94    87870.52
 1910   55      1855    44464.64    42246.26    86710.89
 1910   55      1854    46532.48    41191.52    87724.00
 1910   56      1854    45936.63    40526.72    86463.35
 1910   56      1853    32600.46    30416.89    63017.35
 1910   57      1853    32071.03    29816.26    61887.29
 1910   57      1852    44897.71    39031.43    83929.14
 1910   58      1852    44379.63    38418.26    82797.88
 1910   58      1851    29319.75    29029.48    58349.23
 1910   59      1851    28809.24    28413.79    57223.03
 1910   59      1850    89859.76    68967.88   158827.64
 1910   60      1850    88879.47    67995.76   156875.23
 1910   60      1849    24648.10    25228.66    49876.76
 1910   61      1849    23591.12    24209.04    47800.15
 1910   61      1848    34173.64    32670.13    66843.77
 1910   62      1848    33560.98    31950.09    65511.07
 1910   62      1847    26690.82    26308.09    52998.91
 1910   63      1847    25960.60    25483.48    51444.08
 1910   63      1846    33579.70    30313.07    63892.77
 1910   64      1846    32796.39    29450.73    62247.13
 1910   64      1845    34317.27    30887.68    65204.95
 1910   65      1845    33348.84    29852.70    63201.53
 1910   65      1844    29326.91    27981.88    57308.79
 1910   66      1844    28334.03    26925.26    55259.29
 1910   66      1843    21799.84    21589.07    43388.91
 1910   67      1843    20980.31    20669.71    41650.02
 1910   67      1842    27436.73    23866.54    51303.27
 1910   68      1842    26621.42    22966.75    49588.17
 1910   68      1841    16400.11    15746.07    32146.18
 1910   69      1841    15642.21    14931.06    30573.27
 1910   69      1840    45647.42    36110.61    81758.03
 1910   70      1840    44350.46    34944.74    79295.20
 1910   70      1839    11521.09    11840.49    23361.57
 1910   71      1839    10135.74    10666.70    20802.44
 1910   71      1838    15087.97    14291.94    29379.91
 1910   72      1838    14341.00    13521.56    27862.56
 1910   72      1837    10776.15    10940.09    21716.24
 1910   73      1837     9905.82    10046.82    19952.64
 1910   73      1836    12605.39    12182.41    24787.80
