Spain, Exposure to risk (period 1x1), 	Last modified: 05 Oct 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1908           0            295480.80       307918.27       603399.07
  1908           1            263968.27       268323.14       532291.40
  1908           2            250295.79       254683.80       504979.60
  1908           3            242429.80       246566.20       488996.00
  1908           4            244758.50       246617.15       491375.65
  1908           5            241492.46       244785.88       486278.34
  1908           6            227955.51       231875.58       459831.09
  1908           7            224186.36       226487.71       450674.07
  1908           8            221405.18       223036.40       444441.58
  1908           9            208434.97       208891.87       417326.84
  1908          10            210299.70       209469.80       419769.50
  1908          11            200374.10       200887.50       401261.60
  1908          12            194931.83       192599.83       387531.66
  1908          13            187520.59       178238.60       365759.19
  1908          14            183414.81       174682.02       358096.83
  1908          15            192603.52       179788.97       372392.49
  1908          16            185988.05       167402.19       353390.24
  1908          17            185154.23       154142.27       339296.50
  1908          18            175965.41       150006.02       325971.43
  1908          19            164707.80       156646.74       321354.54
  1908          20            171756.30       168283.03       340039.32
  1908          21            168976.80       159446.61       328423.41
  1908          22            174552.57       153104.31       327656.89
  1908          23            168790.21       150605.94       319396.15
  1908          24            153200.34       142729.05       295929.39
  1908          25            156390.66       143845.54       300236.20
  1908          26            148084.00       134957.17       283041.17
  1908          27            174718.07       152248.53       326966.60
  1908          28            162458.31       142216.19       304674.50
  1908          29            123024.46       116383.05       239407.52
  1908          30            135301.89       128130.94       263432.83
  1908          31            131576.08       123104.66       254680.74
  1908          32            138450.18       125567.11       264017.29
  1908          33            142059.56       126871.12       268930.68
  1908          34            128759.30       115775.38       244534.68
  1908          35            126232.30       115936.86       242169.16
  1908          36            120022.95       112238.92       232261.87
  1908          37            159462.54       145479.45       304941.99
  1908          38            148915.96       135961.92       284877.88
  1908          39             98624.81        95723.30       194348.10
  1908          40            105008.06       100684.29       205692.35
  1908          41            103354.55        97899.23       201253.79
  1908          42            119909.77       115698.64       235608.41
  1908          43            118946.86       113779.84       232726.70
  1908          44            100549.54        94253.00       194802.55
  1908          45            104302.55        97467.19       201769.74
  1908          46            101966.27        97262.05       199228.32
  1908          47            142866.43       129256.32       272122.75
  1908          48            134383.67       121545.58       255929.25
  1908          49             80734.33        80025.41       160759.74
  1908          50             82697.80        80477.90       163175.70
  1908          51             82186.25        75868.81       158055.06
  1908          52             93338.40        85150.60       178489.00
  1908          53             93902.43        86907.05       180809.48
  1908          54             81898.33        74812.73       156711.05
  1908          55             80211.40        72625.56       152836.95
  1908          56             76770.44        71104.69       147875.13
  1908          57            121844.04       101160.71       223004.75
  1908          58            118117.10        98098.27       216215.37
  1908          59             63863.85        62678.53       126542.38
  1908          60             65170.00        63235.67       128405.67
  1908          61             63556.04        60418.07       123974.11
  1908          62             71707.89        65449.68       137157.57
  1908          63             67996.85        63523.89       131520.75
  1908          64             55992.70        54642.11       110634.81
  1908          65             53806.56        50246.74       104053.29
  1908          66             47976.32        44007.02        91983.33
  1908          67             66056.13        56114.19       122170.32
  1908          68             62001.89        52614.49       114616.38
  1908          69             33021.38        31629.06        64650.44
  1908          70             31235.96        29969.18        61205.14
  1908          71             27265.24        26976.76        54241.99
  1908          72             30267.10        28632.24        58899.34
  1908          73             29162.24        26665.74        55827.98
  1908          74             23942.17        22294.96        46237.13
  1908          75             21351.07        20103.72        41454.79
  1908          76             18270.25        16799.47        35069.73
  1908          77             25364.93        19265.92        44630.85
  1908          78             24669.91        18076.85        42746.76
  1908          79             13647.79        11217.34        24865.13
  1908          80             18216.06        13192.94        31408.99
  1908          81             14908.04        10740.31        25648.35
  1908          82             13417.57         9378.00        22795.57
  1908          83             11783.76         7968.58        19752.34
  1908          84             10008.96         6555.03        16563.98
  1908          85              8004.96         5044.76        13049.72
  1908          86              6474.76         3945.77        10420.53
  1908          87              5378.78         3192.48         8571.26
  1908          88              4403.58         2528.52         6932.10
  1908          89              3494.43         1874.78         5369.21
  1908          90              2540.35         1274.41         3814.77
  1908          91              1820.70          858.27         2678.98
  1908          92              1532.83          681.91         2214.75
  1908          93              1236.73          532.65         1769.38
  1908          94               944.55          402.60         1347.15
  1908          95               687.13          288.32          975.46
  1908          96               498.21          192.34          690.55
  1908          97               348.39          120.86          469.24
  1908          98               255.06           84.80          339.86
  1908          99               180.22           52.59          232.81
  1908         100               104.44           26.39          130.83
  1908         101                63.55           18.06           81.60
  1908         102                40.59           10.56           51.15
  1908         103                25.50            5.45           30.95
  1908         104                15.72            2.64           18.36
  1908         105                 9.16            1.15           10.31
  1908         106                 5.02            0.40            5.41
  1908         107                 2.58            0.06            2.63
  1908         108                 1.04            0.00            1.04
  1908         109                 0.33            0.00            0.33
  1908         110+                0.05            0.00            0.05
  1909           0            271424.64       283217.31       554641.95
  1909           1            265111.10       272106.07       537217.18
  1909           2            248886.90       252392.71       501279.62
  1909           3            241840.98       245863.15       487704.13
  1909           4            237454.19       241435.30       478889.50
  1909           5            241440.15       243252.00       484692.15
  1909           6            239110.58       242429.29       481539.87
  1909           7            226195.68       230170.51       456366.19
  1909           8            222978.84       225298.99       448277.83
  1909           9            220455.86       222096.05       442551.91
  1909          10            207658.28       208140.20       415798.49
  1909          11            209572.06       208801.77       418373.83
  1909          12            199674.35       200241.81       399916.16
  1909          13            194219.44       191955.14       386174.58
  1909          14            186738.56       177576.36       364314.92
  1909          15            182544.12       173998.45       356542.57
  1909          16            191658.58       179071.05       370729.63
  1909          17            184953.26       166538.04       351491.30
  1909          18            184023.42       153072.03       337095.45
  1909          19            174842.71       148868.81       323711.52
  1909          20            163576.79       155493.22       319070.01
  1909          21            170617.86       167159.72       337777.58
  1909          22            167748.21       158256.98       326005.19
  1909          23            173207.44       151836.62       325044.06
  1909          24            167489.32       149385.47       316874.79
  1909          25            151908.76       141549.00       293457.77
  1909          26            155122.75       142737.94       297860.69
  1909          27            146866.79       133928.57       280795.35
  1909          28            173460.09       151190.55       324650.64
  1909          29            161299.78       141232.53       302532.30
  1909          30            121644.06       115334.32       236978.37
  1909          31            133969.79       127131.46       261101.25
  1909          32            130499.84       122192.91       252692.74
  1909          33            137195.43       124494.55       261689.98
  1909          34            140870.21       125832.43       266702.64
  1909          35            127530.16       114694.03       242224.19
  1909          36            124962.14       114799.64       239761.78
  1909          37            118899.88       111222.39       230122.27
  1909          38            158381.17       144425.07       302806.24
  1909          39            147895.49       134932.94       282828.43
  1909          40             97207.75        94411.60       191619.35
  1909          41            103619.35        99396.82       203016.17
  1909          42            102367.76        96816.43       199184.19
  1909          43            118838.71       114462.88       233301.59
  1909          44            117957.87       112614.91       230572.78
  1909          45             99311.17        92821.20       192132.37
  1909          46            103040.80        95959.94       199000.74
  1909          47            100939.92        95933.99       196873.91
  1909          48            141771.25       127777.11       269548.36
  1909          49            133266.12       120091.68       253357.80
  1909          50             79076.48        78242.34       157318.82
  1909          51             81063.34        78744.30       159807.64
  1909          52             81103.14        74521.77       155624.91
  1909          53             92115.46        83639.24       175754.70
  1909          54             92630.39        85346.50       177976.89
  1909          55             80306.62        72966.76       153273.38
  1909          56             78523.45        70662.55       149186.00
  1909          57             75285.03        69299.20       144584.23
  1909          58            120260.85        99299.49       219560.34
  1909          59            116529.02        96163.76       212692.77
  1909          60             60899.21        59863.17       120762.38
  1909          61             62097.84        60426.11       122523.95
  1909          62             61759.23        58304.57       120063.80
  1909          63             69524.55        62978.07       132502.62
  1909          64             65637.26        60936.23       126573.49
  1909          65             53118.98        51641.72       104760.70
  1909          66             50909.67        47259.17        98168.84
  1909          67             45536.36        41407.28        86943.64
  1909          68             63594.09        53491.91       117086.00
  1909          69             59794.03        50242.87       110036.90
  1909          70             29264.68        28393.01        57657.68
  1909          71             27353.16        26744.28        54097.45
  1909          72             25141.45        24837.35        49978.80
  1909          73             27765.66        26171.41        53937.07
  1909          74             26809.02        24261.99        51071.01
  1909          75             21092.70        19525.47        40618.17
  1909          76             18537.27        17434.97        35972.25
  1909          77             16050.80        14557.88        30608.68
  1909          78             23023.13        16886.33        39909.46
  1909          79             22533.69        15945.47        38479.16
  1909          80             18695.91        13442.89        32138.80
  1909          81             15093.59        10860.42        25954.00
  1909          82             13370.28         9387.51        22757.79
  1909          83             11730.96         7927.81        19658.77
  1909          84             10106.07         6586.85        16692.93
  1909          85              8193.87         5157.57        13351.43
  1909          86              6558.17         3958.69        10516.86
  1909          87              5384.43         3105.13         8489.57
  1909          88              4451.67         2468.66         6920.33
  1909          89              3627.60         1936.77         5564.36
  1909          90              2679.59         1376.19         4055.78
  1909          91              1894.92          922.18         2817.10
  1909          92              1547.82          707.15         2254.96
  1909          93              1258.15          541.37         1799.52
  1909          94               999.96          421.45         1421.41
  1909          95               718.18          305.04         1023.22
  1909          96               494.48          202.91          697.39
  1909          97               352.37          132.50          484.86
  1909          98               235.02           80.52          315.53
  1909          99               172.86           55.75          228.61
  1909         100               118.62           32.87          151.49
  1909         101                62.38           14.41           76.79
  1909         102                45.05           11.47           56.52
  1909         103                28.28            6.42           34.70
  1909         104                17.47            2.88           20.36
  1909         105                10.58            1.09           11.67
  1909         106                 5.93            0.34            6.27
  1909         107                 3.03            0.00            3.03
  1909         108                 1.50            0.00            1.50
  1909         109                 0.49            0.00            0.49
  1909         110+                0.00            0.00            0.00
  1910           0            237119.63       246315.10       483434.74
  1910           1            242659.34       249261.24       491920.58
  1910           2            250504.19       256568.18       507072.38
  1910           3            240861.07       244003.47       484864.54
  1910           4            236971.62       240954.99       477926.61
  1910           5            234320.55       238253.95       472574.50
  1910           6            239173.91       240926.53       480100.44
  1910           7            237384.57       240710.63       478095.20
  1910           8            225002.86       228963.47       453966.33
  1910           9            222088.65       224391.72       446480.36
  1910          10            219676.12       221295.89       440972.02
  1910          11            206956.81       207444.46       414401.27
  1910          12            208911.24       208154.21       417065.45
  1910          13            198989.78       199613.78       398603.56
  1910          14            193465.70       191316.60       384782.30
  1910          15            185891.78       176886.25       362778.03
  1910          16            181613.87       173256.39       354870.26
  1910          17            190627.05       178188.17       368815.22
  1910          18            183841.46       165459.96       349301.42
  1910          19            182934.22       151936.36       334870.57
  1910          20            173721.04       147725.29       321446.33
  1910          21            162433.08       154374.73       316807.81
