Spain,  Deaths (Lexis triangle)	Last modified: 05 Oct 2018;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1931   99      1831       34.01       15.89       49.90
 1931  100      1831       27.35        8.56       35.91
 1931  100      1830       25.82        7.50       33.32
 1931  101      1830        9.29        2.14       11.43
 1931  101      1829        8.77        1.88       10.65
 1931  102      1829       12.90        2.14       15.04
 1931  102      1828       12.18        1.88       14.06
 1931  103      1828       11.87        0.54       12.41
 1931  103      1827       11.20        0.47       11.67
 1931  104      1827        3.61        0.54        4.15
 1931  104      1826        3.41        0.47        3.88
 1931  105      1826        4.13        1.61        5.74
 1931  105      1825        3.90        1.41        5.31
 1931  106      1825        3.10        0.54        3.64
 1931  106      1824        2.92        0.47        3.39
 1931  107      1824        1.55        0.00        1.55
 1931  107      1823        1.46        0.00        1.46
 1931  108      1823        1.03        0.54        1.57
 1931  108      1822        0.97        0.47        1.44
 1931  109      1822        0.52        1.07        1.59
 1931  109      1821        0.49        0.94        1.43
 1931  110+        .        1.01        1.01        2.02
 1932    0      1932    24601.30    30189.94    54791.24
 1932    0      1931    10901.68    13934.01    24835.69
 1932    1      1931     6705.58     7105.61    13811.19
 1932    1      1930     5054.14     5366.49    10420.63
 1932    2      1930     2564.55     2752.20     5316.75
 1932    2      1929     2447.08     2600.44     5047.52
 1932    3      1929     1380.39     1400.71     2781.10
 1932    3      1928     1348.75     1363.50     2712.25
 1932    4      1928      942.27      973.76     1916.03
 1932    4      1927      880.51      902.53     1783.04
 1932    5      1927      613.77      678.19     1291.96
 1932    5      1926      636.88      686.84     1323.72
 1932    6      1926      547.38      583.19     1130.57
 1932    6      1925      541.67      559.86     1101.53
 1932    7      1925      375.56      432.01      807.57
 1932    7      1924      382.25      427.79      810.04
 1932    8      1924      331.52      361.22      692.74
 1932    8      1923      337.97      357.95      695.92
 1932    9      1923      269.78      307.84      577.62
 1932    9      1922      270.23      299.85      570.08
 1932   10      1922      267.30      296.79      564.09
 1932   10      1921      284.76      302.86      587.62
 1932   11      1921      265.18      262.82      528.00
 1932   11      1920      276.84      262.50      539.34
 1932   12      1920      257.84      271.98      529.82
 1932   12      1919      265.10      267.41      532.51
 1932   13      1919      216.67      229.76      446.43
 1932   13      1918      241.03      243.33      484.36
 1932   14      1918      323.71      283.20      606.91
 1932   14      1917      343.77      287.32      631.09
 1932   15      1917      322.45      276.13      598.58
 1932   15      1916      344.03      293.39      637.42
 1932   16      1916      342.16      310.60      652.76
 1932   16      1915      381.53      343.29      724.82
 1932   17      1915      437.51      454.58      892.09
 1932   17      1914      458.83      469.50      928.33
 1932   18      1914      483.62      511.83      995.45
 1932   18      1913      525.13      550.86     1075.99
 1932   19      1913      441.91      513.63      955.54
 1932   19      1912      484.54      560.12     1044.66
 1932   20      1912      512.91      516.42     1029.33
 1932   20      1911      529.97      499.07     1029.04
 1932   21      1911      451.99      510.26      962.25
 1932   21      1910      480.48      510.25      990.73
 1932   22      1910      614.90      558.54     1173.44
 1932   22      1909      643.78      548.35     1192.13
 1932   23      1909      574.23      570.23     1144.46
 1932   23      1908      603.15      562.78     1165.93
 1932   24      1908      561.27      553.89     1115.16
 1932   24      1907      584.99      541.95     1126.94
 1932   25      1907      532.92      545.61     1078.53
 1932   25      1906      552.11      524.12     1076.23
 1932   26      1906      556.09      521.02     1077.11
 1932   26      1905      576.12      500.49     1076.61
 1932   27      1905      525.03      515.38     1040.41
 1932   27      1904      543.94      495.08     1039.02
 1932   28      1904      579.76      528.70     1108.46
 1932   28      1903      600.63      507.87     1108.50
 1932   29      1903      392.42      442.64      835.06
 1932   29      1902      406.55      425.20      831.75
 1932   30      1902      579.85      501.71     1081.56
 1932   30      1901      599.53      491.68     1091.21
 1932   31      1901      353.83      364.74      718.57
 1932   31      1900      365.84      357.45      723.29
 1932   32      1900      529.02      556.50     1085.52
 1932   32      1899      546.98      545.37     1092.35
 1932   33      1899      452.04      451.49      903.53
 1932   33      1898      467.38      442.46      909.84
 1932   34      1898      431.80      454.02      885.82
 1932   34      1897      446.46      444.95      891.41
 1932   35      1897      507.54      476.75      984.29
 1932   35      1896      531.32      485.51     1016.83
 1932   36      1896      501.17      493.17      994.34
 1932   36      1895      524.65      502.23     1026.88
 1932   37      1895      396.72      443.90      840.62
 1932   37      1894      415.30      452.06      867.36
 1932   38      1894      494.30      539.95     1034.25
 1932   38      1893      517.46      549.87     1067.33
 1932   39      1893      366.31      430.46      796.77
 1932   39      1892      383.47      438.37      821.84
 1932   40      1892      645.60      646.55     1292.15
 1932   40      1891      675.31      672.28     1347.59
 1932   41      1891      296.80      385.07      681.87
 1932   41      1890      310.46      400.40      710.86
 1932   42      1890      519.52      685.45     1204.97
 1932   42      1889      543.43      712.72     1256.15
 1932   43      1889      357.14      469.28      826.42
 1932   43      1888      373.57      487.95      861.52
 1932   44      1888      432.20      588.94     1021.14
 1932   44      1887      452.09      612.37     1064.46
 1932   45      1887      525.79      727.60     1253.39
 1932   45      1886      550.21      766.00     1316.21
 1932   46      1886      470.86      600.38     1071.24
 1932   46      1885      492.72      632.06     1124.78
 1932   47      1885      395.82      581.79      977.61
 1932   47      1884      414.19      612.49     1026.68
 1932   48      1884      525.30      754.03     1279.33
 1932   48      1883      549.69      793.81     1343.50
 1932   49      1883      388.46      565.15      953.61
 1932   49      1882      406.49      594.97     1001.46
 1932   50      1882      764.58      935.16     1699.74
 1932   50      1881      804.25      983.32     1787.57
 1932   51      1881      374.22      553.75      927.97
 1932   51      1880      393.64      582.27      975.91
 1932   52      1880      655.01      911.66     1566.67
 1932   52      1879      688.99      958.61     1647.60
 1932   53      1879      515.59      748.13     1263.72
 1932   53      1878      542.34      786.66     1329.00
 1932   54      1878      654.03      869.55     1523.58
 1932   54      1877      687.96      914.33     1602.29
 1932   55      1877      731.73      918.59     1650.32
 1932   55      1876      771.86      964.74     1736.60
 1932   56      1876      791.33      991.09     1782.42
 1932   56      1875      834.72     1040.89     1875.61
 1932   57      1875      608.15      879.39     1487.54
 1932   57      1874      641.50      923.57     1565.07
 1932   58      1874      878.27     1104.26     1982.53
 1932   58      1873      926.43     1159.74     2086.17
 1932   59      1873      653.58      919.07     1572.65
 1932   59      1872      689.42      965.25     1654.67
 1932   60      1872     1465.06     1479.38     2944.44
 1932   60      1871     1572.23     1563.06     3135.29
 1932   61      1871      632.31      824.92     1457.23
 1932   61      1870      678.56      871.58     1550.14
 1932   62      1870     1073.86     1357.77     2431.63
 1932   62      1869     1152.42     1434.57     2586.99
 1932   63      1869      914.57     1187.31     2101.88
 1932   63      1868      981.48     1254.47     2235.95
 1932   64      1868     1148.42     1319.67     2468.09
 1932   64      1867     1232.43     1394.32     2626.75
 1932   65      1867     1424.28     1553.88     2978.16
 1932   65      1866     1553.79     1656.30     3210.09
 1932   66      1866     1260.11     1482.90     2743.01
 1932   66      1865     1374.69     1580.64     2955.33
 1932   67      1865     1154.02     1438.65     2592.67
 1932   67      1864     1258.95     1533.48     2792.43
 1932   68      1864     1389.72     1473.17     2862.89
 1932   68      1863     1516.08     1570.27     3086.35
 1932   69      1863      904.40     1116.31     2020.71
 1932   69      1862      986.63     1189.88     2176.51
 1932   70      1862     2224.83     2015.60     4240.43
 1932   70      1861     2452.56     2164.87     4617.43
 1932   71      1861      917.62     1074.63     1992.25
 1932   71      1860     1011.55     1154.21     2165.76
 1932   72      1860     1755.99     1885.33     3641.32
 1932   72      1859     1935.73     2024.95     3960.68
 1932   73      1859     1361.63     1514.37     2876.00
 1932   73      1858     1501.01     1626.51     3127.52
 1932   74      1858     1495.32     1508.55     3003.87
 1932   74      1857     1648.37     1620.27     3268.64
 1932   75      1857     1706.38     1553.25     3259.63
 1932   75      1856     1903.04     1685.06     3588.10
 1932   76      1856     1464.85     1402.93     2867.78
 1932   76      1855     1633.67     1521.99     3155.66
 1932   77      1855     1276.46     1328.26     2604.72
 1932   77      1854     1423.58     1440.98     2864.56
 1932   78      1854     1657.98     1469.42     3127.40
 1932   78      1853     1849.06     1594.12     3443.18
 1932   79      1853      941.45      859.49     1800.94
 1932   79      1852     1049.95      932.43     1982.38
 1932   80      1852     2156.72     1443.10     3599.82
 1932   80      1851     2406.25     1561.18     3967.43
 1932   81      1851      808.41      670.65     1479.06
 1932   81      1850      901.95      725.52     1627.47
 1932   82      1850     1360.16     1058.08     2418.24
 1932   82      1849     1517.53     1144.66     2662.19
 1932   83      1849      917.53      760.39     1677.92
 1932   83      1848     1023.69      822.61     1846.30
 1932   84      1848     1184.15      817.32     2001.47
 1932   84      1847     1321.16      884.20     2205.36
 1932   85      1847     1018.96      674.07     1693.03
 1932   85      1846     1116.98      713.06     1830.04
 1932   86      1846      849.46      550.58     1400.04
 1932   86      1845      931.16      582.42     1513.58
 1932   87      1845      640.20      423.67     1063.87
 1932   87      1844      701.78      448.18     1149.96
 1932   88      1844      644.51      394.88     1039.39
 1932   88      1843      706.51      417.71     1124.22
 1932   89      1843      405.57      230.87      636.44
 1932   89      1842      444.59      244.23      688.82
 1932   90      1842      563.21      265.77      828.98
 1932   90      1841      599.11      272.61      871.72
 1932   91      1841      185.79      100.16      285.95
 1932   91      1840      197.63      102.74      300.37
 1932   92      1840      259.72      132.39      392.11
 1932   92      1839      276.27      135.80      412.07
 1932   93      1839      163.90       76.85      240.75
 1932   93      1838      174.35       78.83      253.18
 1932   94      1838      163.90       65.45      229.35
 1932   94      1837      174.35       67.14      241.49
 1932   95      1837      148.36       56.91      205.27
 1932   95      1836      151.75       55.59      207.34
 1932   96      1836      115.61       50.30      165.91
 1932   96      1835      118.25       49.14      167.39
 1932   97      1835       82.37       24.90      107.27
 1932   97      1834       84.25       24.32      108.57
 1932   98      1834       68.48       18.29       86.77
 1932   98      1833       70.04       17.87       87.91
 1932   99      1833       40.19       10.16       50.35
 1932   99      1832       41.11        9.93       51.04
 1932  100      1832       24.80        6.43       31.23
 1932  100      1831       23.38        5.63       29.01
 1932  101      1831        8.78        3.21       11.99
 1932  101      1830        8.28        2.81       11.09
 1932  102      1830        8.27        1.07        9.34
 1932  102      1829        7.79        0.94        8.73
 1932  103      1829        2.58        0.54        3.12
 1932  103      1828        2.44        0.47        2.91
 1932  104      1828        5.17        1.07        6.24
 1932  104      1827        4.87        0.94        5.81
 1932  105      1827        1.55        1.07        2.62
 1932  105      1826        1.46        0.94        2.40
 1932  106      1826        2.07        0.00        2.07
 1932  106      1825        1.95        0.00        1.95
 1932  107      1825        1.03        0.00        1.03
 1932  107      1824        0.97        0.00        0.97
 1932  108      1824        0.00        0.00        0.00
 1932  108      1823        0.00        0.00        0.00
 1932  109      1823        0.00        0.00        0.00
 1932  109      1822        0.00        0.00        0.00
 1932  110+        .        6.01        0.00        6.01
 1933    0      1933    24716.93    29577.01    54293.94
 1933    0      1932    11294.27    14003.40    25297.67
 1933    1      1932     6446.11     6792.35    13238.46
 1933    1      1931     4686.83     4943.27     9630.10
 1933    2      1931     2474.34     2619.00     5093.34
 1933    2      1930     2416.74     2546.92     4963.66
 1933    3      1930     1334.58     1440.89     2775.47
 1933    3      1929     1273.79     1360.65     2634.44
 1933    4      1929      930.44      963.12     1893.56
 1933    4      1928      909.35      936.99     1846.34
 1933    5      1928      637.45      724.62     1362.07
 1933    5      1927      623.15      686.18     1309.33
 1933    6      1927      505.48      569.58     1075.06
 1933    6      1926      524.65      576.51     1101.16
 1933    7      1926      387.76      459.02      846.78
 1933    7      1925      383.83      440.40      824.23
 1933    8      1925      304.38      379.48      683.86
 1933    8      1924      309.89      375.56      685.45
 1933    9      1924      293.72      319.90      613.62
 1933    9      1923      299.51      316.82      616.33
 1933   10      1923      262.72      300.79      563.51
 1933   10      1922      280.40      306.84      587.24
 1933   11      1922      259.54      272.04      531.58
 1933   11      1921      276.57      277.44      554.01
 1933   12      1921      272.05      297.06      569.11
 1933   12      1920      284.09      296.54      580.63
 1933   13      1920      283.07      269.05      552.12
 1933   13      1919      291.12      264.38      555.50
 1933   14      1919      276.99      279.12      556.11
 1933   14      1918      308.22      295.43      603.65
 1933   15      1918      313.25      285.55      598.80
 1933   15      1917      332.08      300.03      632.11
 1933   16      1917      357.74      333.60      691.34
 1933   16      1916      381.78      354.25      736.03
 1933   17      1916      378.97      403.06      782.03
 1933   17      1915      422.69      445.23      867.92
 1933   18      1915      492.47      538.30     1030.77
 1933   18      1914      516.61      555.65     1072.26
 1933   19      1914      423.67      495.16      918.83
 1933   19      1913      460.15      532.61      992.76
 1933   20      1913      476.10      515.37      991.47
 1933   20      1912      506.92      516.41     1023.33
 1933   21      1912      441.03      529.96      970.99
 1933   21      1911      455.82      511.85      967.67
 1933   22      1911      549.77      553.15     1102.92
 1933   22      1910      584.57      552.83     1137.40
 1933   23      1910      554.57      569.88     1124.45
 1933   23      1909      580.77      559.16     1139.93
 1933   24      1909      579.55      560.83     1140.38
 1933   24      1908      608.90      553.18     1162.08
 1933   25      1908      537.38      527.94     1065.32
 1933   25      1907      556.88      506.85     1063.73
 1933   26      1907      565.43      549.43     1114.86
 1933   26      1906      585.95      527.47     1113.42
 1933   27      1906      536.39      528.45     1064.84
 1933   27      1905      555.86      507.34     1063.20
 1933   28      1905      562.97      559.15     1122.12
 1933   28      1904      583.40      536.81     1120.21
 1933   29      1904      425.67      495.71      921.38
 1933   29      1903      441.12      475.91      917.03
 1933   30      1903      646.79      577.47     1224.26
 1933   30      1902      668.92      565.60     1234.52
 1933   31      1902      337.93      346.48      684.41
 1933   31      1901      349.49      339.36      688.85
 1933   32      1901      512.80      523.27     1036.07
 1933   32      1900      530.35      512.52     1042.87
 1933   33      1900      550.73      591.66     1142.39
 1933   33      1899      569.58      579.50     1149.08
 1933   34      1899      418.71      457.93      876.64
 1933   34      1898      433.04      448.51      881.55
 1933   35      1898      506.63      504.38     1011.01
 1933   35      1897      530.51      513.36     1043.87
 1933   36      1897      465.02      515.32      980.34
 1933   36      1896      486.94      524.48     1011.42
 1933   37      1896      441.53      496.43      937.96
 1933   37      1895      462.34      505.26      967.60
 1933   38      1895      537.47      599.30     1136.77
 1933   38      1894      562.80      609.96     1172.76
 1933   39      1894      379.36      455.69      835.05
 1933   39      1893      397.24      463.79      861.03
 1933   40      1893      713.49      697.75     1411.24
 1933   40      1892      746.52      725.09     1471.61
 1933   41      1892      311.45      416.98      728.43
 1933   41      1891      325.86      433.31      759.17
 1933   42      1891      543.57      668.73     1212.30
 1933   42      1890      568.73      694.94     1263.67
 1933   43      1890      406.45      537.94      944.39
 1933   43      1889      425.26      559.02      984.28
 1933   44      1889      465.21      637.26     1102.47
 1933   44      1888      486.75      662.24     1148.99
 1933   45      1888      594.86      763.21     1358.07
 1933   45      1887      622.65      803.01     1425.66
 1933   46      1887      486.66      650.83     1137.49
 1933   46      1886      509.39      684.77     1194.16
 1933   47      1886      415.67      622.49     1038.16
 1933   47      1885      435.08      654.95     1090.03
 1933   48      1885      565.00      776.40     1341.40
 1933   48      1884      591.39      816.89     1408.28
 1933   49      1884      402.45      626.40     1028.85
 1933   49      1883      421.25      659.07     1080.32
 1933   50      1883      810.57      990.04     1800.61
 1933   50      1882      852.86     1040.43     1893.29
 1933   51      1882      398.45      541.71      940.16
 1933   51      1881      419.24      569.28      988.52
 1933   52      1881      665.06      911.33     1576.39
 1933   52      1880      699.75      957.71     1657.46
 1933   53      1880      550.31      816.97     1367.28
 1933   53      1879      579.02      858.55     1437.57
 1933   54      1879      671.90      884.93     1556.83
 1933   54      1878      706.95      929.96     1636.91
 1933   55      1878      758.21     1012.18     1770.39
 1933   55      1877      800.00     1062.41     1862.41
 1933   56      1877      780.64      987.23     1767.87
 1933   56      1876      823.67     1036.23     1859.90
 1933   57      1876      630.46      843.40     1473.86
 1933   57      1875      665.21      885.26     1550.47
 1933   58      1875      940.57     1155.02     2095.59
 1933   58      1874      992.41     1212.35     2204.76
 1933   59      1874      643.14      952.49     1595.63
 1933   59      1873      678.59      999.77     1678.36
 1933   60      1873     1480.79     1611.87     3092.66
 1933   60      1872     1589.54     1702.06     3291.60
 1933   61      1872      650.02      820.32     1470.34
 1933   61      1871      697.76      866.22     1563.98
 1933   62      1871     1113.49     1368.02     2481.51
 1933   62      1870     1195.27     1444.56     2639.83
 1933   63      1870      991.22     1277.79     2269.01
 1933   63      1869     1064.02     1349.29     2413.31
 1933   64      1869     1148.77     1302.66     2451.43
 1933   64      1868     1233.14     1375.55     2608.69
 1933   65      1868     1413.57     1561.85     2975.42
 1933   65      1867     1542.52     1663.84     3206.36
 1933   66      1867     1205.61     1436.11     2641.72
 1933   66      1866     1315.59     1529.88     2845.47
 1933   67      1866     1142.36     1422.03     2564.39
 1933   67      1865     1246.56     1514.88     2761.44
 1933   68      1865     1389.61     1550.69     2940.30
 1933   68      1864     1516.37     1651.94     3168.31
 1933   69      1864      871.14     1141.41     2012.55
 1933   69      1863      950.61     1215.94     2166.55
 1933   70      1863     2296.60     1985.64     4282.24
 1933   70      1862     2532.35     2131.45     4663.80
 1933   71      1862      934.56     1057.62     1992.18
 1933   71      1861     1030.49     1135.29     2165.78
 1933   72      1861     1710.89     1791.72     3502.61
 1933   72      1860     1886.52     1923.29     3809.81
 1933   73      1860     1439.25     1665.98     3105.23
 1933   73      1859     1586.99     1788.32     3375.31
 1933   74      1859     1536.47     1571.20     3107.67
 1933   74      1858     1694.19     1686.58     3380.77
 1933   75      1858     1823.14     1619.34     3442.48
 1933   75      1857     2033.81     1755.75     3789.56
 1933   76      1857     1553.62     1360.04     2913.66
 1933   76      1856     1733.15     1474.60     3207.75
 1933   77      1856     1324.84     1293.65     2618.49
 1933   77      1855     1477.93     1402.62     2880.55
 1933   78      1855     1771.04     1470.69     3241.73
 1933   78      1854     1975.68     1594.57     3570.25
 1933   79      1854     1006.54      915.99     1922.53
 1933   79      1853     1122.85      993.15     2116.00
 1933   80      1853     2187.87     1508.00     3695.87
 1933   80      1852     2441.67     1630.45     4072.12
 1933   81      1852      765.28      665.35     1430.63
 1933   81      1851      854.05      719.38     1573.43
 1933   82      1851     1325.98      972.25     2298.23
 1933   82      1850     1479.80     1051.20     2531.00
 1933   83      1850     1038.53      779.05     1817.58
 1933   83      1849     1159.00      842.31     2001.31
 1933   84      1849     1302.78      915.40     2218.18
 1933   84      1848     1453.90      989.73     2443.63
 1933   85      1848     1120.85      684.32     1805.17
 1933   85      1847     1228.99      723.48     1952.47
 1933   86      1847      877.56      527.86     1405.42
 1933   86      1846      962.23      558.07     1520.30
 1933   87      1846      686.37      414.29     1100.66
 1933   87      1845      752.59      438.00     1190.59
 1933   88      1845      659.13      411.86     1070.99
 1933   88      1844      722.72      435.43     1158.15
 1933   89      1844      430.18      243.22      673.40
 1933   89      1843      471.68      257.13      728.81
 1933   90      1843      669.49      262.42      931.91
 1933   90      1842      712.36      269.01      981.37
 1933   91      1842      183.52      109.92      293.44
 1933   91      1841      195.27      112.68      307.95
 1933   92      1841      265.08      107.94      373.02
 1933   92      1840      282.05      110.65      392.70
 1933   93      1840      213.13       98.03      311.16
 1933   93      1839      226.78      100.50      327.28
 1933   94      1839      155.36       71.79      227.15
 1933   94      1838      165.30       73.60      238.90
 1933   95      1838      147.60       56.82      204.42
 1933   95      1837      151.01       55.48      206.49
 1933   96      1837      128.29       48.20      176.49
 1933   96      1836      131.25       47.06      178.31
 1933   97      1836       82.22       28.92      111.14
 1933   97      1835       84.12       28.23      112.35
 1933   98      1835       89.65       31.96      121.61
 1933   98      1834       91.72       31.21      122.93
 1933   99      1834       50.52       12.68       63.20
 1933   99      1833       51.69       12.38       64.07
 1933  100      1833       38.68        7.49       46.17
 1933  100      1832       36.47        6.55       43.02
 1933  101      1832        8.77        1.60       10.37
 1933  101      1831        8.27        1.40        9.67
 1933  102      1831       11.35        1.60       12.95
 1933  102      1830       10.70        1.40       12.10
 1933  103      1830       10.32        2.14       12.46
 1933  103      1829        9.73        1.87       11.60
 1933  104      1829        3.61        0.53        4.14
 1933  104      1828        3.40        0.47        3.87
 1933  105      1828        4.64        0.00        4.64
 1933  105      1827        4.38        0.00        4.38
 1933  106      1827        3.09        1.07        4.16
 1933  106      1826        2.92        0.94        3.86
 1933  107      1826        1.55        0.00        1.55
 1933  107      1825        1.46        0.00        1.46
 1933  108      1825        0.52        0.00        0.52
 1933  108      1824        0.49        0.00        0.49
 1933  109      1824        0.52        0.00        0.52
 1933  109      1823        0.49        0.00        0.49
 1933  110+        .        2.01        1.00        3.01
 1934    0      1934    23350.99    28204.72    51555.71
 1934    0      1933    10982.44    13788.86    24771.30
 1934    1      1933     6404.75     6916.70    13321.45
 1934    1      1932     4780.12     5179.11     9959.23
 1934    2      1932     2274.52     2481.46     4755.98
 1934    2      1931     2143.70     2324.35     4468.05
 1934    3      1931     1282.90     1313.45     2596.35
 1934    3      1930     1251.97     1277.15     2529.12
 1934    4      1930      900.92      930.82     1831.74
 1934    4      1929      859.15      878.88     1738.03
 1934    5      1929      650.61      672.87     1323.48
 1934    5      1928      664.43      669.10     1333.53
 1934    6      1928      524.81      552.68     1077.49
 1934    6      1927      512.59      523.30     1035.89
 1934    7      1927      349.84      419.54      769.38
 1934    7      1926      362.80      424.59      787.39
 1934    8      1926      357.29      371.40      728.69
 1934    8      1925      353.36      356.29      709.65
 1934    9      1925      274.78      335.49      610.27
 1934    9      1924      279.51      331.98      611.49
 1934   10      1924      262.43      314.26      576.69
 1934   10      1923      284.83      326.11      610.94
 1934   11      1923      245.44      285.21      530.65
 1934   11      1922      261.73      290.92      552.65
 1934   12      1922      263.12      299.66      562.78
 1934   12      1921      280.14      305.58      585.72
 1934   13      1921      277.14      270.76      547.90
 1934   13      1920      289.17      270.25      559.42
 1934   14      1920      320.83      319.46      640.29
 1934   14      1919      329.67      313.88      643.55
 1934   15      1919      272.25      278.61      550.86
 1934   15      1918      302.08      305.56      607.64
 1934   16      1918      325.15      301.03      626.18
 1934   16      1917      344.40      316.26      660.66
 1934   17      1917      377.88      399.68      777.56
 1934   17      1916      402.93      424.37      827.30
 1934   18      1916      440.39      493.16      933.55
 1934   18      1915      490.77      544.69     1035.46
 1934   19      1915      423.81      490.96      914.77
 1934   19      1914      444.20      506.73      950.93
 1934   20      1914      477.85      523.35     1001.20
 1934   20      1913      503.42      517.50     1020.92
 1934   21      1913      415.24      538.48      953.72
 1934   21      1912      441.74      539.51      981.25
 1934   22      1912      525.65      587.71     1113.36
 1934   22      1911      542.82      567.57     1110.39
 1934   23      1911      567.16      551.23     1118.39
 1934   23      1910      602.55      550.85     1153.40
 1934   24      1910      542.71      561.88     1104.59
 1934   24      1909      567.86      551.24     1119.10
 1934   25      1909      540.04      532.39     1072.43
 1934   25      1908      563.51      515.49     1079.00
 1934   26      1908      539.72      518.78     1058.50
 1934   26      1907      558.82      497.99     1056.81
 1934   27      1907      514.60      497.27     1011.87
 1934   27      1906      532.82      477.34     1010.16
 1934   28      1906      535.78      586.37     1122.15
 1934   28      1905      554.75      562.88     1117.63
 1934   29      1905      427.44      469.10      896.54
 1934   29      1904      442.57      450.31      892.88
 1934   30      1904      561.46      525.86     1087.32
 1934   30      1903      580.18      514.99     1095.17
 1934   31      1903      326.33      383.87      710.20
 1934   31      1902      337.21      375.94      713.15
 1934   32      1902      493.93      501.01      994.94
 1934   32      1901      510.39      490.66     1001.05
 1934   33      1901      466.82      512.17      978.99
 1934   33      1900      482.38      501.59      983.97
 1934   34      1900      490.97      540.06     1031.03
 1934   34      1899      507.34      528.90     1036.24
 1934   35      1899      488.37      493.98      982.35
 1934   35      1898      510.95      502.71     1013.66
 1934   36      1898      461.43      475.08      936.51
 1934   36      1897      482.76      483.47      966.23
 1934   37      1897      386.97      480.05      867.02
 1934   37      1896      404.86      488.54      893.40
 1934   38      1896      530.00      583.03     1113.03
 1934   38      1895      554.51      593.33     1147.84
 1934   39      1895      383.05      469.11      852.16
 1934   39      1894      400.76      477.40      878.16
 1934   40      1894      621.86      703.42     1325.28
 1934   40      1893      650.09      730.90     1380.99
 1934   41      1893      329.79      414.47      744.26
 1934   41      1892      344.77      430.66      775.43
 1934   42      1892      504.74      663.05     1167.79
 1934   42      1891      527.65      688.96     1216.61
 1934   43      1891      383.70      493.72      877.42
 1934   43      1890      401.12      513.01      914.13
 1934   44      1890      458.18      663.05     1121.23
 1934   44      1889      478.98      688.96     1167.94
 1934   45      1889      547.75      768.43     1316.18
 1934   45      1888      572.84      808.41     1381.25
 1934   46      1888      479.65      638.32     1117.97
 1934   46      1887      501.62      671.53     1173.15
 1934   47      1887      414.49      585.00      999.49
 1934   47      1886      433.48      615.44     1048.92
 1934   48      1886      553.63      753.75     1307.38
 1934   48      1885      578.99      792.98     1371.97
 1934   49      1885      398.81      612.88     1011.69
 1934   49      1884      417.08      644.78     1061.86
 1934   50      1884      738.33      929.92     1668.25
 1934   50      1883      776.18      977.14     1753.32
 1934   51      1883      353.28      553.55      906.83
 1934   51      1882      371.39      581.66      953.05
 1934   52      1882      616.17      899.09     1515.26
 1934   52      1881      647.76      944.74     1592.50
 1934   53      1881      515.02      759.60     1274.62
 1934   53      1880      541.42      798.17     1339.59
 1934   54      1880      665.03      921.11     1586.14
 1934   54      1879      699.13      967.88     1667.01
 1934   55      1879      709.45      975.55     1685.00
 1934   55      1878      747.92     1023.86     1771.78
 1934   56      1878      774.84      973.59     1748.43
 1934   56      1877      816.85     1021.80     1838.65
 1934   57      1877      630.90      881.52     1512.42
 1934   57      1876      665.10      925.17     1590.27
 1934   58      1876      883.16     1088.68     1971.84
 1934   58      1875      931.04     1142.59     2073.63
 1934   59      1875      660.17      981.92     1642.09
 1934   59      1874      695.97     1030.54     1726.51
 1934   60      1874     1494.39     1534.02     3028.41
 1934   60      1873     1602.77     1619.67     3222.44
 1934   61      1873      621.94      825.60     1447.54
 1934   61      1872      667.04      871.69     1538.73
 1934   62      1872     1076.54     1354.84     2431.38
 1934   62      1871     1154.62     1430.48     2585.10
 1934   63      1871     1018.02     1245.47     2263.49
 1934   63      1870     1091.86     1315.01     2406.87
 1934   64      1870     1191.16     1478.85     2670.01
 1934   64      1869     1277.55     1561.42     2838.97
 1934   65      1869     1375.24     1557.70     2932.94
 1934   65      1868     1499.41     1659.22     3158.63
 1934   66      1868     1198.78     1330.24     2529.02
 1934   66      1867     1307.02     1416.94     2723.96
 1934   67      1867     1152.75     1356.97     2509.72
 1934   67      1866     1256.83     1445.41     2702.24
 1934   68      1866     1407.85     1579.57     2987.42
 1934   68      1865     1534.96     1682.52     3217.48
 1934   69      1865      975.81     1162.56     2138.37
 1934   69      1864     1063.91     1238.33     2302.24
 1934   70      1864     2280.57     2106.38     4386.95
 1934   70      1863     2512.52     2260.80     4773.32
 1934   71      1863      900.88     1051.98     1952.86
 1934   71      1862      992.50     1129.10     2121.60
 1934   72      1862     1642.47     1779.12     3421.59
 1934   72      1861     1809.52     1909.55     3719.07
 1934   73      1861     1364.43     1516.73     2881.16
 1934   73      1860     1503.20     1627.92     3131.12
 1934   74      1860     1769.80     1828.01     3597.81
 1934   74      1859     1949.81     1962.03     3911.84
 1934   75      1859     1829.16     1706.33     3535.49
 1934   75      1858     2038.78     1849.85     3888.63
 1934   76      1858     1555.67     1458.78     3014.45
 1934   76      1857     1733.94     1581.48     3315.42
 1934   77      1857     1320.56     1255.54     2576.10
 1934   77      1856     1471.90     1361.15     2833.05
 1934   78      1856     1704.03     1469.38     3173.41
 1934   78      1855     1899.31     1592.97     3492.28
 1934   79      1855     1028.58      955.99     1984.57
 1934   79      1854     1146.45     1036.40     2182.85
 1934   80      1854     2284.67     1482.61     3767.28
 1934   80      1853     2547.51     1602.82     4150.33
 1934   81      1853      829.32      667.51     1496.83
 1934   81      1852      924.73      721.63     1646.36
 1934   82      1852     1311.75     1005.61     2317.36
 1934   82      1851     1462.66     1087.14     2549.80
