Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;94;11;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;379;84;13
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;23;17;1
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;86;7;10
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;138;3;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;135;15;9
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;38;26;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra l’honor;Injúria;2;1;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;4;3;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;1;3
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Amenaces;35;32;10
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Coaccions;3;3;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Detenció il·legal;2;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;2;2;1
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;3;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'Administració de justícia;Trencament de condemna;7;7;2
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra les relacions familiars;Contra els drets i deures familiars;3;4;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;;1
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;6;6;8
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;3;3;4
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Dels delictes contra la seguretat col·lectiva;Incendi;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Badalona;Faltes contra el patrimoni;Faltes contra el patrimoni;;3;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;De l’homicidi i les seves formes;Homicidi temptativa;1;;1
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;De les falsedats;Falsificació de moneda i efectes timbrats;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;De les lesions;Lesions;39;35;11
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;5;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;5;;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;103;6;1
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;76;13;1
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;201;22;4
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;4;4;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;3;2;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;82;10;4
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;82;1;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;25;10;3
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;16;9;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;4;;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat;Amenaces;20;17;3
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat;Coaccions;11;10;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;2;2;2
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat i la indemnitat sexuals;Assetjament sexual;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'Administració de justícia;Trencament de condemna;4;4;1
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra les relacions familiars;Contra els drets i deures familiars;4;4;
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;7;6;5
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;4;3;9
1;gener;2016;RP  Metropolitana Nord;ABP Cerdanyola;Dels delictes contra la seguretat col·lectiva;Incendi;1;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;De l’homicidi i les seves formes;Homicidi per imprudència;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;De les falsedats;De la usurpació de l'estat civil;3;1;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;De les falsedats;Falsedats documentals;3;2;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;De les falsedats;Falsificació de moneda i efectes timbrats;1;2;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;De les falsedats;Usurpació de funcions públiques i intrusisme;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;De les lesions;Lesions;62;61;10
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;3;3;1
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;8;4;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;166;12;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;132;17;2
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Extorsió;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;347;40;3
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;4;3;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;2;2;2
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;264;27;5
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;103;6;2
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;31;5;3
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;22;5;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;3;3;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra l’honor;Injúria;3;2;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat;Amenaces;33;28;6
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat;Coaccions;9;9;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;6;4;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'Administració de justícia;Trencament de condemna;3;5;1
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'ordre públic;Organitzacions i grups criminals;;;2
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;6;6;9
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;6;6;6
1;gener;2016;RP  Metropolitana Nord;ABP Granollers;Faltes contra el patrimoni;Faltes contra el patrimoni;;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;De l’homicidi i les seves formes;Homicidi per imprudència;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;De les falsedats;De la usurpació de l'estat civil;3;;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;De les falsedats;Falsificació de moneda i efectes timbrats;4;2;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;De les lesions;Lesions;35;32;7
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;6;7;2
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;9;5;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;99;8;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;67;14;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;269;44;3
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;12;10;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;2;2;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;91;7;3
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;59;4;4
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;51;8;6
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;17;11;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat;Amenaces;22;18;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat;Coaccions;6;3;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat;Detenció il·legal;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;2;2;1
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Dels delictes contra els drets dels treballadors;Contra els drets dels treballadors;;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;1;3;3
1;gener;2016;RP  Metropolitana Nord;ABP Mataró;Faltes contra el patrimoni;Faltes contra el patrimoni;;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;De les falsedats;De la usurpació de l'estat civil;2;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;De les falsedats;Falsedats documentals;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;De les lesions;Lesions;20;16;3
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;5;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;4;4;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;83;6;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;45;9;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Extorsió;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;119;25;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;8;6;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;3;4;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;76;9;3
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;13;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;20;10;3
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;7;2;1
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat;Amenaces;19;18;3
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat;Coaccions;5;5;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;2;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'Administració de justícia;Trencament de condemna;2;2;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'ordre públic;Organitzacions i grups criminals;;;1
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;3;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Mollet del Vallès;Faltes contra el patrimoni;Faltes contra el patrimoni;;1;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;De les falsedats;Falsedats documentals;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;De les falsedats;Falsificació de moneda i efectes timbrats;;1;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;De les lesions;Lesions;24;21;6
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;6;6;1
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;67;11;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;62;6;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;115;7;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;3;2;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;61;6;4
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;33;;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;11;3;4
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;11;4;1
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat;Amenaces;16;13;4
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat;Coaccions;2;3;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;3;7;2
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra l'Administració de justícia;Trencament de condemna;6;6;2
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra l'ordre públic;Organitzacions i grups criminals;;;1
1;gener;2016;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;1;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;De les falsedats;Falsedats documentals;2;1;1
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;De les falsedats;Falsificació de moneda i efectes timbrats;;1;
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;De les falsedats;Usurpació de funcions públiques i intrusisme;1;;
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;De les lesions;Lesions;48;42;11
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;4;2
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;10;5;
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;98;9;
1;gener;2016;RP  Metropolitana Nord;ABP Rubí;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;76;14;1
