Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;De l’omissió del deure d’auxili;Omissió del deure de socors;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;De les falsedats;Falsedats documentals;5;4;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;De les falsedats;Usurpació de funcions públiques i intrusisme;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;De les lesions;Lesions;25;22;10
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;3;4;2
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;5;5;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;28;2;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;19;6;1
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;40;12;5
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;2
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;115;17;16
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;20;1;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;37;10;6
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;14;5;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra la llibertat;Amenaces;5;5;2
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra la llibertat;Coaccions;2;2;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra la llibertat;Detenció il·legal;2;1;1
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra la llibertat i la indemnitat sexuals;Relatius a la prostitució;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;2;2;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra l'Administració de justícia;Trencament de condemna;2;2;1
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra les relacions familiars;Contra els drets i deures familiars;3;3;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra l'ordre públic;Desordres públics;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;6;6;6
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;4;4;4
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Faltes contra el patrimoni;Faltes contra el patrimoni;220;27;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Faltes contra els interessos generals;Faltes contra els interessos generals;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Faltes contra les persones;Faltes contra les persones;56;46;
1;gener;2013;RP  Metropolitana Nord;ABP Arenys de Mar;Faltes contra l'ordre públic;Faltes contra l'ordre públic;3;3;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;De les falsedats;De la usurpació de l'estat civil;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;De les falsedats;Falsedats documentals;4;4;1
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;De les lesions;Lesions;29;26;14
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;7;7;3
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;1;2;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;51;4;1
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;24;7;4
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;81;8;13
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;23;17;21
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;9;7;6
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;118;19;33
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;162;10;10
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;171;17;18
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;28;14;1
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Amenaces;20;16;6
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Coaccions;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Detenció il·legal;3;3;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat i la indemnitat sexuals;Relatius a la prostitució;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'Administració de justícia;Trencament de condemna;6;5;6
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra les relacions familiars;Contra els drets i deures familiars;5;5;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'ordre públic;Organitzacions i grups criminals;;;3
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;6;7;6
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;2;2
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Faltes contra el patrimoni;Faltes contra el patrimoni;501;90;8
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Faltes contra els interessos generals;Faltes contra els interessos generals;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Faltes contra les persones;Faltes contra les persones;54;49;
1;gener;2013;RP  Metropolitana Nord;ABP Badalona;Faltes contra l'ordre públic;Faltes contra l'ordre públic;8;7;
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;De l’homicidi i les seves formes;Homicidi temptativa;;;1
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;De les falsedats;Falsedats documentals;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;De les falsedats;Usurpació de funcions públiques i intrusisme;1;;
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;De les lesions;Lesions;17;17;6
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;3;3;
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;10;2;
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;1;
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;16;5;2
1;gener;2013;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;57;11;12
