Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
1;gener;2018;RP  Metropolitana Nord;ABP Arenys de Mar;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;3;4;3
1;gener;2018;RP  Metropolitana Nord;ABP Arenys de Mar;Dels delictes contra la seguretat col·lectiva;Incendi;1;1;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De l’homicidi i les seves formes;Homicidi per imprudència;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De l’homicidi i les seves formes;Homicidi temptativa;1;1;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De les falsedats;De la usurpació de l'estat civil;2;1;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De les falsedats;Falsedats documentals;9;7;2
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De les falsedats;Falsificació de moneda i efectes timbrats;4;4;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De les falsedats;Usurpació de funcions públiques i intrusisme;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De les lesions;Lesions;69;58;25
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;8;8;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;18;11;2
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;154;14;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;3;6;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;185;13;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;401;82;6
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;35;34;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;3;3;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;76;15;16
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;148;3;10
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;132;20;16
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;29;21;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;6;2;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;4;3;2
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Amenaces;31;30;7
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat;Coaccions;5;4;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;2;1;2
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;2;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;1;1;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;2;2;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'Administració de justícia;Trencament de condemna;4;2;2
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'Administració pública;Fraus i exaccions il·legals;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra les relacions familiars;Contra els drets i deures familiars;6;5;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'ordre públic;Desordres públics;2;2;
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'ordre públic;Organitzacions i grups criminals;;;1
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;9;8;7
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;8;8;6
1;gener;2018;RP  Metropolitana Nord;ABP Badalona;Dels delictes contra la seguretat col·lectiva;Incendi;1;2;1
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;De les falsedats;De la usurpació de l'estat civil;2;2;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;De les falsedats;Falsedats documentals;3;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;De les lesions;Lesions;39;34;5
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;4;1
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;10;2;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;130;7;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;2;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;98;12;3
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;170;15;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;13;12;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;3;3;1
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;81;24;9
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;45;3;3
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;22;7;6
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;28;12;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat;Amenaces;15;13;2
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat;Coaccions;3;3;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat;Detenció il·legal;1;1;1
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;1;2;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'Administració de justícia;Trencament de condemna;7;7;3
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'Administració pública;Prevaricació de funcionaris públics;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'ordre públic;Organitzacions i grups criminals;;;2
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;7;6;5
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;2;1
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Dels delictes contra la seguretat col·lectiva;Incendi;;1;1
1;gener;2018;RP  Metropolitana Nord;ABP Cerdanyola;Faltes contra el patrimoni;Faltes contra el patrimoni;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;De l’homicidi i les seves formes;Homicidi temptativa;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;De les falsedats;De la usurpació de l'estat civil;9;3;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;De les falsedats;Falsedats documentals;3;2;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;De les falsedats;Falsificació de moneda i efectes timbrats;2;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;De les falsedats;Usurpació de funcions públiques i intrusisme;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;De les lesions;Lesions;59;56;10
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;6;6;1
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;8;6;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;171;14;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;222;20;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Extorsió;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;370;40;13
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;8;7;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;3;3;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;272;24;9
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;78;3;1
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;40;11;5
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;16;7;2
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;2;;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a domicili aliè;4;4;1
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat;Amenaces;39;34;8
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat;Coaccions;15;10;1
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat;Detenció il·legal;2;2;1
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;6;7;2
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;2;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;1;2;1
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra la llibertat i la indemnitat sexuals;Relatius a la prostitució;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;2;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'Administració de justícia;Trencament de condemna;6;4;2
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra les relacions familiars;Contra els drets i deures familiars;4;4;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'ordre públic;Desordres públics;;;1
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'ordre públic;Organitzacions i grups criminals;2;;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;8;8;5
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;11;8;9
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Dels delictes contra la seguretat col·lectiva;Incendi;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Granollers;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra els recursos naturals i el medi ambient;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;De les falsedats;De la usurpació de l'estat civil;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;De les falsedats;Falsedats documentals;5;3;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;De les falsedats;Usurpació de funcions públiques i intrusisme;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;De les lesions;Lesions;46;34;8
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;2;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;4;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;79;10;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;3;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;106;12;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;287;35;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;9;9;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;107;13;6
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;106;4;2
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;53;9;5
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;20;8;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra l’honor;Calúmnia;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;5;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat;Amenaces;14;15;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat;Coaccions;7;5;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;2;2
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;2;;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra l'Administració de justícia;Trencament de condemna;;;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;2;2;1
1;gener;2018;RP  Metropolitana Nord;ABP Mataró;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;3;3;3
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;De les falsedats;Falsedats documentals;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;De les lesions;Lesions;26;27;5
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;3;3;2
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;5;2;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;49;3;1
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluid elèctric i anàlogues;1;2;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;62;10;2
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;109;27;2
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;9;8;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;56;13;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;27;1;2
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;9;5;2
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;11;4;1
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;2;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat;Amenaces;13;12;5
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat;Coaccions;2;2;1
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;3;1;1
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;2;;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'Administració de justícia;Obstrucció a la justícia i deslleialtat professional;;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'Administració de justícia;Trencament de condemna;5;5;1
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'ordre públic;Desordres públics;1;1;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;;
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;2;2;2
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;4;2
1;gener;2018;RP  Metropolitana Nord;ABP Mollet del Vallès;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra el patrimoni històric;;;2
1;gener;2018;RP  Metropolitana Nord;ABP Premià de Mar;De les falsedats;Falsedats documentals;1;3;
1;gener;2018;RP  Metropolitana Nord;ABP Premià de Mar;De les lesions;Lesions;23;20;4
1;gener;2018;RP  Metropolitana Nord;ABP Premià de Mar;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;9;9;5
1;gener;2018;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;4;1;
1;gener;2018;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;85;8;1
1;gener;2018;RP  Metropolitana Nord;ABP Premià de Mar;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;127;19;1
