Language,Title,Badges,2019-03-01,2019-03-02,2019-03-03,2019-03-04,2019-03-05,2019-03-06,2019-03-07,2019-03-08,2019-03-09,2019-03-10,2019-03-11,2019-03-12,2019-03-13,2019-03-14,2019-03-15,2019-03-16,2019-03-17,2019-03-18,2019-03-19,2019-03-20,2019-03-21,2019-03-22,2019-03-23,2019-03-24,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-03-30,2019-03-31
es,"Ernest Maragall","",94,102,123,71,47,64,53,46,56,77,83,92,54,64,56,77,81,138,55,58,90,190,146,97,102,110,63,78,59,103,130
ca,"Ernest Maragall i Mira","",26,18,24,23,19,19,16,11,16,12,19,25,29,17,23,11,14,33,27,24,31,46,39,33,31,36,18,25,19,26,39
en,"Ernest Maragall","",11,11,15,6,12,13,15,11,11,22,15,20,20,10,16,8,24,16,15,17,16,17,19,13,11,13,18,16,8,9,23
fr,"Ernest Maragall","",6,7,4,14,4,4,4,7,31,23,6,6,7,7,8,4,7,10,9,10,5,6,7,4,2,4,5,11,2,6,12
eu,"Ernest Maragall","",9,1,4,1,5,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
de,"Ernest Maragall i Mira","",0,3,1,0,0,1,1,0,1,0,2,0,1,0,0,1,0,0,0,5,1,0,3,0,1,2,0,0,1,3,0
pl,"Ernest Maragall","",1,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,1,2,1,0,1,1,0
